Gene name,Barramundi perch gene name,Beluga whale gene name,Bicolor damselfish gene name,Black snub-nosed monkey gene name,Blue whale gene name
NPSR1,,,,NPSR1,NPSR1
NPSR1,,,,NPSR1,NPSR1
NPSR1,,,,NPSR1,NPSR1
NPSR1,,,,NPSR1,NPSR1
NPSR1,,,,NPSR1,NPSR1
NPSR1,,,,NPSR1,NPSR1
NPSR1,,,,NPSR1,NPSR1
NPSR1,,,,NPSR1,NPSR1
NPSR1,,,,NPSR1,NPSR1
NPSR1,,,,NPSR1,NPSR1
NPSR1,,,,NPSR1,NPSR1
NPSR1,,,,NPSR1,NPSR1
NPSR1,,,,NPSR1,NPSR1
NPSR1,,,,NPSR1,NPSR1
NPSR1,,,,NPSR1,NPSR1
NPSR1,,,,NPSR1,NPSR1
CMC4,,CMC4,,,CMC4
CMC4,,CMC4,,,CMC4
RPSAP51,,,,,
DOCK9,DOCK9,DOCK9,DOCK9,DOCK9,
DOCK9,DOCK9,DOCK9,DOCK9,DOCK9,
MYL12B,,,myl12.2,MYL12B,
MYL12B,myl12.2,,myl12.2,MYL12B,
MYL12B,,,,MYL12B,
MYL12B,myl12.2,,,MYL12B,
,,,,,
PRB2,,,,,
AFF2-IT1,,,,,
,,,,,
LINC02598,,,,,
,,,,,
,,,,,
M6PRP1,,,,,
RNU6-900P,,,,,
PGBD4P6,,,,,
,,,,,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,SPIN1,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
SPIN1,,,,SPIN1,
OR2AF1P,,,,,
C22orf23,,,,C22orf23,
C22orf23,,,,C22orf23,
C22orf23,,,,C22orf23,
C22orf23,,,,C22orf23,
,,,,,
ZFYVE9P1,,,,,
MYL9,myl9a,MYL9,MYL9,MYL9,MYL9
MYL9,myl9a,MYL9,myl9a,MYL9,MYL9
A2ML1,,A2ML1,,A2ML1,A2ML1
A2ML1,,A2ML1,,A2ML1,A2ML1
A2ML1,,A2ML1,,A2ML1,A2ML1
A2ML1,,A2ML1,,A2ML1,A2ML1
A2ML1,,A2ML1,,A2ML1,A2ML1
A2ML1,,A2ML1,,A2ML1,A2ML1
A2ML1,,A2ML1,,A2ML1,A2ML1
A2ML1,,A2ML1,,A2ML1,A2ML1
A2ML1,,A2ML1,,A2ML1,A2ML1
A2ML1,,A2ML1,,A2ML1,A2ML1
A2ML1,,A2ML1,,A2ML1,A2ML1
A2ML1,,A2ML1,,A2ML1,A2ML1
A2ML1,,A2ML1,,A2ML1,A2ML1
A2ML1,,A2ML1,,A2ML1,A2ML1
A2ML1,,A2ML1,,A2ML1,A2ML1
A2ML1,,A2ML1,,A2ML1,A2ML1
A2ML1,,A2ML1,,A2ML1,A2ML1
A2ML1,,A2ML1,,A2ML1,A2ML1
A2ML1,,A2ML1,,A2ML1,A2ML1
A2ML1,,A2ML1,,A2ML1,A2ML1
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
MAGEA8,ndnl2,,ndnl2,MAGEA8,
,,,,,
RNU6-857P,,,,,
DSC3,dsc2l,DSC3,dsc2l,DSC3,DSC3
ASS1P5,,,,,
,,,,,
,,,,,
IDS,ids,IDS,ids,IDS,IDS
,,,,,
,,,,,
,,,,,
,,,,,
MEIS3P1,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
CAT,cat,CAT,cat,CAT,CAT
SECISBP2,,SECISBP2,,SECISBP2,SECISBP2
IGHVIII-38-1,,,,,
,,,,,
CYCSP12,,,,,
IGHV3-30,,,,,
,,,,,
Metazoa_SRP,,,,,
GPR68,GPR68,GPR68,GPR68,GPR68,GPR68
GPR68,GPR68,GPR68,GPR68,GPR68,GPR68
GPR68,GPR68,GPR68,GPR68,GPR68,GPR68
LRRC75A,LRRC75A,LRRC75A,LRRC75A,LRRC75A,LRRC75A
TGIF2,,TGIF2,,TGIF2,TGIF2
TGIF2,,TGIF2,,TGIF2,TGIF2
LINC00620,,,,,
,,,,,
,,,,,
,,,,,
RPL6P23,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
POLR2F,polr2f,POLR2F,polr2f,POLR2F,POLR2F
,,,,,
,,,,,
,,,,,
,,,,,
LINC01980,,,,,
LAP3P1,,,,,
LINC02235,,,,,
,,,,,
,,,,,
,,,,,
IGHA1,,,,,
IGHA1,,,,,
IGHA1,,,,,
PKHD1,,PKHD1,,PKHD1,PKHD1
ZNF706,ZNF706,,ZNF706,ZNF706,
ZNF706,znf706,,ZNF706,ZNF706,
ZNF706,ZNF706,,znf706,ZNF706,
ZNF706,znf706,,znf706,ZNF706,
ZNF706,ZNF706,ZNF706,ZNF706,ZNF706,
ZNF706,znf706,ZNF706,ZNF706,ZNF706,
ZNF706,ZNF706,ZNF706,znf706,ZNF706,
ZNF706,znf706,ZNF706,znf706,ZNF706,
NCBP3,,NCBP3,ncbp3,NCBP3,NCBP3
TGIF2-RAB5IF,,,,,
OR7E105P,,,,,
SLC20A1P2,,,,,
IGHV5-10-1,,,,,
,,,,,
LINC02312,,,,,
DSC1,dsc2l,,dsc2l,DSC1,DSC1
KCNK13,kcnk13b,KCNK13,kcnk13b,KCNK13,KCNK13
CSPG4,CSPG4,CSPG4,CSPG4,CSPG4,CSPG4
IGHV3-32,,,,,
IGHVII-33-1,,,,,
SLA2,,SLA2,,SLA2,SLA2
,,,,,
IGHV2-26,,,,,
GRIP2,GRIP2,GRIP2,GRIP2,GRIP2,GRIP2
GRIP2,grip2a,GRIP2,GRIP2,GRIP2,GRIP2
GRIP2,GRIP2,GRIP2,grip2a,GRIP2,GRIP2
GRIP2,grip2a,GRIP2,grip2a,GRIP2,GRIP2
,,,,,
,,,,,
TDP1,TDP1,TDP1,TDP1,TDP1,TDP1
,,,,,
RPL34P31,,,,,
,,,,,
,,,,,
BNAT1,,,,,
,,,,,
TWIST2,,,,,
,,,,,
WIZP1,,,,,
LINC01671,,,,,
HNRNPA3P2,,,,,
NAV2-IT1,,,,,
LIPC,lipca,LIPC,lipca,LIPC,LIPC
CELF5,celf5a,,celf5a,,CELF5
SLC47A1,slc47a1,,slc47a1,,
SLC47A1,slc47a4,,slc47a1,,
SLC47A1,slc47a4,,slc47a1,,
SLC47A1,slc47a1,,slc47a4,,
SLC47A1,slc47a4,,slc47a4,,
SLC47A1,slc47a4,,slc47a4,,
SLC47A1,slc47a1,,slc47a4,,
SLC47A1,slc47a4,,slc47a4,,
SLC47A1,slc47a4,,slc47a4,,
SLC47A1,slc47a1,,slc47a1,,
SLC47A1,slc47a4,,slc47a1,,
SLC47A1,slc47a4,,slc47a1,,
SLC47A1,slc47a1,,slc47a4,,
SLC47A1,slc47a4,,slc47a4,,
SLC47A1,slc47a4,,slc47a4,,
SLC47A1,slc47a1,,slc47a4,,
SLC47A1,slc47a4,,slc47a4,,
SLC47A1,slc47a4,,slc47a4,,
LINC00323,,,,,
Y_RNA,,,,,
MRPS26,mrps26,MRPS26,mrps26,MRPS26,MRPS26
LINC00649,,,,,
,,,,,
,,,,,
,,,,,
LINC02133,,,,,
OXT,oxt,OXT,avp,OXT,OXT
OXT,avp,OXT,avp,OXT,OXT
OXT,oxt,OXT,oxt,OXT,OXT
OXT,avp,OXT,oxt,OXT,OXT
ZNF143,znf143b,ZNF143,znf143b,ZNF143,ZNF143
,,,,,
,,,,,
FRG2JP,,,,,
,,,,,
C1QL1P1,,,,,
C2orf69P4,,,,,
REXO1L3P,,,,,
,,,,,
AVP,oxt,AVP,avp,AVP,AVP
AVP,avp,AVP,avp,AVP,AVP
AVP,oxt,AVP,oxt,AVP,AVP
AVP,avp,AVP,oxt,AVP,AVP
,,,,,
,,,,,
LINC00319,,,,,
VN1R31P,,,,,
RPL23AP72,,,,,
,,,,,
,,,,,
MIR6820,,,,,
MIR4534,,,,,
HMGN2P3,,,,,
,,,,,
INMT,,,,INMT,INMT
,,,,,
MPV17L,,,MPV17L,,MPV17L
MPV17L,MPV17L,,MPV17L,,MPV17L
MPV17L,,,,,MPV17L
MPV17L,MPV17L,,,,MPV17L
,,,,,
,,,,,
DSG1,,DSG1,,DSG1,DSG1
DSG1,,DSG1,,DSG1,DSG1
DSG1,,DSG1,,DSG1,DSG1
DSG1,,DSG1,,DSG1,DSG1
DSG1,,DSG1,,DSG1,DSG1
DSG1,,DSG1,,DSG1,DSG1
DSG1,,DSG1,,DSG1,DSG1
DSG1,,DSG1,,DSG1,DSG1
DSG1,,DSG1,,DSG1,DSG1
DSG1,,DSG1,,DSG1,DSG1
DSG1,,DSG1,,DSG1,DSG1
DSG1,,DSG1,,DSG1,DSG1
DSG1,,DSG1,,DSG1,DSG1
DSG1,,DSG1,,DSG1,DSG1
DSG1,,DSG1,,DSG1,DSG1
DSG1,,DSG1,,DSG1,DSG1
DSG1,,DSG1,,DSG1,DSG1
DSG1,,DSG1,,DSG1,DSG1
DSG1,,DSG1,,DSG1,DSG1
DSG1,,DSG1,,DSG1,DSG1
PICK1,pick1,PICK1,pick1,PICK1,PICK1
YWHAZ,,YWHAZ,,,
YWHAZ,,YWHAZ,,,
YWHAZ,,YWHAZ,,,
YWHAZ,,YWHAZ,,,
MIR99AHG,,,,,
RN7SL555P,,,,,
UBOX5-AS1,,,,,
UBOX5,ubox5,UBOX5,ubox5,UBOX5,UBOX5
,,,,,
,,,,,
,,,,,
LINC01176,,,,,
,,,,,
,,,,,
RARRES2P10,,,,,
GPR50-AS1,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
FRG2GP,,,,,
CT47A7,,,,,
HECW1-IT1,,,,,
,,,,,
LINC01150,,,,,
MRPL23,,,,,
,,,,,
LINC02129,,,,,
ROBO2P1,,,,,
HNRNPH1P2,,,,,
,,,,,
N4BP1,n4bp1,N4BP1,n4bp1,N4BP1,N4BP1
LDOC1,,LDOC1,,LDOC1,LDOC1
ADCY1,adcy1b,ADCY1,adcy1a,ADCY1,ADCY1
ADCY1,adcy1a,ADCY1,adcy1a,ADCY1,ADCY1
ADCY1,adcy1b,ADCY1,adcy1b,ADCY1,ADCY1
ADCY1,adcy1a,ADCY1,adcy1b,ADCY1,ADCY1
RNU6-1118P,,,,,
CICP9,,,,,
POLE4P1,,,,,
,,,,,
CDC42P7,,,,,
,,,,,
MTCP1,,MTCP1,,,MTCP1
MTCP1,,MTCP1,,,MTCP1
DDRGK1,,DDRGK1,,DDRGK1,DDRGK1
RFC3P1,,,,,
ABCD1P2,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
PABPC1P12,,,,,
RNU6-167P,,U6,,,U6
RPL32P22,,,,,
LINC01986,,,,,
IFNA10,,,,,
IFNA10,,,,,
IFNA10,,,,,
IFNA10,,,,,
IFNA10,,,,,
IFNA10,,,,,
IFNA10,,,,,
IFNA10,,,,,
IFNA10,,,,,
IFNA10,,,,,
IFNA10,,,,,
IFNA10,,,,,
IFNA10,,,,,
IFNA10,,,,,
IFNA10,,,,,
PSMA8,psma8,PSMA8,psma8,PSMA8,PSMA8
,,,,,
LINC01243,,,,,
SLC9B1P3,,,,,
LRRC3B-AS1,,,,,
COL27A1,,COL27A1,,COL27A1,COL27A1
COL27A1,,COL27A1,,COL27A1,COL27A1
MTND1P33,,,,,
,,,,,
KAT2B,kat2b,KAT2B,kat2b,KAT2B,KAT2B
KAT2B,,KAT2B,kat2b,KAT2B,KAT2B
ACTR3BP5,,,,,
,,,,,
,,,,,
PLD5P1,,,,,
CHEK2P5,,,,,
,,,,,
,,,,,
SEPTIN7P9,,,,,
ZNF25,,ZNF25,,,ZNF25
,,,,,
,,,,,
,,,,,
SEPTIN7P9,,,,,
,,,,,
,,,,,
RBMX2P2,,,,,
,,,,,
,,,,,
AGGF1P6,,,,,
,,,,,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
MAGEA11,ndnl2,,ndnl2,MAGEA11,
ITFG1,ITFG1,ITFG1,,ITFG1,ITFG1
ITPA,itpa,,itpa,ITPA,ITPA
VAV1,,,VAV1,VAV1,VAV1
VAV1,,,VAV1,VAV1,VAV1
VAV1,VAV1,,VAV1,VAV1,VAV1
VAV1,,,VAV1,VAV1,VAV1
,,,,,
LINC02650,,,,,
,,,,,
LINC01375,,,,,
GPR50,mtnr1c,GPR50,mtnr1c,,GPR50
GPR50,mtnr1c,GPR50,mtnr1c,,GPR50
,,,,,
,,,,,
FAM226B,,,,,
MRPL23-AS1,,,,,
,,,,,
ZP2,,,,,
DBF4P1,,,,,
,,,,,
RPL17P34,,,,,
,,,,,
PASD1,npas2,,npas2,PASD1,
,,,,,
LINC01219,,,,,
,,,,,
MARCHF5,marchf5,MARCH5,marchf5,MARCHF5,MARCHF5
H19,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
STOML1,,STOML1,stoml1,STOML1,STOML1
VN1R33P,,,,,
RPL31P35,,,,,
RPL21P100,,,,,
VWC2,vwc2,VWC2,vwc2,VWC2,VWC2
,,,,,
,,,,,
,,,,,
RPA2P2,,,,,
,,,,,
,,,,,
PPP4R1,PPP4R1,PPP4R1,PPP4R1,PPP4R1,PPP4R1
SMARCE1P7,,,,,
DUXAP4,,,,,
STYK1,styk1b,STYK1,styk1b,STYK1,STYK1
ZNF25-DT,,,,,
,,,,,
CPEB3,cpeb3,CPEB3,cpeb3,CPEB3,CPEB3
HAUS6P1,,,,,
WSB1,wsb1,,wsb1,WSB1,WSB1
WSB1,wsb1,,wsb1,WSB1,WSB1
WSB1,wsb1,,wsb1,WSB1,WSB1
,,,,,
,,,,,
CMC1,,,,CMC1,
CMC1,,,,CMC1,
CMC1,,,,CMC1,
CMC1,,,,CMC1,
ELMO1-AS1,,,,,
,,,,,
,,,,,
,,,,,
EEF1A1P9,,,,,
,,,,,
CYP2W1,,CYP2W1,,,CYP2W1
PAPSS1,papss1,PAPSS1,papss1,PAPSS1,PAPSS1
IGSF1,,,,IGSF1,IGSF1
IGSF1,,,,IGSF1,IGSF1
HSP90AB6P,,,,,
,,,,,
RN7SKP7,,,,,
HSPH1,,HSPH1,,HSPH1,HSPH1
RPLP1P10,,,,,
HSPA8P18,,,,,
,,,,,
EXOC6,exoc6,EXOC6,exoc6,EXOC6,EXOC6
GCNT1P4,,,,,
THRAP3P1,,,,,
,,,,,
,,,,,
,,,,,
LGSN,lgsn,LGSN,lgsn,LGSN,LGSN
,,,,,
SFRP4,,SFRP4,,SFRP4,SFRP4
XYLB,xylb,XYLB,,XYLB,XYLB
XYLB,xylb,XYLB,,XYLB,XYLB
BCAT1,bcat1,BCAT1,bcat1,BCAT1,BCAT1
ANKS4B,,,,,
,,,,,
LINC02540,,,,,
,,,,,
OR4F1P,,,,,
SDHAF4,sdhaf4,SDHAF4,sdhaf4,SDHAF4,SDHAF4
,,,,,
,,,,,
,,,,,
,,,,,
BAIAP2L2,baiap2l2b,,,BAIAP2L2,BAIAP2L2
BAIAP2L2,,,,BAIAP2L2,BAIAP2L2
BAIAP2L2,baiap2l2b,,baiap2l2b,BAIAP2L2,BAIAP2L2
BAIAP2L2,,,baiap2l2b,BAIAP2L2,BAIAP2L2
,,,,,
RPS16P5,,,,,
TRAM2-AS1,,,,,
,,,,,
,,,,,
,,,,,
NPIPB5,,,,,
TBRG4,TBRG4,TBRG4,,TBRG4,TBRG4
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
RNU6-1019P,,,,,
POLR3E,,,,,
UBE2V1P1,,,,,
LINC01218,,,,,
U3,,U3,,,
,,,,,
,,,,,
,,,,,
RPS6P7,,,,,
,,,,,
HM13-IT1,,,,,
,,,,,
HM13-AS1,,,,,
,,,,,
,,,,,
,,,,,
EEF2K,,,,,
DELEC1,,,,,
YDJC,ydjc,YDJC,ydjc,YDJC,YDJC
YDJC,ydjc,YDJC,ydjc,YDJC,YDJC
RNU6-384P,,,,,
,,,,,
ID1,id1,ID1,id1,ID1,ID1
AGGF1P4,,,,,
CYB5R4,cyb5r4,CYB5R4,cyb5r4,CYB5R4,CYB5R4
MOSMO,,,,,
PDZD9,,,,,
,,,,,
LINC02264,,,,,
MIR3193,,,,,
,,,,,
COX4I2,cox4i2,COX4I2,cox4i2,COX4I2,COX4I2
MIR675,,,,,
,,,,,
,,,,,
NUP93,nup93,NUP93,nup93,NUP93,NUP93
NUP93,nup93,NUP93,nup93,NUP93,NUP93
,,,,,
NPIPB4,,,,,
,,,,,
RPL35,,RPL35,rpl35,,RPL35
RPL35,,RPL35,rpl35,,RPL35
,,,,,
METTL9,,,,,
IGSF6,,,,,
,,,,,
,,,,,
IGHVIII-13-1,,,,,
BCL2L1-AS1,,,,,
IGHV1-18,,,,,
ABALON,,,,,
NPIPB11,,,,,
COPS4,cops4,COPS4,cops4,COPS4,COPS4
COPS4,cops4,COPS4,cops4,COPS4,COPS4
COPS4,cops4,COPS4,cops4,COPS4,COPS4
HOMER2P2,,,,,
CCDC116,,,,CCDC116,
,,,,,
TPX2,tpx2,TPX2,tpx2,TPX2,TPX2
TPX2,tpx2,TPX2,tpx2,TPX2,TPX2
LINC01526,,,,,
ME1,me1,ME1,me1,ME1,ME1
IGHV3-19,,,,,
,,,,,
IGHV4-31,,,,,
RPL10L,rpl10,RPL10L,rpl10,,RPL10L
RPL10L,rpl10,RPL10L,rpl10,,RPL10L
RPL10L,rpl10,RPL10L,rpl10,,RPL10L
RPL10L,rpl10,RPL10L,rpl10,,RPL10L
,,,,,
,,,,,
STK33P1,,,,,
NUTF2P3,,,,,
RBMXP2,,,,,
,,,,,
LINC00226,,,,,
,,,,,
,,,,,
LINC01239,,,,,
SDF2L1,sdf2l1,SDF2L1,sdf2l1,SDF2L1,SDF2L1
,,,,,
TMEFF1,,TMEFF1,,TMEFF1,TMEFF1
ACTR10,actr10,,actr10,ACTR10,ACTR10
MIR301B,mir301c,,mir301b,,
MIR130B,,,,,
,,,,,
,,,,,
RPL15P19,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
PPIL2,ppil2,PPIL2,ppil2,PPIL2,PPIL2
