,collision,ENSG_ID,gene_symbol,source
300,COL6A4,"ENSG00000228252, ENSG00000230524","COL6A4P2, COL6A4P1",ENSG
301,COM1,"ENSG00000176046, ENSG00000101773","NUPR1, RBBP8",ENSG
302,COMT2,"ENSG00000284844, ENSG00000284922","TOMT, LRTOMT",ENSG
303,COQ8,"ENSG00000123815, ENSG00000163050","COQ8B, COQ8A",ENSG
304,COT,"ENSG00000005469, ENSG00000107968","CROT, MAP3K8",ENSG
305,COX1,"ENSG00000198804, ENSG00000095303","MT-CO1, PTGS1",ENSG
306,COX11P,"ENSG00000166260, ENSG00000231162","COX11, COX11P1",ENSG
307,COX2,"ENSG00000073756, ENSG00000198712","PTGS2, MT-CO2",ENSG
308,CP27,"ENSG00000135929, ENSG00000153774","CYP27A1, CFDP1",ENSG
309,CPI17-LIKE,"ENSG00000198729, ENSG00000166143","PPP1R14C, PPP1R14D",ENSG
310,CPN1,"ENSG00000160882, ENSG00000214078","CYP11B1, CPNE1",ENSG
311,CPN2,"ENSG00000179142, ENSG00000140848","CYP11B2, CPNE2",ENSG
312,CPS1,"ENSG00000231852, ENSG00000162877","CYP21A2, PM20D1",ENSG
313,CPT1,"ENSG00000157184, ENSG00000111666, ENSG00000110090","CPT2, CHPT1, CPT1A",ENSG
314,CPX,"ENSG00000147155, ENSG00000122145, ENSG00000080819","EBP, TBX22, CPOX",ENSG
315,CR,"ENSG00000241186, ENSG00000186197, ENSG00000196352","CRIPTO, EDARADD, CD55",ENSG
316,CRA,"ENSG00000108848, ENSG00000014914","LUC7L3, MTMR11",ENSG
317,CRABP-I,"ENSG00000166426, ENSG00000114115","CRABP1, RBP1",ENSG
318,CRABP-II,"ENSG00000114113, ENSG00000143320","RBP2, CRABP2",ENSG
319,CRD,"ENSG00000105392, ENSG00000156313","CRX, RPGR",ENSG
320,CRF,"ENSG00000131094, ENSG00000147571","C1QL1, CRH",ENSG
321,CRN,"ENSG00000145244, ENSG00000101343","CORIN, CRNKL1",ENSG
322,CRP2,"ENSG00000172216, ENSG00000175183, ENSG00000182809","CEBPB, CSRP2, CRIP2",ENSG
323,CRT,"ENSG00000130821, ENSG00000179218","SLC6A8, CALR",ENSG
324,CRT2,"ENSG00000152779, ENSG00000269058","SLC16A12, CALR3",ENSG
325,CRYG5,"ENSG00000285058, ENSG00000168582","CRYGEP, CRYGA",ENSG
326,CS-1,"ENSG00000172399, ENSG00000138434","MYOZ2, ITPRID2",ENSG
327,CS-2,"ENSG00000177791, ENSG00000213218","MYOZ1, CSH2",ENSG
328,CSA,"ENSG00000049167, ENSG00000136488","ERCC8, CSH1",ENSG
329,CSB,"ENSG00000213218, ENSG00000225830","CSH2, ERCC6",ENSG
330,CSE,"ENSG00000116761, ENSG00000117394","CTH, SLC2A1",ENSG
331,CSL,"ENSG00000091482, ENSG00000204414","SMPX, CSHL1",ENSG
332,CSN1,"ENSG00000126545, ENSG00000169727","CSN1S1, GPS1",ENSG
333,CSRP,"ENSG00000180182, ENSG00000159176","MED14, CSRP1",ENSG
334,CSRP2BP,"ENSG00000149474, ENSG00000232838","KAT14, PET117",ENSG
335,CST,"ENSG00000128242, ENSG00000226344, ENSG00000130940","GAL3ST1, CST12P, CASZ1",ENSG
336,CT1,"ENSG00000150281, ENSG00000130821","CTF1, SLC6A8",ENSG
337,CT2,"ENSG00000004809, ENSG00000290985","SLC22A16, SLC6A10P",ENSG
338,CT58,"ENSG00000160505, ENSG00000064205","NLRP4, CCN5",ENSG
339,CT78,"ENSG00000228927, ENSG00000258992","TSPY3, TSPY1",ENSG
340,CT90,"ENSG00000124383, ENSG00000138182","MPHOSPH10, KIF20B",ENSG
341,CTB,"ENSG00000117151, ENSG00000102230","CTBS, PCYT1B",ENSG
342,CTLA1,"ENSG00000100453, ENSG00000100450","GZMB, GZMH",ENSG
343,CTR1,"ENSG00000154781, ENSG00000136868","CCDC174, SLC31A1",ENSG
344,CV2,"ENSG00000157851, ENSG00000164619","DPYSL5, BMPER",ENSG
345,CX30.2,"ENSG00000183153, ENSG00000176402","GJD3, GJC3",ENSG
346,CXORF2,"ENSG00000185985, ENSG00000278057","SLITRK2, TEX28",ENSG
347,CXXC11,"ENSG00000099364, ENSG00000277949","FBXL19, RTP5",ENSG
348,CYK4,"ENSG00000170477, ENSG00000161800","KRT4, RACGAP1",ENSG
349,CYP1,"ENSG00000111012, ENSG00000140465","CYP27B1, CYP1A1",ENSG
350,CYP11B,"ENSG00000160882, ENSG00000179142","CYP11B1, CYP11B2",ENSG
351,CYP2A,"ENSG00000255974, ENSG00000198077, ENSG00000197838","CYP2A6, CYP2A7, CYP2A13",ENSG
352,CYP2B,"ENSG00000256612, ENSG00000197408","CYP2B7P, CYP2B6",ENSG
353,CYP2C,"ENSG00000108242, ENSG00000165841","CYP2C18, CYP2C19",ENSG
354,CYP2D,"ENSG00000205702, ENSG00000100197","CYP2D7, CYP2D6",ENSG
355,CYPD,"ENSG00000171497, ENSG00000108179","PPID, PPIF",ENSG
356,CYPL1,"ENSG00000137168, ENSG00000001630","PPIL1, CYP51A1",ENSG
357,D-X,"ENSG00000282509, ENSG00000261279, ENSG00000282689","ULK4P3, ULK4P1, ULK4P2",ENSG
358,D3F15S2,"ENSG00000173531, ENSG00000164062","MST1, APEH",ENSG
359,D6S230E,"ENSG00000120438, ENSG00000124678","TCP1, TCP11",ENSG
360,DA1,"ENSG00000281940, ENSG00000198467","IGHD4-11, TPM2",ENSG
361,DA2B,"ENSG00000288219, ENSG00000288250","TNNI2, TNNT3",ENSG
362,DAGK,"ENSG00000065357, ENSG00000145214","DGKA, DGKQ",ENSG
363,DAGK6,"ENSG00000153933, ENSG00000149091","DGKE, DGKZ",ENSG
364,DAN,"ENSG00000158747, ENSG00000274829","NBL1, PARN",ENSG
365,DAP,"ENSG00000121351, ENSG00000123992","IAPP, DNPEP",ENSG
366,DAP4,"ENSG00000137492, ENSG00000080845","THAP12, DLGAP4",ENSG
367,DAT1,"ENSG00000048540, ENSG00000276996","LMO3, SLC6A3",ENSG
368,DBC1,"ENSG00000158941, ENSG00000078725","CCAR2, BRINP1",ENSG
369,DBP,"ENSG00000145321, ENSG00000133835","GC, HSD17B4",ENSG
370,DBS,"ENSG00000126217, ENSG00000081479","MCF2L, LRP2",ENSG
371,DC7,"ENSG00000111237, ENSG00000106384","VPS29, MOGAT3",ENSG
372,DCR2,"ENSG00000112486, ENSG00000173530","CCR6, TNFRSF10D",ENSG
373,DD3,"ENSG00000225937, ENSG00000117448","PCA3, AKR1A1",ENSG
374,DEC1,"ENSG00000173077, ENSG00000134107","DELEC1, BHLHE40",ENSG
375,DEF3,"ENSG00000284835, ENSG00000004534","DEFA3, RBM6",ENSG
376,DEFB4,"ENSG00000285181, ENSG00000285356","DEFB4A, DEFB104A",ENSG
377,DELTA,"ENSG00000142507, ENSG00000100811","PSMB6, YY1",ENSG
378,DFNA2,"ENSG00000117013, ENSG00000188910","KCNQ4, GJB3",ENSG
379,DFNA3,"ENSG00000165474, ENSG00000121742","GJB2, GJB6",ENSG
380,DFNB6,"ENSG00000115155, ENSG00000181585","OTOF, TMIE",ENSG
381,DGK,"ENSG00000136267, ENSG00000114956, ENSG00000153933","DGKB, DGUOK, DGKE",ENSG
382,DIA,"ENSG00000128342, ENSG00000147202","LIF, DIAPH2",ENSG
383,DIA1,"ENSG00000181744, ENSG00000100243","DIPK2A, CYB5R3",ENSG
384,DIFF6,"ENSG00000168385, ENSG00000180096","SEPTIN2, SEPTIN1",ENSG
385,DIP,"ENSG00000157514, ENSG00000075240","TSC22D3, GRAMD4",ENSG
386,DIP1,"ENSG00000166946, ENSG00000213672","CCNDBP1, NCKIPSD",ENSG
387,DIP2,"ENSG00000065183, ENSG00000160305","WDR3, DIP2A",ENSG
388,DIVA,"ENSG00000230524, ENSG00000137875","COL6A4P1, BCL2L10",ENSG
389,DJ760C5.1,"ENSG00000001626, ENSG00000228593","CFTR, CFTRP1",ENSG
390,DK1,"ENSG00000175283, ENSG00000282102","DOLK, IGHD5-12",ENSG
391,DKFZP434B204,"ENSG00000275969, ENSG00000204849","SPATA31A3, SPATA31A1",ENSG
392,DKFZP547P234,"ENSG00000157693, ENSG00000136888","TMEM268, ATP6V1G1",ENSG
393,DLC1,"ENSG00000088986, ENSG00000008226","DYNLL1, DLEC1",ENSG
394,DLC2,"ENSG00000264364, ENSG00000133121","DYNLL2, STARD13",ENSG
395,DM1,"ENSG00000104936, ENSG00000282495","DMPK, IGHD1-7",ENSG
396,DM2,"ENSG00000282736, ENSG00000169714","IGHD1-14, CNBP",ENSG
397,DMC,"ENSG00000189377, ENSG00000141627","CXCL17, DYM",ENSG
398,DMT1,"ENSG00000137090, ENSG00000110911","DMRT1, SLC11A2",ENSG
399,DNAJ,"ENSG00000135392, ENSG00000069345","DNAJC14, DNAJA2",ENSG
400,DNF15S2,"ENSG00000173531, ENSG00000164062","MST1, APEH",ENSG
401,DNM1DN11@,"ENSG00000282596, ENSG00000280038","DNM1P38, DNM1P41",ENSG
402,DNM1DN14@,"ENSG00000259660, ENSG00000182397","DNM1P47, DNM1P46",ENSG
403,DNM1DN3@,"ENSG00000282324, ENSG00000282400","DNM1P28, DNM1P30",ENSG
404,DNM1DN4@,"ENSG00000261708, ENSG00000261491, ENSG00000282400","DNM1P32, DNM1P31, DNM1P30",ENSG
405,DNM1DN8@,"ENSG00000261820, ENSG00000260357, ENSG00000246877","DNM1P49, DNM1P34, DNM1P35",ENSG
406,DOC-1,"ENSG00000168386, ENSG00000111328","FILIP1L, CDK2AP1",ENSG
407,DOC1,"ENSG00000164162, ENSG00000111328","ANAPC10, CDK2AP1",ENSG
408,DP1,"ENSG00000198176, ENSG00000168229, ENSG00000129625","TFDP1, PTGDR, REEP5",ENSG
409,DP2,"ENSG00000183134, ENSG00000134982","PTGDR2, APC",ENSG
410,DP3,"ENSG00000134982, ENSG00000173801","APC, JUP",ENSG
411,DPK,"ENSG00000135090, ENSG00000135750","TAOK3, KCNK1",ENSG
412,DPPIV,"ENSG00000078098, ENSG00000197635","FAP, DPP4",ENSG
413,DRP,"ENSG00000152818, ENSG00000139726","UTRN, DENR",ENSG
414,DRP-1,"ENSG00000035664, ENSG00000072832","DAPK2, CRMP1",ENSG
415,DRP1,"ENSG00000139726, ENSG00000087470, ENSG00000152818","DENR, DNM1L, UTRN",ENSG
416,DRS1,"ENSG00000198721, ENSG00000124228","ECI2, DDX27",ENSG
417,DSK2,"ENSG00000188021, ENSG00000135018","UBQLN2, UBQLN1",ENSG
418,DTD,"ENSG00000181019, ENSG00000155850","NQO1, SLC26A2",ENSG
419,DTR,"ENSG00000113070, ENSG00000178125","HBEGF, PPP1R42",ENSG
420,DUP,"ENSG00000113318, ENSG00000167513","MSH3, CDT1",ENSG
421,DUSP24,"ENSG00000133878, ENSG00000127952","DUSP26, STYXL1",ENSG
422,DUSP27,"ENSG00000198842, ENSG00000281660","STYXL2, DUSP29",ENSG
423,DXS648E,"ENSG00000147403, ENSG00000207165","RPL10, SNORA70",ENSG
424,E1,"ENSG00000114200, ENSG00000274266, ENSG00000145293","BCHE, SNORA73A, ENOPH1",ENSG
425,E2,"ENSG00000150768, ENSG00000202363, ENSG00000226344","DLAT, SNORA62, CST12P",ENSG
426,E3,"ENSG00000200320, ENSG00000143149, ENSG00000091140","SNORA63, ALDH9A1, DLD",ENSG
427,E4,"ENSG00000110344, ENSG00000130939","UBE4A, UBE4B",ENSG
428,EAP1,"ENSG00000119669, ENSG00000075914, ENSG00000164611","IRF2BPL, EXOSC7, PTTG1",ENSG
429,EB1,"ENSG00000166974, ENSG00000101367, ENSG00000115944","MAPRE2, MAPRE1, COX7A2L",ENSG
430,EBN,"ENSG00000075043, ENSG00000101204","KCNQ2, CHRNA4",ENSG
431,EBN1,"ENSG00000101204, ENSG00000075043","CHRNA4, KCNQ2",ENSG
432,EBP,"ENSG00000170266, ENSG00000292165","GLB1, SH3D19",ENSG
433,EDG-2,"ENSG00000198121, ENSG00000106245","LPAR1, BUD31",ENSG
434,EDG1,"ENSG00000170989, ENSG00000186834","S1PR1, HEXIM1",ENSG
435,EDG2,"ENSG00000198121, ENSG00000106245","LPAR1, BUD31",ENSG
436,EDHB17,"ENSG00000108786, ENSG00000108785","HSD17B1, HSD17B1P1",ENSG
437,EEF1AL,"ENSG00000232587, ENSG00000101210","EEF1A1P3, EEF1A2",ENSG
438,EEG1,"ENSG00000110888, ENSG00000134802","CAPRIN2, SLC43A3",ENSG
439,EHK1,"ENSG00000145242, ENSG00000167768","EPHA5, KRT1",ENSG
440,EIF-2B,"ENSG00000070785, ENSG00000145191, ENSG00000115211, ENSG00000111361","EIF2B3, EIF2B5, EIF2B4, EIF2B1",ENSG
441,EIF1A,"ENSG00000173674, ENSG00000173812","EIF1AX, EIF1",ENSG
442,EIF2,"ENSG00000125977, ENSG00000134001, ENSG00000130741","EIF2S2, EIF2S1, EIF2S3",ENSG
443,EIF2B,"ENSG00000111361, ENSG00000119718, ENSG00000115211","EIF2B1, EIF2B2, EIF2B4",ENSG
444,EIF4A,"ENSG00000156976, ENSG00000161960","EIF4A2, EIF4A1",ENSG
445,EIF4F,"ENSG00000156976, ENSG00000114867, ENSG00000151247","EIF4A2, EIF4G1, EIF4E",ENSG
446,EL32,"ENSG00000085063, ENSG00000144713","CD59, RPL32",ENSG
447,ELK2,"ENSG00000213140, ENSG00000135519","ELK2AP, KCNH3",ENSG
448,EMA,"ENSG00000140374, ENSG00000185499","ETFA, MUC1",ENSG
449,EMAP-2,"ENSG00000165521, ENSG00000125746, ENSG00000164022","EML5, EML2, AIMP1",ENSG
450,EMC19,"ENSG00000113558, ENSG00000231234","SKP1, SKP1P1",ENSG
451,EMT,"ENSG00000113263, ENSG00000146477","ITK, SLC22A3",ENSG
452,EOS,"ENSG00000103355, ENSG00000123411","PRSS33, IKZF4",ENSG
453,EP2,"ENSG00000285507, ENSG00000125384","SPAG11B, PTGER2",ENSG
454,EPO,"ENSG00000121053, ENSG00000102265","EPX, TIMP1",ENSG
455,EPR-1,"ENSG00000089685, ENSG00000163435","BIRC5, ELF3",ENSG
456,ER,"ENSG00000124882, ENSG00000091831","EREG, ESR1",ENSG
457,ERF1,"ENSG00000087510, ENSG00000185650, ENSG00000120705","TFAP2C, ZFP36L1, ETF1",ENSG
458,ERIS,"ENSG00000288243, ENSG00000145354","STING1, CISD2",ENSG
459,ERK,"ENSG00000100030, ENSG00000133216","MAPK1, EPHB2",ENSG
460,ERV1,"ENSG00000291944, ENSG00000174600","GFER, CMKLR1",ENSG
461,ES1,"ENSG00000292158, ENSG00000160221","RPS3A, GATD3",ENSG
462,ES31,"ENSG00000143947, ENSG00000172828","RPS27A, CES3",ENSG
463,ESA,"ENSG00000119888, ENSG00000005421, ENSG00000132589","EPCAM, PON1, FLOT2",ENSG
464,ESA1,"ENSG00000172977, ENSG00000132589","KAT5, FLOT2",ENSG
465,ESG,"ENSG00000196781, ENSG00000065717, ENSG00000140332, ENSG00000106829","TLE1, TLE2, TLE3, TLE4",ENSG
466,ESG1,"ENSG00000203909, ENSG00000196781","DPPA5, TLE1",ENSG
467,ESO1,"ENSG00000141446, ENSG00000184033, ENSG00000268651","ESCO1, CTAG1B, CTAG1A",ENSG
468,ESP1,"ENSG00000182809, ENSG00000135476","CRIP2, ESPL1",ENSG
469,EST,"ENSG00000109193, ENSG00000107968","SULT1E1, MAP3K8",ENSG
470,ETK,"ENSG00000044524, ENSG00000102010","EPHA3, BMX",ENSG
471,ETL1,"ENSG00000163104, ENSG00000108231","SMARCAD1, LGI1",ENSG
472,EVR1,"ENSG00000162337, ENSG00000174804","LRP5, FZD4",ENSG
473,EWSR2,"ENSG00000134954, ENSG00000151702","ETS1, FLI1",ENSG
474,F379,"ENSG00000282591, ENSG00000226516, ENSG00000288464, ENSG00000237613, ENSG00000249054, ENSG00000218839","FAM138F, FAM138B, FAM138E, FAM138A, FAM138D, FAM138C",ENSG
475,F5F8D,"ENSG00000180398, ENSG00000074695","MCFD2, LMAN1",ENSG
476,FACD,"ENSG00000144554, ENSG00000139618","FANCD2, BRCA2",ENSG
477,FAD,"ENSG00000080815, ENSG00000139618, ENSG00000144554","PSEN1, BRCA2, FANCD2",ENSG
478,FAD1,"ENSG00000139618, ENSG00000160688","BRCA2, FLAD1",ENSG
479,FAF,"ENSG00000183161, ENSG00000124486","FANCF, USP9X",ENSG
480,FAL1,"ENSG00000228126, ENSG00000291508","FALEC, EIF4A3",ENSG
481,FANCD,"ENSG00000139618, ENSG00000144554","BRCA2, FANCD2",ENSG
482,FAST,"ENSG00000230798, ENSG00000164896","FOXD3-AS1, FASTK",ENSG
483,FAT,"ENSG00000135218, ENSG00000083857","CD36, FAT1",ENSG
484,FBL2,"ENSG00000153558, ENSG00000108306","FBXL2, FBXL20",ENSG
485,FBL3,"ENSG00000153558, ENSG00000005812","FBXL2, FBXL3",ENSG
486,FBL4,"ENSG00000118564, ENSG00000112234","FBXL5, FBXL4",ENSG
487,FBL5,"ENSG00000118564, ENSG00000112234","FBXL5, FBXL4",ENSG
488,FBL6,"ENSG00000285442, ENSG00000183580","FBXL6, FBXL7",ENSG
489,FBL7,"ENSG00000183580, ENSG00000173120","FBXL7, KDM2A",ENSG
490,FBP,"ENSG00000162613, ENSG00000165140, ENSG00000119396","FUBP1, FBP1, RAB14",ENSG
491,FBS,"ENSG00000156860, ENSG00000164117","FBRS, FBXO8",ENSG
492,FBS1,"ENSG00000156860, ENSG00000116661","FBRS, FBXO2",ENSG
493,FBX30,"ENSG00000109670, ENSG00000132879, ENSG00000118496","FBXW7, FBXO44, FBXO30",ENSG
494,FCG2,"ENSG00000143226, ENSG00000072694","FCGR2A, FCGR2B",ENSG
495,FCG3,"ENSG00000203747, ENSG00000162747","FCGR3A, FCGR3B",ENSG
496,FCGR2,"ENSG00000143226, ENSG00000072694","FCGR2A, FCGR2B",ENSG
497,FCGR3,"ENSG00000162747, ENSG00000203747","FCGR3B, FCGR3A",ENSG
498,FCT3A,"ENSG00000196371, ENSG00000156413","FUT4, FUT6",ENSG
499,FDH,"ENSG00000197894, ENSG00000144908","ADH5, ALDH1L1",ENSG
500,FE,"ENSG00000197265, ENSG00000153767","GTF2E2, GTF2E1",ENSG
501,FETA,"ENSG00000081051, ENSG00000179766","AFP, ATP8B5P",ENSG
502,FHC,"ENSG00000167996, ENSG00000134571","FTH1, MYBPC3",ENSG
503,FIG,"ENSG00000165507, ENSG00000047932","DEPP1, GOPC",ENSG
504,FIL1,"ENSG00000136695, ENSG00000136694, ENSG00000136696, ENSG00000125571","IL36RN, IL36A, IL36B, IL37",ENSG
505,FIR,"ENSG00000179950, ENSG00000006607","PUF60, FARP2",ENSG
506,FLIP,"ENSG00000000460, ENSG00000003402","FIRRM, CFLAR",ENSG
507,FLJ10052,"ENSG00000143502, ENSG00000187554","SUSD4, TLR5",ENSG
508,FLJ10883,"ENSG00000168300, ENSG00000203880","PCMTD1, PCMTD2",ENSG
509,FLJ20375,"ENSG00000183354, ENSG00000188352","BRD10, FOCAD",ENSG
510,FLJ22167,"ENSG00000205084, ENSG00000135702","TMEM231, CHST5",ENSG
511,FLJ37712,"ENSG00000151812, ENSG00000183780","SLC35F4, SLC35F3",ENSG
512,FLJ43692,"ENSG00000288422, ENSG00000288370","ARHGEF35, CTAGE4",ENSG
513,FOP,"ENSG00000213066, ENSG00000160679","CEP43, CHTOP",ENSG
514,FP,"ENSG00000073578, ENSG00000122420","SDHA, PTGFR",ENSG
515,FPP,"ENSG00000120149, ENSG00000052850","MSX2, ALX4",ENSG
516,FRA,"ENSG00000110195, ENSG00000177548","FOLR1, RABEP2",ENSG
517,FRAG1,"ENSG00000148985, ENSG00000176208","PGAP2, ATAD5",ENSG
518,FRG,"ENSG00000110203, ENSG00000006607","FOLR3, FARP2",ENSG
519,FRITZ,"ENSG00000162998, ENSG00000143951","FRZB, WDPCP",ENSG
520,FRP,"ENSG00000104332, ENSG00000163430","SFRP1, FSTL1",ENSG
521,FS,"ENSG00000148288, ENSG00000134363","GBGT1, FST",ENSG
522,FSP1,"ENSG00000198513, ENSG00000042286, ENSG00000196154","ATL1, AIFM2, S100A4",ENSG
523,FSSV,"ENSG00000288250, ENSG00000288219","TNNT3, TNNI2",ENSG
524,FUS1,"ENSG00000114383, ENSG00000089280","TUSC2, FUS",ENSG
525,FY,"ENSG00000010361, ENSG00000213088","FUZ, ACKR1",ENSG
526,G10,"ENSG00000204366, ENSG00000106245","ZBTB12, BUD31",ENSG
527,G13,"ENSG00000120063, ENSG00000213676","GNA13, ATF6B",ENSG
528,G16,"ENSG00000204308, ENSG00000004534","RNF5, RBM6",ENSG
529,G17,"ENSG00000204304, ENSG00000188338","PBX2, SLC38A3",ENSG
530,G18,"ENSG00000114737, ENSG00000213654","CISH, GPSM3",ENSG
531,G2,"ENSG00000231370, ENSG00000110427, ENSG00000285058","PRRC2A, KIAA1549L, CRYGEP",ENSG
532,G6PT,"ENSG00000131482, ENSG00000281500","G6PC1, SLC37A4",ENSG
533,GAL7,"ENSG00000282902, ENSG00000283082","LGALS7B, LGALS7",ENSG
534,GALNAC-T10,"ENSG00000158089, ENSG00000164574","GALNT14, GALNT10",ENSG
535,GALNAC-T5L,"ENSG00000185274, ENSG00000106648","GALNT17, GALNTL5",ENSG
536,GALNT15,"ENSG00000106648, ENSG00000110328","GALNTL5, GALNT18",ENSG
537,GARP,"ENSG00000137507, ENSG00000070729","LRRC32, CNGB1",ENSG
538,GAS,"ENSG00000184502, ENSG00000141012, ENSG00000280789","GAST, GALNS, PAGR1",ENSG
539,GASP,"ENSG00000154978, ENSG00000198932","VOPP1, GPRASP1",ENSG
540,GBA,"ENSG00000177628, ENSG00000291137","GBA1, GBA1LP",ENSG
541,GBP,"ENSG00000033800, ENSG00000006118, ENSG00000084754, ENSG00000100097","PIAS1, TMEM132A, HADHA, LGALS1",ENSG
542,GC1,"ENSG00000291237, ENSG00000102837, ENSG00000177542","SOD2, OLFM4, SLC25A22",ENSG
543,GCAP,"ENSG00000048545, ENSG00000163286","GUCA1A, ALPG",ENSG
544,GCD10,"ENSG00000088766, ENSG00000089195","CRLS1, TRMT6",ENSG
545,GCL,"ENSG00000115271, ENSG00000244234","GCA, GMCL2",ENSG
546,GCN5,"ENSG00000114166, ENSG00000108773","KAT2B, KAT2A",ENSG
547,GCP,"ENSG00000268221, ENSG00000173230","OPN1MW, GOLGB1",ENSG
548,GCP2,"ENSG00000144674, ENSG00000130640, ENSG00000086205","GOLGA4, TUBGCP2, FOLH1",ENSG
549,GCS,"ENSG00000001084, ENSG00000148154","GCLC, UGCG",ENSG
550,GDA,"ENSG00000122133, ENSG00000122912","PAEP, SLC25A16",ENSG
551,GDH,"ENSG00000049239, ENSG00000148672, ENSG00000165475, ENSG00000109814","H6PD, GLUD1, CRYL1, UGDH",ENSG
552,GDN,"ENSG00000135919, ENSG00000196782","SERPINE2, MAML3",ENSG
553,GEMIN1,"ENSG00000275349, ENSG00000273772","SMN1, SMN2",ENSG
554,GF1,"ENSG00000102145, ENSG00000115904","GATA1, SOS1",ENSG
555,GGT,"ENSG00000133475, ENSG00000100031","GGT2P, GGT1",ENSG
556,GGTA1P,"ENSG00000204136, ENSG00000237766","GGTA1, GGTA2P",ENSG
557,GID2,"ENSG00000145916, ENSG00000153561","RMND5B, RMND5A",ENSG
558,GIF,"ENSG00000087250, ENSG00000240972, ENSG00000134812","MT3, MIF, CBLIF",ENSG
559,GIG1,"ENSG00000142871, ENSG00000105374, ENSG00000164684","CCN1, NKG7, ZNF704",ENSG
560,GIP,"ENSG00000114353, ENSG00000173918","GNAI2, C1QTNF1",ENSG
561,GL,"ENSG00000285343, ENSG00000081087","PPP1R3B, OSTM1",ENSG
562,GLP,"ENSG00000159289, ENSG00000181090","GOLGA6A, EHMT1",ENSG
563,GLP-1,"ENSG00000115263, ENSG00000220201","GCG, ZGLP1",ENSG
564,GLP1,"ENSG00000220201, ENSG00000115263","ZGLP1, GCG",ENSG
565,GLUC,"ENSG00000177628, ENSG00000291927, ENSG00000291137","GBA1, GBA3, GBA1LP",ENSG
566,GLUR7,"ENSG00000163873, ENSG00000196277","GRIK3, GRM7",ENSG
567,GLUT6,"ENSG00000281165, ENSG00000253861","SLC2A6, SLC2A3P1",ENSG
568,GLUT8,"ENSG00000146411, ENSG00000136856","SLC2A12, SLC2A8",ENSG
569,GLUT9,"ENSG00000281165, ENSG00000109667","SLC2A6, SLC2A9",ENSG
570,GLYT1,"ENSG00000131446, ENSG00000196517","MGAT1, SLC6A9",ENSG
571,GLYT2,"ENSG00000204136, ENSG00000165970","GGTA1, SLC6A5",ENSG
572,GM2AP,"ENSG00000196743, ENSG00000241695","GM2A, GM2AP1",ENSG
573,GNT1,"ENSG00000167165, ENSG00000241635","UGT1A6, UGT1A1",ENSG
574,GOT1,"ENSG00000111711, ENSG00000174567","GOLT1B, GOLT1A",ENSG
575,GP110,"ENSG00000130706, ENSG00000129226","ADRM1, CD68",ENSG
576,GP130,"ENSG00000134352, ENSG00000138095","IL6ST, LRPPRC",ENSG
577,GP135,"ENSG00000128567, ENSG00000018236","PODXL, CNTN1",ENSG
578,GP180,"ENSG00000262418, ENSG00000108582","PTPRC, CPD",ENSG
579,GP39,"ENSG00000102245, ENSG00000133048","CD40LG, CHI3L1",ENSG
580,GP40,"ENSG00000162493, ENSG00000173762","PDPN, CD7",ENSG
581,GPCR,"ENSG00000162881, ENSG00000179921","OXER1, GPBAR1",ENSG
582,GPD,"ENSG00000136732, ENSG00000213088","GYPC, ACKR1",ENSG
583,GPRK7,"ENSG00000099875, ENSG00000114124","MKNK2, GRK7",ENSG
584,GPXL2,"ENSG00000215326, ENSG00000197582","GPX1P2, GPX1P1",ENSG
585,GRF2,"ENSG00000107263, ENSG00000113319","RAPGEF1, RASGRF2",ENSG
586,GRINL1A,"ENSG00000137878, ENSG00000255529","GCOM1, POLR2M",ENSG
587,GRIP1,"ENSG00000133317, ENSG00000140396","LGALS12, NCOA2",ENSG
588,GRP,"ENSG00000119862, ENSG00000165623","LGALSL, UCMA",ENSG
589,GRTH,"ENSG00000151090, ENSG00000109832","THRB, DDX25",ENSG
590,GS1,"ENSG00000130021, ENSG00000197535","PUDP, MYO5A",ENSG
591,GS2,"ENSG00000006757, ENSG00000069974","PNPLA4, RAB27A",ENSG
592,GST1,"ENSG00000103342, ENSG00000134184","GSPT1, GSTM1",ENSG
593,GSTAP2,"ENSG00000230845, ENSG00000237674","GSTA10P, GSTA7P",ENSG
594,GTK,"ENSG00000111816, ENSG00000286112","FRK, KYAT1",ENSG
595,GUCY2B,"ENSG00000159899, ENSG00000113389","NPR2, NPR3",ENSG
596,GUP1,"ENSG00000010282, ENSG00000263155","HHATL, MYZAP",ENSG
597,H-PLK,"ENSG00000213462, ENSG00000152926","ERV3-1, ZNF117",ENSG
598,H1,"ENSG00000169504, ENSG00000107018, ENSG00000136631","CLIC4, RLN1, VPS45",ENSG
599,H2,"ENSG00000077782, ENSG00000107014","FGFR1, RLN2",ENSG
600,H2-ALPHA,"ENSG00000075886, ENSG00000127824","TUBA3D, TUBA4A",ENSG
601,H2A.1,"ENSG00000278677, ENSG00000277075","H2AC17, H2AC8",ENSG
602,H2A.B.1,"ENSG00000277858, ENSG00000277745","H2AB2, H2AB3",ENSG
603,H2A/Q,"ENSG00000288825, ENSG00000184260","H2AC18, H2AC20",ENSG
604,H2B.1,"ENSG00000180596, ENSG00000184678","H2BC4, H2BC21",ENSG
605,H3,"ENSG00000288474, ENSG00000203811, ENSG00000077782","RLN3, H3C14, FGFR1",ENSG
606,H3.1,"ENSG00000274750, ENSG00000287080","H3C6, H3C3",ENSG
