HGNC_ID,primary_gene_symbol,collision,source,NCBI_ID,ENSG_ID,alias_symbol
HGNC:30423,CACYBP,SIP,HGNC,GENE ID:27101,ENSG00000116161,"S100A6BP,SIP"
HGNC:11076,NHERF2,SIP-1,HGNC,GENE ID:9351,ENSG00000065054,"E3KARP,NHERF-2,OCTS2,SIP-1,TKA-1"
HGNC:14881,ZEB2,SIP-1,HGNC,GENE ID:9839,ENSG00000169554,"KIAA0569,SIP-1,SIP1"
HGNC:14881,ZEB2,SIP1,HGNC,GENE ID:9839,ENSG00000169554,"KIAA0569,SIP-1,SIP1"
HGNC:10784,SCAF11,SIP1,HGNC,GENE ID:9169,ENSG00000139218,"CASP11,SIP1,SRRP129"
HGNC:17710,SIT1,SIT,HGNC,GENE ID:27240,ENSG00000137078,SIT
HGNC:8016,NSF,SKD2,HGNC,GENE ID:4905,ENSG00000073969,"SEC18,SKD2"
HGNC:13488,VPS4A,SKD2,HGNC,GENE ID:27183,ENSG00000132612,"FLJ22197,SKD1,SKD1A,SKD2,VPS4,VPS4-1"
HGNC:30619,SPHKAP,SKIP,HGNC,GENE ID:80309,ENSG00000153820,SKIP
HGNC:33882,INPP5K,SKIP,HGNC,GENE ID:51763,ENSG00000132376,SKIP
HGNC:16696,SNW1,SKIP,HGNC,GENE ID:22938,ENSG00000100603,"Bx42,FUN20,NCoA-62,PRPF45,Prp45,SKIP,SKIP1"
HGNC:11534,TAF1C,SL1,HGNC,GENE ID:9013,ENSG00000103168,"MGC:39976,SL1,TAFI110,TAFI95"
HGNC:11532,TAF1A,SL1,HGNC,GENE ID:9015,ENSG00000143498,"SL1,TAFI48"
HGNC:11533,TAF1B,SL1,HGNC,GENE ID:9014,ENSG00000115750,"RAF1B,RAFI63,SL1,TAFI63"
HGNC:10902,SLA,SLAP,HGNC,GENE ID:6503,ENSG00000155926,"SLA1,SLAP,SLAP-1,hSLAP"
HGNC:16643,SLMAP,SLAP,HGNC,GENE ID:7871,ENSG00000163681,"KIAA1601,SLAP"
HGNC:29138,FAM169A,SLAP,HGNC,GENE ID:26049,ENSG00000198780,"KIAA0888,SLAP,SLAP75"
HGNC:1240,SUCO,SLP1,HGNC,GENE ID:51430,ENSG00000094975,"CH1,OPT,SLP1"
HGNC:15584,SYTL1,SLP1,HGNC,GENE ID:84958,ENSG00000142765,"FLJ14996,JFC1,SLP1,exophilin-7"
HGNC:20867,MCHR2,SLT,HGNC,GENE ID:84539,ENSG00000152034,"MCH2,MCH2R,SLT"
HGNC:54496,GUSBP14,SMA3,HGNC,GENE ID:11039,ENSG00000253816,"SMA3,SMA4"
HGNC:11117,SMN1,SMA3,HGNC,GENE ID:6606,ENSG00000172062,"BCD541,GEMIN1,SMA1,SMA2,SMA3,SMNT,TDRD16A"
HGNC:18792,GUSBP2,SMA3-L,HGNC,GENE ID:387036,ENSG00000241549,"SMA3-L,SMAC3L,bA239L20.1,bA239L20.5,bGLU-Lp"
HGNC:18220,GUSBP4,SMA3-L,HGNC,GENE ID:375513,ENSG00000239650,"FLJ13549,SMA3-L"
HGNC:16990,C11orf58,SMAP,HGNC,GENE ID:10944,ENSG00000110696,"Hero20,SMAP"
HGNC:17060,KIFAP3,SMAP,HGNC,GENE ID:22920,ENSG00000075945,"FLA3,KAP-1,KAP3,SMAP"
HGNC:19874,BRD8,SMAP,HGNC,GENE ID:10902,ENSG00000112983,"SMAP,p120"
HGNC:30594,UNC45A,SMAP-1,HGNC,GENE ID:55898,ENSG00000140553,"GC-UNC45,SMAP-1"
HGNC:19651,SMAP1,SMAP-1,HGNC,GENE ID:60682,ENSG00000112305,"FLJ13159,SMAP-1"
HGNC:2155,CNN1,SMCC,HGNC,GENE ID:1264,ENSG00000130176,"SMCC,Sm-Calp"
HGNC:11553,TAGLN,SMCC,HGNC,GENE ID:6876,ENSG00000149591,"DKFZp686P11128,SM22,SMCC,TAGLN1,TGLN,WS3-10"
HGNC:24905,CREBZF,SMILE,HGNC,GENE ID:58487,ENSG00000137504,"SMILE,ZF"
HGNC:26899,TMTC3,SMILE,HGNC,GENE ID:160418,ENSG00000139324,"FLJ90492,SMILE"
HGNC:11164,SNRPN,SMN,HGNC,GENE ID:6638,ENSG00000128739,"HCERN3,RT-LI,SM-D,SMN,SNRNP-N,SNURF-SNRPN"
HGNC:6510,STMN1,SMN,HGNC,GENE ID:3925,ENSG00000117632,"FLJ32206,Lag,OP18,PP17,PP19,PR22,SMN"
HGNC:58151,SMN1-AS1,SMN-AS1,HGNC,GENE ID:130453475,ENSG00000285204,SMN-AS1
HGNC:53121,SMN2-AS1,SMN-AS1,HGNC,,ENSG00000285151,SMN-AS1
HGNC:11098,SMARCA2,SNF2,HGNC,GENE ID:6595,ENSG00000080503,"BAF190,BRM,SNF2,SNF2LA,SWI2,Sth1p,hBRM,hSNF2a"
HGNC:11100,SMARCA4,SNF2,HGNC,GENE ID:6597,ENSG00000127616,"BAF190,BRG1,FLJ39786,SNF2,SNF2-BETA,SNF2LB,SWI2,hSNF2b"
HGNC:11097,SMARCA1,SNF2LB,HGNC,GENE ID:6594,ENSG00000102038,"ISWI,NURF140,SNF2LB,SWI,hSNF2L"
HGNC:11100,SMARCA4,SNF2LB,HGNC,GENE ID:6597,ENSG00000127616,"BAF190,BRG1,FLJ39786,SNF2,SNF2-BETA,SNF2LB,SWI2,hSNF2b"
HGNC:10897,SKIL,SNO,HGNC,GENE ID:6498,ENSG00000136603,"SNO,SnoA,SnoN"
HGNC:18666,RNPC3,SNRNP65,HGNC,GENE ID:55599,ENSG00000185946,"FLJ20008,KIAA1839,RBM40,SNRNP65"
HGNC:20071,USP39,SNRNP65,HGNC,GENE ID:10713,ENSG00000168883,"CGI-21,SAD1,SNRNP65"
HGNC:30703,CCDC54,SP17,HGNC,GENE ID:84692,ENSG00000138483,"FLJ25362,NYD-SP17,SP17"
HGNC:11210,SPA17,SP17,HGNC,GENE ID:53340,ENSG00000064199,"CT22,SP17"
HGNC:13254,FTSJ1,SPB1,HGNC,GENE ID:24140,ENSG00000068438,"CDLIV,JM23,SPB1,TRM7,TRMT7"
HGNC:17136,FTSJ3,SPB1,HGNC,GENE ID:117246,ENSG00000108592,SPB1
HGNC:23401,SPCS1,SPC1,HGNC,GENE ID:28972,ENSG00000114902,"HSPC033,SPC1,SPC12,YJR010C-A"
HGNC:8568,FURIN,SPC1,HGNC,GENE ID:5045,ENSG00000140564,SPC1
HGNC:8743,PCSK1,SPC3,HGNC,GENE ID:5122,ENSG00000175426,"PC1,PC1/3,PC3,SPC3"
HGNC:26212,SPCS3,SPC3,HGNC,GENE ID:60559,ENSG00000129128,"FLJ22649,PRO3567,SPC22/23,SPC3,YLR066W"
HGNC:8748,PCSK7,SPC7,HGNC,GENE ID:9159,ENSG00000160613,"LPC,PC7,PC8,SPC7"
HGNC:22935,SYMPK,SPK,HGNC,GENE ID:8189,ENSG00000125755,"Pta1,SPK,SYM"
HGNC:18282,PBK,SPK,HGNC,GENE ID:55872,ENSG00000168078,"CT84,FLJ14385,Nori-3,SPK,TOPK"
HGNC:14677,DEAF1,SPN,HGNC,GENE ID:10522,ENSG00000177030,"NUDR,SPN,ZMYND5"
HGNC:6678,LPO,SPO,HGNC,GENE ID:4025,ENSG00000167419,SPO
HGNC:16507,SYNPR,SPO,HGNC,GENE ID:132204,ENSG00000163630,"MGC26651,SPO"
HGNC:19953,SGPP2,SPP2,HGNC,GENE ID:130367,ENSG00000163082,"FLJ39004,SPP2"
HGNC:26128,SPRING1,SPRING,HGNC,GENE ID:79794,ENSG00000111412,"FLJ21415,LUR1,POST1,SPRING"
HGNC:16288,TRIM9,SPRING,HGNC,GENE ID:114088,ENSG00000100505,"RNF91,SPRING"
HGNC:19685,SEPHS1,SPS,HGNC,GENE ID:22929,ENSG00000086475,"SPS,SPS1"
HGNC:19685,SEPHS1,SPS1,HGNC,GENE ID:22929,ENSG00000086475,"SPS,SPS1"
HGNC:11296,SRM,SPS1,HGNC,GENE ID:6723,ENSG00000116649,SPS1
HGNC:11024,SLC37A1,SPX1,HGNC,GENE ID:54020,ENSG00000160190,SPX1
HGNC:28139,SPX,SPX1,HGNC,GENE ID:80763,ENSG00000134548,"MGC10946,NPQ,SPX1,spexin"
HGNC:10787,SRSF5,SRP40,HGNC,GENE ID:6430,ENSG00000100650,"HRS,SRP40"
HGNC:30426,SRP68P2,SRPSMCR,HGNC,GENE ID:252840,ENSG00000227689,SRPSMCR
HGNC:30428,SRP68P3,SRPSMCR,HGNC,GENE ID:347717,ENSG00000237911,SRPSMCR
HGNC:4703,GYPB,SS,HGNC,GENE ID:2994,ENSG00000250361,"CD235b,GPB,PAS-3,SS"
HGNC:10853,SHOX,SS,HGNC,GENE ID:6473,ENSG00000185960,"GCFX,PHOG,SHOX1,SHOXY,SS"
HGNC:643,AQP9,SSC1,HGNC,GENE ID:366,ENSG00000103569,"HsT17287,SSC1"
HGNC:18277,SEC61G,SSS1,HGNC,GENE ID:23480,ENSG00000132432,SSS1
HGNC:10593,SCN5A,SSS1,HGNC,GENE ID:6331,ENSG00000183873,"CDCD2,CMPD2,HB1,HB2,HBBD,HH1,ICCD,IVF,LQT3,Nav1.5,PFHB1,SSS1"
HGNC:17291,TMED1,ST2L,HGNC,GENE ID:11018,ENSG00000099203,"IL1RL1LG,Il1rl1l,MGC1270,ST2L,p24g1,p24gamma1"
HGNC:5998,IL1RL1,ST2L,HGNC,GENE ID:9173,ENSG00000115602,"DER4,FIT-1,IL33R,ST2,ST2L,ST2V,T1"
HGNC:1778,CDK7,STK1,HGNC,GENE ID:1022,ENSG00000134058,"CAK,CAK1,CDKN7,MO15,STK1"
HGNC:3765,FLT3,STK1,HGNC,GENE ID:2322,ENSG00000122025,"CD135,FLK2,STK1"
HGNC:9406,PKN2,STK7,HGNC,GENE ID:5586,ENSG00000065243,"PRK2,Pak-2,STK7"
HGNC:11393,AURKA,STK7,HGNC,GENE ID:6790,ENSG00000087586,"AIK,ARK1,AurA,BTAK,PPP1R47,STK7"
HGNC:26333,SRFBP1,STRAP,HGNC,GENE ID:153443,ENSG00000151304,"BUD22,FLJ25286,Rlb1,STRAP,p49"
HGNC:10870,ST8SIA2,STX,HGNC,GENE ID:8128,ENSG00000140557,"HsT19690,ST8SIA-II,STX"
HGNC:13761,RBPJL,SUH,HGNC,GENE ID:11317,ENSG00000124232,"RBP-L,SUH,SUHL"
HGNC:5724,RBPJ,SUH,HGNC,GENE ID:3516,ENSG00000168214,"CBF1,IGKJRB,KBF2,RBP-J,RBPJK,SUH"
HGNC:60,ABCC9,SUR2,HGNC,GENE ID:10060,ENSG00000069431,"CMD1O,SUR2"
HGNC:6184,ITSN2,SWAP,HGNC,GENE ID:50618,ENSG00000198399,"KIAA1256,PRO2015,SH3P18,SWA,SWAP"
HGNC:10790,SFSWAP,SWAP,HGNC,GENE ID:6433,ENSG00000061936,SWAP
HGNC:11100,SMARCA4,SWI2,HGNC,GENE ID:6597,ENSG00000127616,"BAF190,BRG1,FLJ39786,SNF2,SNF2-BETA,SNF2LB,SWI2,hSNF2b"
HGNC:11098,SMARCA2,SWI2,HGNC,GENE ID:6595,ENSG00000080503,"BAF190,BRM,SNF2,SNF2LA,SWI2,Sth1p,hBRM,hSNF2a"
HGNC:14524,SPAG9,SYD1,HGNC,GENE ID:9043,ENSG00000008294,"CT89,FLJ13450,FLJ14006,FLJ26141,FLJ34602,HLC4,HSS,JIP-4,JIP4,JLP,KIAA0516,MGC117291,MGC14967,MGC74461,PHET,PIG6,SYD1"
HGNC:25824,SYDE1,SYD1,HGNC,GENE ID:85360,ENSG00000105137,"7h3,FLJ13511,SYD1"
HGNC:24466,SYNM,SYN,HGNC,GENE ID:23336,ENSG00000182253,"KIAA0353,SYN"
HGNC:4037,FYN,SYN,HGNC,GENE ID:2534,ENSG00000010810,"MGC45350,SLK,SYN"
HGNC:29533,NAA50,San,HGNC,GENE ID:80218,ENSG00000121579,"FLJ13194,NAT5,San"
HGNC:10534,SAR1A,Sara,HGNC,GENE ID:56681,ENSG00000079332,"SAR1,Sara"
HGNC:10751,SELENOP,SeP,HGNC,GENE ID:6414,ENSG00000250722,"SELP,SEPP,SeP"
HGNC:10724,SEMA3B,SemA,HGNC,GENE ID:7869,ENSG00000012171,"LUCA-1,SemA,sema5,semaV"
HGNC:10575,SCG2,SgII,HGNC,GENE ID:7857,ENSG00000171951,"CHGC,SN,SgII"
HGNC:23567,SGTB,Sgt2,HGNC,GENE ID:54557,ENSG00000197860,"FLJ39002,Sgt2"
HGNC:52953,LINC02099,Slt,HGNC,GENE ID:101929450,ENSG00000253490,"AC145110.1,Slt"
HGNC:29158,SBNO2,Sno,HGNC,GENE ID:22904,ENSG00000064932,"FLJ00173,Sno,Stno"
HGNC:22973,SBNO1,Sno,HGNC,GENE ID:55206,ENSG00000139697,"FLJ10701,FLJ10833,MOP3,Sno"
HGNC:18379,SESTD1,Solo,HGNC,GENE ID:91404,ENSG00000187231,"DKFZp434O0515,Solo"
HGNC:11123,SMS,SpS,HGNC,GENE ID:6611,ENSG00000102172,"MRSR,SPMSY,SpS"
HGNC:24054,KNL1,Spc7,HGNC,GENE ID:57082,ENSG00000137812,"AF15Q14,CT29,D40,KIAA1570,PPP1R55,Spc7,hKNL-1,hSpc105"
HGNC:9298,PPP1R9B,Spn,HGNC,GENE ID:84687,ENSG00000108819,"SPINO,Spn"
HGNC:30677,GPKOW,Spp2,HGNC,GENE ID:27238,ENSG00000068394,"GPATC5,GPATCH5,Mos2,Spp2,T54"
HGNC:15608,NOLC1,Srp40,HGNC,GENE ID:9221,ENSG00000166197,"KIAA0035,NOPP130,NOPP140,P130,Srp40"
HGNC:14418,ELOVL1,Ssc1,HGNC,GENE ID:64834,ENSG00000066322,Ssc1
HGNC:19274,TTC5,Strap,HGNC,GENE ID:91875,ENSG00000136319,Strap
HGNC:866,ATP6V0A4,Stv1,HGNC,GENE ID:50617,ENSG00000105929,"RDRTA2,RTADR,Stv1,VPP2,Vph1,a4"
HGNC:865,ATP6V0A1,Stv1,HGNC,GENE ID:535,ENSG00000033627,"Stv1,Vph1,a1"
HGNC:18481,ATP6V0A2,Stv1,HGNC,GENE ID:23545,ENSG00000185344,"ATP6N1D,ATP6a2,J6B7,RTF,Stv1,TJ6,TJ6M,TJ6s,Vph1,a2,a2V"
HGNC:16298,MIDN,Stx,HGNC,GENE ID:90007,ENSG00000167470,Stx
HGNC:2372,MED23,Sur2,HGNC,GENE ID:9439,ENSG00000112282,"CRSP130,DRIP130,Sur2"
HGNC:30832,TRAPPC9,T1,HGNC,GENE ID:83696,ENSG00000167632,"IKBKBBP,KIAA1882,MRT13,NIBP,T1,TRS120"
HGNC:5998,IL1RL1,T1,HGNC,GENE ID:9173,ENSG00000115602,"DER4,FIT-1,IL33R,ST2,ST2L,ST2V,T1"
HGNC:10990,SLC25A4,T1,HGNC,GENE ID:291,ENSG00000151729,"AAC1,T1"
HGNC:1685,CD5,T1,HGNC,GENE ID:921,ENSG00000110448,T1
HGNC:35152,PAPPA-AS1,TAFII105,HGNC,GENE ID:493913,ENSG00000256040,"DIPAS,NCRNA00156,PAPPA-AS,TAF2C2,TAF4B,TAFII105"
HGNC:11538,TAF4B,TAFII105,HGNC,GENE ID:6875,ENSG00000141384,TAFII105
HGNC:29259,TAOK1,TAO1,HGNC,GENE ID:57551,ENSG00000160551,"FLJ14314,KIAA1361,MAP3K16,MARKK,PSK2,TAO1,hKFC-B,hTAOK1"
HGNC:16835,TAOK2,TAO1,HGNC,GENE ID:9344,ENSG00000149930,"KIAA0881,MAP3K17,PSK,PSK-1,PSK1,PSK1-BETA,TAO1,TAO2,Tao2beta,hKFC-C"
HGNC:8071,NXF1,TAP,HGNC,GENE ID:10482,ENSG00000162231,"DKFZp667O0311,Mex67,TAP"
HGNC:10699,SEC14L2,TAP,HGNC,GENE ID:23541,ENSG00000100003,"KIAA1186,KIAA1658,SPF,TAP,TAP1"
HGNC:30904,USO1,TAP,HGNC,GENE ID:8615,ENSG00000138768,"TAP,VDP,p115"
HGNC:3755,FLNB,TAP,HGNC,GENE ID:2317,ENSG00000136068,"ABP-278,FH1,TABP,TAP"
HGNC:6509,LANCL2,TASP,HGNC,GENE ID:55915,ENSG00000132434,TASP
HGNC:14468,SLC26A8,TAT1,HGNC,GENE ID:116369,ENSG00000112053,TAT1
HGNC:17027,SLC16A10,TAT1,HGNC,GENE ID:117247,ENSG00000112394,"MCT10,TAT1"
HGNC:11588,TBP,TBP1,HGNC,GENE ID:6908,ENSG00000112592,"TBP1,TFIID"
HGNC:9549,PSMC3,TBP1,HGNC,GENE ID:5702,ENSG00000165916,"RPT5,TBP-1,TBP1"
HGNC:1357,TCIM,TC1,HGNC,GENE ID:56892,ENSG00000176907,"TC-1,TC1,hTC-1"
HGNC:11652,TCN1,TC1,HGNC,GENE ID:6947,ENSG00000134827,"TC1,TCI"
HGNC:12113,TRAV17,TCRAV17S1,HGNC,GENE ID:28666,ENSG00000211797,"TCRAV17S1,TCRAV3S1"
HGNC:12120,TRAV23DV6,TCRAV17S1,HGNC,GENE ID:28660,ENSG00000211803,"TCRAV17S1,TRAV23/DV6"
HGNC:12142,TRAV41,TCRAV19S1,HGNC,GENE ID:28640,ENSG00000211820,"TCRAV19S1,TCRAV41S1"
HGNC:12115,TRAV19,TCRAV19S1,HGNC,GENE ID:28664,ENSG00000211799,"TCRAV12S1,TCRAV19S1"
HGNC:12122,TRAV25,TCRAV25S1,HGNC,GENE ID:28658,ENSG00000211806,"TCRAV25S1,TCRAV32S1"
HGNC:12134,TRAV35,TCRAV25S1,HGNC,GENE ID:28647,ENSG00000211814,"TCRAV25S1,TCRAV35S1"
HGNC:12130,TRAV31,TCRAV31S1,HGNC,GENE ID:28651,ENSG00000249048,TCRAV31S1
HGNC:12141,TRAV40,TCRAV31S1,HGNC,GENE ID:28641,ENSG00000211819,"TCRAV31S1,TCRAV40S1"
HGNC:12124,TRAV26-2,TCRAV4S1,HGNC,GENE ID:28656,ENSG00000211812,"TCRAV26S2,TCRAV4S1,TRAV262"
HGNC:12140,TRAV4,TCRAV4S1,HGNC,GENE ID:28689,ENSG00000211778,"TCRAV20S1,TCRAV4S1"
HGNC:12184,TRBV12-2,TCRBV12S2,HGNC,GENE ID:28578,ENSG00000211739,"TCRBV12S2,TCRBV8S5P,TRBV122"
HGNC:12177,TRBV10-1,TCRBV12S2,HGNC,GENE ID:28585,ENSG00000211717,"TCRBV10S1,TCRBV12S2,TCRBV12S2A1T,TRBV101"
HGNC:12178,TRBV10-2,TCRBV12S3,HGNC,GENE ID:28584,ENSG00000229769,"TCRBV10S2,TCRBV12S3,TRBV102"
HGNC:12185,TRBV12-3,TCRBV12S3,HGNC,GENE ID:28577,ENSG00000274752,"TCRBV12S3,TCRBV8S1,TRBV123"
HGNC:12230,TRBV6-5,TCRBV13S1,HGNC,GENE ID:28602,ENSG00000211721,"TCRBV13S1,TCRBV6S5,TRBV65"
HGNC:12188,TRBV13,TCRBV13S1,HGNC,GENE ID:28574,ENSG00000276405,"TCRBV13S1,TCRBV23S1A2T"
HGNC:12208,TRBV27,TCRBV14S1,HGNC,GENE ID:28560,ENSG00000211752,"TCRBV14S1,TCRBV27S1"
HGNC:12189,TRBV14,TCRBV14S1,HGNC,GENE ID:28573,ENSG00000275743,"TCRBV14S1,TCRBV16S1A1N1"
HGNC:12203,TRBV24-1,TCRBV15S1,HGNC,GENE ID:28563,ENSG00000211750,"TCRBV15S1,TCRBV24S1,TRBV241"
HGNC:12190,TRBV15,TCRBV15S1,HGNC,GENE ID:28572,ENSG00000276819,"TCRBV15S1,TCRBV24S1A3T"
HGNC:12180,TRBV11-1,TCRBV21S1,HGNC,GENE ID:28582,ENSG00000211720,"TCRBV11S1,TCRBV21S1,TRBV111"
HGNC:12198,TRBV21-1,TCRBV21S1,HGNC,GENE ID:28566,ENSG00000251578,"TCRBV10S1P,TCRBV21S1,TRBV211"
HGNC:12195,TRBV2,TCRBV2S1,HGNC,GENE ID:28620,ENSG00000226660,"TCRBV22S1A2N1T,TCRBV2S1"
HGNC:12196,TRBV20-1,TCRBV2S1,HGNC,GENE ID:28567,ENSG00000211747,"TCRBV20S1,TCRBV2S1,TRBV201"
HGNC:12212,TRBV3-1,TCRBV3S1,HGNC,GENE ID:28619,ENSG00000237702,"TCRBV3S1,TCRBV9S1A1T,TRBV31"
HGNC:12209,TRBV28,TCRBV3S1,HGNC,GENE ID:28559,ENSG00000211753,"TCRBV28S1,TCRBV3S1"
HGNC:25625,OLAH,TE2,HGNC,GENE ID:55301,ENSG00000152463,"FLJ11106,SAST,TE2"
HGNC:18704,NAA10,TE2,HGNC,GENE ID:8260,ENSG00000102030,"DXS707,TE2"
HGNC:18160,ETV7,TEL2,HGNC,GENE ID:51513,ENSG00000010030,"TEL-2,TEL2"
HGNC:29099,TELO2,TEL2,HGNC,GENE ID:9894,ENSG00000100726,"KIAA0683,TEL2,hCLK2"
HGNC:4551,TECR,TER,HGNC,GENE ID:9524,ENSG00000099797,"MRT14,TER"
HGNC:11727,TERC,TER,HGNC,GENE ID:7012,ENSG00000270141,"SCARNA19,TER,TR,TRC3,hTR"
HGNC:12666,VCP,TERA,HGNC,GENE ID:7415,ENSG00000165280,"CDC48,IBMPFD,TERA,p97"
HGNC:30702,SINHCAF,TERA,HGNC,GENE ID:58516,ENSG00000139146,TERA
HGNC:4647,GTF2A2,TFIIA,HGNC,GENE ID:2958,ENSG00000140307,"HsT18745,TFIIA"
HGNC:4646,GTF2A1,TFIIA,HGNC,GENE ID:2957,ENSG00000165417,TFIIA
HGNC:4654,GTF2F2P1,TFIIF,HGNC,GENE ID:2964,ENSG00000251254,TFIIF
HGNC:4652,GTF2F1,TFIIF,HGNC,GENE ID:2962,ENSG00000125651,"BTF4,RAP74,TF2F1,TFIIF"
HGNC:4653,GTF2F2,TFIIF,HGNC,GENE ID:2963,ENSG00000188342,"BTF4,RAP30,TFIIF"
HGNC:4657,GTF2H3,TFIIH,HGNC,GENE ID:2967,ENSG00000111358,"BTF2,P34,TFIIH"
HGNC:21157,GTF2H5,TFIIH,HGNC,GENE ID:404672,ENSG00000272047,"FLJ30544,TFB5,TFIIH,TTD-A,TTDA,bA120J8.2"
HGNC:4656,GTF2H2,TFIIH,HGNC,GENE ID:2966,ENSG00000145736,"BTF2,BTF2P44,T-BTF2P44,TFIIH,p44"
HGNC:4658,GTF2H4,TFIIH,HGNC,GENE ID:2968,ENSG00000213780,"P52,TFB2,TFIIH"
HGNC:4655,GTF2H1,TFIIH,HGNC,GENE ID:2965,ENSG00000110768,"BTF2,P62,TFIIH"
HGNC:11614,TCEA2,TFIIS,HGNC,GENE ID:6919,ENSG00000171703,TFIIS
HGNC:11612,TCEA1,TFIIS,HGNC,GENE ID:6917,ENSG00000187735,"SII,TF2S,TFIIS"
HGNC:23797,QTRT1,TGT,HGNC,GENE ID:81890,ENSG00000213339,TGT
HGNC:12612,USP14,TGT,HGNC,GENE ID:9097,ENSG00000101557,"TGT,Ubp6"
HGNC:9867,RARRES1,TIG1,HGNC,GENE ID:5918,ENSG00000118849,"LXNL,TIG1"
HGNC:9836,GPRC5A,TIG1,HGNC,GENE ID:9052,ENSG00000013588,"PEIG-1,RAIG1,TIG1"
HGNC:10474,RUVBL1,TIH1,HGNC,GENE ID:8607,ENSG00000175792,"ECP54,INO80H,NMP238,Pontin52,RVB1,Rvb1,TIH1,TIP49,TIP49a"
HGNC:8934,PHLDA3,TIH1,HGNC,GENE ID:23612,ENSG00000174307,TIH1
HGNC:11813,TIMELESS,TIM,HGNC,GENE ID:8914,ENSG00000111602,"TIM,TIM1,hTIM"
HGNC:13209,ARHGEF5,TIM,HGNC,GENE ID:7984,ENSG00000050327,"GEF5,P60,TIM,TIM1"
HGNC:17866,HAVCR1,TIM1,HGNC,GENE ID:26762,ENSG00000113249,"CD365,HAVCR,HAVCR-1,KIM1,TIM-1,TIM1,TIMD1"
HGNC:11813,TIMELESS,TIM1,HGNC,GENE ID:8914,ENSG00000111602,"TIM,TIM1,hTIM"
HGNC:13209,ARHGEF5,TIM1,HGNC,GENE ID:7984,ENSG00000050327,"GEF5,P60,TIM,TIM1"
HGNC:30697,ITFG1,TIP,HGNC,GENE ID:81533,ENSG00000129636,"CDA08,LNKN-1,TIP"
HGNC:25856,METTL8,TIP,HGNC,GENE ID:79828,ENSG00000123600,"FLJ13984,TIP"
HGNC:17165,TFIP11,TIP39,HGNC,GENE ID:24144,ENSG00000100109,"DKFZP434B194,Spp382,TIP39"
HGNC:30828,PTH2,TIP39,HGNC,GENE ID:113091,ENSG00000142538,TIP39
HGNC:11589,TBPL1,TLP,HGNC,GENE ID:9519,ENSG00000028839,"STUD,TLF,TLP,TRF2"
HGNC:17751,CRIP3,TLP,HGNC,GENE ID:401262,ENSG00000146215,"TLP,TLP-A,bA480N24.2"
HGNC:16608,PYCARD,TMS-1,HGNC,GENE ID:29108,ENSG00000103490,"ASC,CARD5,TMS-1"
HGNC:11699,SERINC3,TMS-1,HGNC,GENE ID:10955,ENSG00000132824,"AIGP1,DIFF33,SBBI99,TDE,TMS-1"
HGNC:5318,TNC,TN,HGNC,GENE ID:3371,ENSG00000041982,"MGC167029,TN"
HGNC:11891,CLEC3B,TN,HGNC,GENE ID:7123,ENSG00000163815,TN
HGNC:30755,C16orf82,TNT,HGNC,GENE ID:162083,ENSG00000234186,TNT
HGNC:11948,TNNT1,TNT,HGNC,GENE ID:7138,ENSG00000105048,"ANM,FLJ98147,MGC104241,NEM5,STNT,TNT,TNTS"
HGNC:24276,SAMM50,TOB55,HGNC,GENE ID:25813,ENSG00000100347,"CGI-51,OMP85,SAM50,TOB55,TRG-3,YNL026W"
HGNC:6525,LCN1,TP,HGNC,GENE ID:3933,ENSG00000160349,"MGC71975,PMFA,TLC,TP,VEGP"
HGNC:11875,TMPO,TP,HGNC,GENE ID:7112,ENSG00000120802,"LAP2,LEMD4,TP"
HGNC:11730,TERT,TP2,HGNC,GENE ID:7015,ENSG00000164362,"EST2,TCS1,TP2,TRT,hEST2"
HGNC:11952,TNP2,TP2,HGNC,GENE ID:7142,ENSG00000178279,TP2
HGNC:18782,CCDC6,TPC,HGNC,GENE ID:8030,ENSG00000108091,"H4,PTC,PTC1,TPC"
HGNC:14409,SLC25A19,TPC,HGNC,GENE ID:60386,ENSG00000125454,"DNC,MUP1,TPC"
HGNC:10848,SHH,TPT,HGNC,GENE ID:6469,ENSG00000164690,"HHG1,MCOPCB5,SMMCI,TPT,TPTPS"
HGNC:17759,PDSS1,TPT,HGNC,GENE ID:23590,ENSG00000148459,"COQ1,COQ1A,TPT"
HGNC:11727,TERC,TR,HGNC,GENE ID:7012,ENSG00000270141,"SCARNA19,TER,TR,TRC3,hTR"
HGNC:3537,F2R,TR,HGNC,GENE ID:2149,ENSG00000181104,"CF2R,PAR-1,PAR1,TR"
HGNC:18155,TXNRD2,TR,HGNC,GENE ID:10587,ENSG00000184470,"SELZ,TR,TR3,TRXR2,TXNR2"
HGNC:11867,TMEFF2,TR,HGNC,GENE ID:23671,ENSG00000144339,"CT120.2,HPP1,TENB2,TPEF,TR"
HGNC:14448,TAS1R1,TR1,HGNC,GENE ID:80835,ENSG00000173662,"T1R1,TR1"
HGNC:11909,TNFRSF11B,TR1,HGNC,GENE ID:4982,ENSG00000164761,"OCIF,TR1"
HGNC:11912,TNFRSF14,TR2,HGNC,GENE ID:8764,ENSG00000157873,"ATAR,CD270,HVEA,HVEM,LIGHTR,TR2"
HGNC:14905,TAS1R2,TR2,HGNC,GENE ID:80834,ENSG00000179002,"T1R2,TR2"
