name	nomenclature	concept_id	gene_claim_name	source_db_name	source_db_version
VDR	Gene Name	hgnc:12679	VDR	DrugBank	5.1.9
HOXA10	Gene Name	hgnc:5100	HOXA10	DrugBank	5.1.9
BLVRB	Gene Name	hgnc:1063	BLVRB	DrugBank	5.1.9
B4GALT1	Gene Name	hgnc:924	B4GALT1	DrugBank	5.1.9
B4GALT4	Gene Name	hgnc:927	B4GALT4	DrugBank	5.1.9
RENBP	Gene Name	hgnc:9959	RENBP	DrugBank	5.1.9
GRIK4	Gene Name	hgnc:4582	GRIK4	DrugBank	5.1.9
GRIK5	Gene Name	hgnc:4583	GRIK5	DrugBank	5.1.9
GRM7	Gene Name	hgnc:4599	GRM7	DrugBank	5.1.9
OPLAH	Gene Name	hgnc:8149	OPLAH	DrugBank	5.1.9
PFAS	Gene Name	hgnc:8863	PFAS	DrugBank	5.1.9
GRIN2D	Gene Name	hgnc:4588	GRIN2D	DrugBank	5.1.9
EPRS	Gene Name	hgnc:3418	EPRS1	DrugBank	5.1.9
SLC1A3	Gene Name	hgnc:10941	SLC1A3	DrugBank	5.1.9
SLC1A2	Gene Name	hgnc:10940	SLC1A2	DrugBank	5.1.9
SLC1A6	Gene Name	hgnc:10944	SLC1A6	DrugBank	5.1.9
GRIN1	Gene Name	hgnc:4584	GRIN1	DrugBank	5.1.9
ENPEP	Gene Name	hgnc:3355	ENPEP	DrugBank	5.1.9
EARS2	Gene Name	hgnc:29419	EARS2	DrugBank	5.1.9
NADSYN1	Gene Name	hgnc:29832	NADSYN1	DrugBank	5.1.9
NAGS	Gene Name	hgnc:17996	NAGS	DrugBank	5.1.9
GRIN3A	Gene Name	hgnc:16767	GRIN3A	DrugBank	5.1.9
GLS2	Gene Name	hgnc:29570	GLS2	DrugBank	5.1.9
CPQ	Gene Name	hgnc:16910	CPQ	DrugBank	5.1.9
GLUD1	Gene Name	hgnc:4335	GLUD1	DrugBank	5.1.9
SUCNR1	Gene Name	hgnc:4542	SUCNR1	DrugBank	5.1.9
NAGPA	Gene Name	hgnc:17378	NAGPA	DrugBank	5.1.9
NAGLU	Gene Name	hgnc:7632	NAGLU	DrugBank	5.1.9
GRM1	Gene Name	hgnc:4593	GRM1	DrugBank	5.1.9
GRM8	Gene Name	hgnc:4600	GRM8	DrugBank	5.1.9
GLUD2	Gene Name	hgnc:4336	GLUD2	DrugBank	5.1.9
GMPS	Gene Name	hgnc:4378	GMPS	DrugBank	5.1.9
GRIN2B	Gene Name	hgnc:4586	GRIN2B	DrugBank	5.1.9
GRIN2C	Gene Name	hgnc:4587	GRIN2C	DrugBank	5.1.9
DNPEP	Gene Name	hgnc:2981	DNPEP	DrugBank	5.1.9
BEX2	Gene Symbol	hgnc:30933	BEX2	Ensembl	109
GRIA3	Gene Name	hgnc:4573	GRIA3	DrugBank	5.1.9
GRIA4	Gene Name	hgnc:4574	GRIA4	DrugBank	5.1.9
ALDH18A1	Gene Name	hgnc:9722	ALDH18A1	DrugBank	5.1.9
GPX8	Gene Name	hgnc:33100	GPX8	DrugBank	5.1.9
GSS	Gene Name	hgnc:4624	GSS	DrugBank	5.1.9
GSTK1	Gene Name	hgnc:16906	GSTK1	DrugBank	5.1.9
GSTA3	Gene Name	hgnc:4628	GSTA3	DrugBank	5.1.9
GSTP1	Gene Name	hgnc:4638	GSTP1	DrugBank	5.1.9
GCLM	Gene Name	hgnc:4312	GCLM	DrugBank	5.1.9
GRIA2	Gene Name	hgnc:4572	GRIA2	DrugBank	5.1.9
AKR1B1	Gene Name	hgnc:381	AKR1B1	DrugBank	5.1.9
CYP3A4	Gene Name	hgnc:2637	CYP3A4	DrugBank	5.1.9
GSR	Gene Name	hgnc:4623	GSR	DrugBank	5.1.9
GSTM1	Gene Name	hgnc:4632	GSTM1	DrugBank	5.1.9
GSTA4	Gene Name	hgnc:4629	GSTA4	DrugBank	5.1.9
GSTM4	Gene Name	hgnc:4636	GSTM4	DrugBank	5.1.9
GPX1	Gene Name	hgnc:4553	GPX1	DrugBank	5.1.9
GPX2	Gene Name	hgnc:4554	GPX2	DrugBank	5.1.9
GSTZ1	Gene Name	hgnc:4643	GSTZ1	DrugBank	5.1.9
GPX5	Gene Name	hgnc:4557	GPX5	DrugBank	5.1.9
GLO1	Gene Name	hgnc:4323	GLO1	DrugBank	5.1.9
MGST3	Gene Name	hgnc:7064	MGST3	DrugBank	5.1.9
GSTA2	Gene Name	hgnc:4627	GSTA2	DrugBank	5.1.9
HAGH	Gene Name	hgnc:4805	HAGH	DrugBank	5.1.9
MGST2	Gene Name	hgnc:7063	MGST2	DrugBank	5.1.9
SCARB1	Gene Name	hgnc:1664	SCARB1	DrugBank	5.1.9
PRKCA	Gene Name	hgnc:9393	PRKCA	DrugBank	5.1.9
PTDSS1	Gene Name	hgnc:9587	PTDSS1	DrugBank	5.1.9
DGKD	Gene Name	hgnc:2851	DGKD	DrugBank	5.1.9
SMPD3	Gene Name	hgnc:14240	SMPD3	DrugBank	5.1.9
ATP8A1	Gene Name	hgnc:13531	ATP8A1	DrugBank	5.1.9
GPR18	Gene Name	hgnc:4472	GPR18	DrugBank	5.1.9
GLYATL2	Gene Name	hgnc:24178	GLYATL2	DrugBank	5.1.9
PIPOX	Gene Name	hgnc:17804	PIPOX	DrugBank	5.1.9
GSTO1	Gene Name	hgnc:13312	GSTO1	DrugBank	5.1.9
GPX3	Gene Name	hgnc:4555	GPX3	DrugBank	5.1.9
GSTA1	Gene Name	hgnc:4626	GSTA1	DrugBank	5.1.9
MGST1	Gene Name	hgnc:7061	MGST1	DrugBank	5.1.9
ESD	Gene Name	hgnc:3465	ESD	DrugBank	5.1.9
GGT1	Gene Name	hgnc:4250	GGT1	DrugBank	5.1.9
GLRX	Gene Name	hgnc:4330	GLRX	DrugBank	5.1.9
GPX4	Gene Name	hgnc:4556	GPX4	DrugBank	5.1.9
GSTM5	Gene Name	hgnc:4637	GSTM5	DrugBank	5.1.9
GSTO2	Gene Name	hgnc:23064	GSTO2	DrugBank	5.1.9
GLRX2	Gene Name	hgnc:16065	GLRX2	DrugBank	5.1.9
PISD	Gene Name	hgnc:8999	PISD	DrugBank	5.1.9
SMPD4	Gene Name	hgnc:32949	SMPD4	DrugBank	5.1.9
BAAT	Gene Name	hgnc:932	BAAT	DrugBank	5.1.9
GLYAT	Gene Name	hgnc:13734	GLYAT	DrugBank	5.1.9
BEX2	Gene Symbol	hgnc:30933	BEX2	NCBI	20230501
GLRB	Gene Name	hgnc:4329	GLRB	DrugBank	5.1.9
TRPS	Gene Name	NULL	NULL	DrugBank	5.1.9
GLRA2	Gene Name	hgnc:4327	GLRA2	DrugBank	5.1.9
CKM	Gene Name	hgnc:1994	CKM	DrugBank	5.1.9
BLA	Gene Name	NULL	NULL	DrugBank	5.1.9
CKMT2	Gene Name	hgnc:1996	CKMT2	DrugBank	5.1.9
GAMT	Gene Name	hgnc:4136	GAMT	DrugBank	5.1.9
PDXK	Gene Name	hgnc:8819	PDXK	DrugBank	5.1.9
CKMT1A	Gene Name	hgnc:31736	CKMT1A	DrugBank	5.1.9
SLC6A8	Gene Name	hgnc:11055	SLC6A8	DrugBank	5.1.9
LARS2	Gene Name	hgnc:17095	LARS2	DrugBank	5.1.9
PTGS2	Gene Name	hgnc:9605	PTGS2	DrugBank	5.1.9
PTGS1	Gene Name	hgnc:9604	PTGS1	DrugBank	5.1.9
PADI1	Gene Name	hgnc:18367	PADI1	DrugBank	5.1.9
TARS2	Gene Name	hgnc:30740	TARS2	DrugBank	5.1.9
UGDH	Gene Name	hgnc:12525	UGDH	DrugBank	5.1.9
SORD	Gene Name	hgnc:11184	SORD	DrugBank	5.1.9
MDH2	Gene Name	hgnc:6971	MDH2	DrugBank	5.1.9
LDHC	Gene Name	hgnc:6544	LDHC	DrugBank	5.1.9
LDHB	Gene Name	hgnc:6541	LDHB	DrugBank	5.1.9
EHHADH	Gene Name	hgnc:3247	EHHADH	DrugBank	5.1.9
ME3	Gene Name	hgnc:6985	ME3	DrugBank	5.1.9
HIBADH	Gene Name	hgnc:4907	HIBADH	DrugBank	5.1.9
HMGCR	Gene Name	hgnc:5006	HMGCR	DrugBank	5.1.9
LCMT2	Gene Name	hgnc:17558	LCMT2	DrugBank	5.1.9
LCMT1	Gene Name	hgnc:17557	LCMT1	DrugBank	5.1.9
WARS	Gene Name	hgnc:12729	WARS1	DrugBank	5.1.9
WARS2	Gene Name	hgnc:12730	WARS2	DrugBank	5.1.9
MGMT	Gene Name	hgnc:7059	MGMT	DrugBank	5.1.9
CDO1	Gene Name	hgnc:1795	CDO1	DrugBank	5.1.9
TPK1	Gene Name	hgnc:17358	TPK1	DrugBank	5.1.9
CACNA1I	Gene Name	hgnc:1396	CACNA1I	DrugBank	5.1.9
DDAH1	Gene Name	hgnc:2715	DDAH1	DrugBank	5.1.9
NOS1	Gene Name	hgnc:7872	NOS1	DrugBank	5.1.9
PADI4	Gene Name	hgnc:18368	PADI4	DrugBank	5.1.9
PADI3	Gene Name	hgnc:18337	PADI3	DrugBank	5.1.9
PADI2	Gene Name	hgnc:18341	PADI2	DrugBank	5.1.9
ADH1A	Gene Name	hgnc:249	ADH1A	DrugBank	5.1.9
ADH4	Gene Name	hgnc:252	ADH4	DrugBank	5.1.9
ADH1B	Gene Name	hgnc:250	ADH1B	DrugBank	5.1.9
ADH7	Gene Name	hgnc:256	ADH7	DrugBank	5.1.9
GPD1	Gene Name	hgnc:4455	GPD1	DrugBank	5.1.9
HSD17B10	Gene Name	hgnc:4800	HSD17B10	DrugBank	5.1.9
LDHA	Gene Name	hgnc:6535	LDHA	DrugBank	5.1.9
ME2	Gene Name	hgnc:6984	ME2	DrugBank	5.1.9
LDHAL6B	Gene Name	hgnc:21481	LDHAL6B	DrugBank	5.1.9
BDH1	Gene Name	hgnc:1027	BDH1	DrugBank	5.1.9
MDH1	Gene Name	hgnc:6970	MDH1	DrugBank	5.1.9
ME1	Gene Name	hgnc:6983	ME1	DrugBank	5.1.9
PHGDH	Gene Name	hgnc:8923	PHGDH	DrugBank	5.1.9
LHFPL6	Gene Symbol	hgnc:6586	LHFPL6	NCBI	20230501
HSD17B8	Gene Name	hgnc:3554	HSD17B8	DrugBank	5.1.9
AKR1C3	Gene Name	hgnc:386	AKR1C3	DrugBank	5.1.9
HPGD	Gene Name	hgnc:5154	HPGD	DrugBank	5.1.9
TSTA3	Gene Name	hgnc:12390	GFUS	DrugBank	5.1.9
HSD3B2	Gene Name	hgnc:5218	HSD3B2	DrugBank	5.1.9
HSD3B1	Gene Name	hgnc:5217	HSD3B1	DrugBank	5.1.9
HADHA	Gene Name	hgnc:4801	HADHA	DrugBank	5.1.9
IDH3B	Gene Name	hgnc:5385	IDH3B	DrugBank	5.1.9
IDH3A	Gene Name	hgnc:5384	IDH3A	DrugBank	5.1.9
HSD17B1	Gene Name	hgnc:5210	HSD17B1	DrugBank	5.1.9
H6PD	Gene Name	hgnc:4795	H6PD	DrugBank	5.1.9
AKR1C4	Gene Name	hgnc:387	AKR1C4	DrugBank	5.1.9
IMPDH2	Gene Name	hgnc:6053	IMPDH2	DrugBank	5.1.9
IMPDH1	Gene Name	hgnc:6052	IMPDH1	DrugBank	5.1.9
ALDH2	Gene Name	hgnc:404	ALDH2	DrugBank	5.1.9
HSD11B2	Gene Name	hgnc:5209	HSD11B2	DrugBank	5.1.9
ALDH3B2	Gene Name	hgnc:411	ALDH3B2	DrugBank	5.1.9
ALDH6A1	Gene Name	hgnc:7179	ALDH6A1	DrugBank	5.1.9
ALDH3B1	Gene Name	hgnc:410	ALDH3B1	DrugBank	5.1.9
ALDH3A2	Gene Name	hgnc:403	ALDH3A2	DrugBank	5.1.9
PYCR2	Gene Name	hgnc:30262	PYCR2	DrugBank	5.1.9
PYCR1	Gene Name	hgnc:9721	PYCR1	DrugBank	5.1.9
ACADS	Gene Name	hgnc:90	ACADS	DrugBank	5.1.9
NQO2	Gene Name	hgnc:7856	NQO2	DrugBank	5.1.9
MT-ND2	Gene Name	hgnc:7456	MT-ND2	DrugBank	5.1.9
NDUFS7	Gene Name	hgnc:7714	NDUFS7	DrugBank	5.1.9
MT-ND4	Gene Name	hgnc:7459	MT-ND4	DrugBank	5.1.9
NDUFA9	Gene Name	hgnc:7693	NDUFA9	DrugBank	5.1.9
MT-ND6	Gene Name	hgnc:7462	MT-ND6	DrugBank	5.1.9
MT-ND5	Gene Name	hgnc:7461	MT-ND5	DrugBank	5.1.9
ALDH1A3	Gene Name	hgnc:409	ALDH1A3	DrugBank	5.1.9
ALDH3A1	Gene Name	hgnc:405	ALDH3A1	DrugBank	5.1.9
ALDH1A1	Gene Name	hgnc:402	ALDH1A1	DrugBank	5.1.9
GAPDHS	Gene Name	hgnc:24864	GAPDHS	DrugBank	5.1.9
ALDH1B1	Gene Name	hgnc:407	ALDH1B1	DrugBank	5.1.9
ALDH1A2	Gene Name	hgnc:15472	ALDH1A2	DrugBank	5.1.9
PDHA1	Gene Name	hgnc:8806	PDHA1	DrugBank	5.1.9
BLVRA	Gene Name	hgnc:1062	BLVRA	DrugBank	5.1.9
DHFR	Gene Name	hgnc:2861	DHFR	DrugBank	5.1.9
OGDH	Gene Name	hgnc:8124	OGDH	DrugBank	5.1.9
ALDH4A1	Gene Name	hgnc:406	ALDH4A1	DrugBank	5.1.9
CYB5R3	Gene Name	hgnc:2873	CYB5R3	DrugBank	5.1.9
NDUFA11	Gene Name	hgnc:20371	NDUFA11	DrugBank	5.1.9
MT-ND1	Gene Name	hgnc:7455	MT-ND1	DrugBank	5.1.9
NNT	Gene Name	hgnc:7863	NNT	DrugBank	5.1.9
NDUFA5	Gene Name	hgnc:7688	NDUFA5	DrugBank	5.1.9
NDUFA7	Gene Name	hgnc:7691	NDUFA7	DrugBank	5.1.9
NDUFA1	Gene Name	hgnc:7683	NDUFA1	DrugBank	5.1.9
MRGBP	Gene Symbol	hgnc:15866	MRGBP	HGNC	20230501
NDUFA2	Gene Name	hgnc:7685	NDUFA2	DrugBank	5.1.9
NDUFA8	Gene Name	hgnc:7692	NDUFA8	DrugBank	5.1.9
NDUFB4	Gene Name	hgnc:7699	NDUFB4	DrugBank	5.1.9
NDUFB3	Gene Name	hgnc:7698	NDUFB3	DrugBank	5.1.9
NDUFB7	Gene Name	hgnc:7702	NDUFB7	DrugBank	5.1.9
NDUFB9	Gene Name	hgnc:7704	NDUFB9	DrugBank	5.1.9
NDUFS2	Gene Name	hgnc:7708	NDUFS2	DrugBank	5.1.9
NDUFB5	Gene Name	hgnc:7700	NDUFB5	DrugBank	5.1.9
DLD	Gene Name	hgnc:2898	DLD	DrugBank	5.1.9
NDUFA3	Gene Name	hgnc:7686	NDUFA3	DrugBank	5.1.9
NDUFB8	Gene Name	hgnc:7703	NDUFB8	DrugBank	5.1.9
NDUFC2	Gene Name	hgnc:7706	NDUFC2	DrugBank	5.1.9
NDUFS1	Gene Name	hgnc:7707	NDUFS1	DrugBank	5.1.9
NDUFB10	Gene Name	hgnc:7696	NDUFB10	DrugBank	5.1.9
NDUFC1	Gene Name	hgnc:7705	NDUFC1	DrugBank	5.1.9
NDUFS3	Gene Name	hgnc:7710	NDUFS3	DrugBank	5.1.9
NDUFA12	Gene Name	hgnc:23987	NDUFA12	DrugBank	5.1.9
NDUFS5	Gene Name	hgnc:7712	NDUFS5	DrugBank	5.1.9
NDUFV1	Gene Name	hgnc:7716	NDUFV1	DrugBank	5.1.9
NDUFS6	Gene Name	hgnc:7713	NDUFS6	DrugBank	5.1.9
NDUFS8	Gene Name	hgnc:7715	NDUFS8	DrugBank	5.1.9
HMOX2	Gene Name	hgnc:5014	HMOX2	DrugBank	5.1.9
CYP17A1	Gene Name	hgnc:2593	CYP17A1	DrugBank	5.1.9
TYR	Gene Name	hgnc:12442	TYR	DrugBank	5.1.9
FOLR1	Gene Name	hgnc:3791	FOLR1	DrugBank	5.1.9
FFAR1	Gene Name	hgnc:4498	FFAR1	DrugBank	5.1.9
FABP7	Gene Name	hgnc:3562	FABP7	DrugBank	5.1.9
AARS	Gene Name	hgnc:20	AARS1	DrugBank	5.1.9
VARS	Gene Name	hgnc:12651	VARS1	DrugBank	5.1.9
RDH12	Gene Name	hgnc:19977	RDH12	DrugBank	5.1.9
LRAT	Gene Name	hgnc:6685	LRAT	DrugBank	5.1.9
RETSAT	Gene Name	hgnc:25991	RETSAT	DrugBank	5.1.9
RDH11	Gene Name	hgnc:17964	RDH11	DrugBank	5.1.9
DHRS4	Gene Name	hgnc:16985	DHRS4	DrugBank	5.1.9
RDH8	Gene Name	hgnc:14423	RDH8	DrugBank	5.1.9
SEC14L4	Gene Name	hgnc:20627	SEC14L4	DrugBank	5.1.9
SEC14L3	Gene Name	hgnc:18655	SEC14L3	DrugBank	5.1.9
NDUFV2	Gene Name	hgnc:7717	NDUFV2	DrugBank	5.1.9
NDUFA13	Gene Name	hgnc:17194	NDUFA13	DrugBank	5.1.9
CYP4A11	Gene Name	hgnc:2642	CYP4A11	DrugBank	5.1.9
DLAT	Gene Name	hgnc:2896	DLAT	DrugBank	5.1.9
MSMO1	Gene Name	hgnc:10545	MSMO1	DrugBank	5.1.9
ACSL4	Gene Name	hgnc:3571	ACSL4	DrugBank	5.1.9
ALOX5	Gene Name	hgnc:435	ALOX5	DrugBank	5.1.9
SLC36A1	Gene Name	hgnc:18761	SLC36A1	DrugBank	5.1.9
APOD	Gene Name	hgnc:612	APOD	DrugBank	5.1.9
PTGDS	Gene Name	hgnc:9592	PTGDS	DrugBank	5.1.9
RDH13	Gene Name	hgnc:19978	RDH13	DrugBank	5.1.9
NR1I2	Gene Name	hgnc:7968	NR1I2	DrugBank	5.1.9
LIPT1	Gene Name	hgnc:29569	LIPT1	DrugBank	5.1.9
SLC5A6	Gene Name	hgnc:11041	SLC5A6	DrugBank	5.1.9
ACADSB	Gene Name	hgnc:91	ACADSB	DrugBank	5.1.9
BGLAP	Gene Name	hgnc:1043	BGLAP	DrugBank	5.1.9
PIK3CA	Gene Name	hgnc:8975	PIK3CA	DrugBank	5.1.9
P2RY11	Gene Name	hgnc:8540	P2RY11	DrugBank	5.1.9
ABCA1	Gene Name	hgnc:29	ABCA1	DrugBank	5.1.9
ACVRL1	Gene Name	hgnc:175	ACVRL1	DrugBank	5.1.9
DGKA	Gene Name	hgnc:2849	DGKA	DrugBank	5.1.9
PPP2CB	Gene Name	hgnc:9300	PPP2CB	DrugBank	5.1.9
LIAS	Gene Name	hgnc:16429	LIAS	DrugBank	5.1.9
TAS1R3	Gene Name	hgnc:15661	TAS1R3	DrugBank	5.1.9
TAS1R2	Gene Name	hgnc:14905	TAS1R2	DrugBank	5.1.9
VKORC1	Gene Name	hgnc:23663	VKORC1	DrugBank	5.1.9
PROC	Gene Name	hgnc:9451	PROC	DrugBank	5.1.9
NQO1	Gene Name	hgnc:2874	NQO1	DrugBank	5.1.9
ABCC6	Gene Name	hgnc:57	ABCC6	DrugBank	5.1.9
ABCC1	Gene Name	hgnc:51	ABCC1	DrugBank	5.1.9
CFTR	Gene Name	hgnc:1884	CFTR	DrugBank	5.1.9
CSNK2A1	Gene Name	hgnc:2457	CSNK2A1	DrugBank	5.1.9
CSNK2B	Gene Name	hgnc:2460	CSNK2B	DrugBank	5.1.9
ABL2	Gene Name	hgnc:77	ABL2	DrugBank	5.1.9
ALK	Gene Name	hgnc:427	ALK	DrugBank	5.1.9
NAE1	Gene Name	hgnc:621	NAE1	DrugBank	5.1.9
APAF1	Gene Name	hgnc:576	APAF1	DrugBank	5.1.9
ACVR1B	Gene Name	hgnc:172	ACVR1B	DrugBank	5.1.9
CDK15	Gene Name	hgnc:14434	CDK15	DrugBank	5.1.9
AFG3L2	Gene Name	hgnc:315	AFG3L2	DrugBank	5.1.9
ABL1	Gene Name	hgnc:76	ABL1	DrugBank	5.1.9
ABCB1	Gene Name	hgnc:40	ABCB1	DrugBank	5.1.9
P4HA2	Gene Name	hgnc:8547	P4HA2	DrugBank	5.1.9
PPIG	Gene Name	hgnc:14650	PPIG	DrugBank	5.1.9
P5CR2	Gene Name	hgnc:30262	PYCR2	DrugBank	5.1.9
PARS2	Gene Name	hgnc:30563	PARS2	DrugBank	5.1.9
NT5C2	Gene Name	hgnc:8022	NT5C2	DrugBank	5.1.9
ASNA1	Gene Name	hgnc:752	GET3	DrugBank	5.1.9
AKT1	Gene Name	hgnc:391	AKT1	DrugBank	5.1.9
ACSS1	Gene Name	hgnc:16091	ACSS1	DrugBank	5.1.9
ACVR1	Gene Name	hgnc:171	ACVR1	DrugBank	5.1.9
ABCB11	Gene Name	hgnc:42	ABCB11	DrugBank	5.1.9
ADRBK2	Gene Name	hgnc:290	GRK3	DrugBank	5.1.9
AMHR2	Gene Name	hgnc:465	AMHR2	DrugBank	5.1.9
TNK2	Gene Name	hgnc:19297	TNK2	DrugBank	5.1.9
ABCC2	Gene Name	hgnc:53	ABCC2	DrugBank	5.1.9
SLC6A14	Gene Name	hgnc:11047	SLC6A14	DrugBank	5.1.9
PRODH	Gene Name	hgnc:9453	PRODH	DrugBank	5.1.9
PPIB	Gene Name	hgnc:9255	PPIB	DrugBank	5.1.9
PPIC	Gene Name	hgnc:9256	PPIC	DrugBank	5.1.9
PYCRL	Gene Name	hgnc:25846	PYCR3	DrugBank	5.1.9
LHFPL6	Gene Symbol	hgnc:6586	LHFPL6	HumanProteinAtlas	19.3
SRPK2	Gene Name	hgnc:11306	SRPK2	DrugBank	5.1.9
COBT	Gene Name	NULL	NULL	DrugBank	5.1.9
MTNN	Gene Name	NULL	NULL	DrugBank	5.1.9
MUTY	Gene Name	NULL	NULL	DrugBank	5.1.9
MRGBP	Gene Symbol	hgnc:15866	MRGBP	Ensembl	109
RUVB	Gene Name	NULL	NULL	DrugBank	5.1.9
NARS2	Gene Name	hgnc:26274	NARS2	DrugBank	5.1.9
SHBG	Gene Name	hgnc:10839	SHBG	DrugBank	5.1.9
TRPM7	Gene Name	hgnc:17994	TRPM7	DrugBank	5.1.9
NR3C1	Gene Name	hgnc:7978	NR3C1	DrugBank	5.1.9
CXCR4	Gene Name	hgnc:2561	CXCR4	DrugBank	5.1.9
CARTPT	Gene Name	hgnc:24323	CARTPT	DrugBank	5.1.9
ADRA2C	Gene Name	hgnc:283	ADRA2C	DrugBank	5.1.9
ACP1	Gene Name	hgnc:122	ACP1	DrugBank	5.1.9
PECR	Gene Name	hgnc:18281	PECR	DrugBank	5.1.9
SLC38A4	Gene Name	hgnc:14679	SLC38A4	DrugBank	5.1.9
NARS	Gene Name	hgnc:7643	NARS1	DrugBank	5.1.9
SLC6A4	Gene Name	hgnc:11050	SLC6A4	DrugBank	5.1.9
KCNH2	Gene Name	hgnc:6251	KCNH2	DrugBank	5.1.9
ACE	Gene Name	hgnc:2707	ACE	DrugBank	5.1.9
BDKRB1	Gene Name	hgnc:1029	BDKRB1	DrugBank	5.1.9
GABBR2	Gene Name	hgnc:4507	GABBR2	DrugBank	5.1.9
NTPK	Gene Name	NULL	NULL	DrugBank	5.1.9
GABBR1	Gene Name	hgnc:4070	GABBR1	DrugBank	5.1.9
TAAR1	Gene Name	hgnc:17734	TAAR1	DrugBank	5.1.9
MAOB	Gene Name	hgnc:6834	MAOB	DrugBank	5.1.9
VMAT2	Gene Name	hgnc:10935	SLC18A2	DrugBank	5.1.9
ADRB3	Gene Name	hgnc:288	ADRB3	DrugBank	5.1.9
CHRNA2	Gene Name	hgnc:1956	CHRNA2	DrugBank	5.1.9
CHRNA5	Gene Name	hgnc:1959	CHRNA5	DrugBank	5.1.9
CHRNA9	Gene Name	hgnc:14079	CHRNA9	DrugBank	5.1.9
CHRNB4	Gene Name	hgnc:1964	CHRNB4	DrugBank	5.1.9
CHRM1	Gene Name	hgnc:1950	CHRM1	DrugBank	5.1.9
GABRG3	Gene Name	hgnc:4088	GABRG3	DrugBank	5.1.9
SCN2A	Gene Name	hgnc:10588	SCN2A	DrugBank	5.1.9
ADORA1	Gene Name	hgnc:262	ADORA1	DrugBank	5.1.9
TACR1	Gene Name	hgnc:11526	TACR1	DrugBank	5.1.9
DRD2	Gene Name	hgnc:3023	DRD2	DrugBank	5.1.9
CHRNA4	Gene Name	hgnc:1958	CHRNA4	DrugBank	5.1.9
CHRNB2	Gene Name	hgnc:1962	CHRNB2	DrugBank	5.1.9
CHRNA3	Gene Name	hgnc:1957	CHRNA3	DrugBank	5.1.9
CHRNB3	Gene Name	hgnc:1963	CHRNB3	DrugBank	5.1.9
CYP19A1	Gene Name	hgnc:2594	CYP19A1	DrugBank	5.1.9
CHAT	Gene Name	hgnc:1912	CHAT	DrugBank	5.1.9
CHRM3	Gene Name	hgnc:1952	CHRM3	DrugBank	5.1.9
PSMB5	Gene Name	hgnc:9542	PSMB5	DrugBank	5.1.9
PSMB1	Gene Name	hgnc:9537	PSMB1	DrugBank	5.1.9
MAOA	Gene Name	hgnc:6833	MAOA	DrugBank	5.1.9
OPRM1	Gene Name	hgnc:8156	OPRM1	DrugBank	5.1.9
HTR2C	Gene Name	hgnc:5295	HTR2C	DrugBank	5.1.9
OPRK1	Gene Name	hgnc:8154	OPRK1	DrugBank	5.1.9
ERG11	Gene Name	NULL	NULL	DrugBank	5.1.9
ESRRG	Gene Name	hgnc:3474	ESRRG	DrugBank	5.1.9
ESRRA	Gene Name	hgnc:3471	ESRRA	DrugBank	5.1.9
MLNR	Gene Name	hgnc:4495	MLNR	DrugBank	5.1.9
ADORA2A	Gene Name	hgnc:263	ADORA2A	DrugBank	5.1.9
ADORA2B	Gene Name	hgnc:264	ADORA2B	DrugBank	5.1.9
PDE5A	Gene Name	hgnc:8784	PDE5A	DrugBank	5.1.9
GYRA	Gene Name	NULL	NULL	DrugBank	5.1.9
PDE6B	Gene Name	hgnc:8786	PDE6B	DrugBank	5.1.9
HIV-1 PROTEASE	Gene Name	NULL	NULL	DrugBank	5.1.9
PBPA	Gene Name	NULL	NULL	DrugBank	5.1.9
PRKDC	Gene Name	hgnc:9413	PRKDC	DrugBank	5.1.9
NA	Gene Name	hgnc:12811	XK	DrugBank	5.1.9
TCN1	Gene Name	hgnc:11652	TCN1	DrugBank	5.1.9
AMN	Gene Name	hgnc:14604	AMN	DrugBank	5.1.9
CUBN	Gene Name	hgnc:2548	CUBN	DrugBank	5.1.9
PIK3CD	Gene Name	hgnc:8977	PIK3CD	DrugBank	5.1.9
PIK3CB	Gene Name	hgnc:8976	PIK3CB	DrugBank	5.1.9
ITPR3	Gene Name	hgnc:6182	ITPR3	DrugBank	5.1.9
PDE6G	Gene Name	hgnc:8789	PDE6G	DrugBank	5.1.9
KCNK2	Gene Name	hgnc:6277	KCNK2	DrugBank	5.1.9
KCNJ12	Gene Name	hgnc:6258	KCNJ12	DrugBank	5.1.9
SLC18A1	Gene Name	hgnc:10934	SLC18A1	DrugBank	5.1.9
RXRB	Gene Name	hgnc:10478	RXRB	DrugBank	5.1.9
NDX4	Gene Name	NULL	NULL	DrugBank	5.1.9
RXRG	Gene Name	hgnc:10479	RXRG	DrugBank	5.1.9
RARA	Gene Name	hgnc:9864	RARA	DrugBank	5.1.9
SLC12A2	Gene Name	hgnc:10911	SLC12A2	DrugBank	5.1.9
SLC12A1	Gene Name	hgnc:10910	SLC12A1	DrugBank	5.1.9
HTR1B	Gene Name	hgnc:5287	HTR1B	DrugBank	5.1.9
HTR1F	Gene Name	hgnc:5292	HTR1F	DrugBank	5.1.9
PARC	Gene Name	hgnc:10616	CCL18	DrugBank	5.1.9
TOP2A	Gene Name	hgnc:11989	TOP2A	DrugBank	5.1.9
POL	Gene Name	hgnc:39043	ERVW-4	DrugBank	5.1.9
KCNAB2	Gene Name	hgnc:6229	KCNAB2	DrugBank	5.1.9
