ENSG_ID,gene_symbol,HGNC_ID,NCBI_ID,alias_symbol
ENSG00000164136,IL15,5977,3600,"IL-15, MGC9721"
ENSG00000164142,FHIP1A,34237,729830,"FAM160A1, FHIP-L, FLJ43373"
ENSG00000164144,ARFIP1,21496,27236,HSU52521
ENSG00000164151,ICE1,29154,23379,KIAA0947
ENSG00000164161,HHIP,14866,64399,"FLJ20992, HIP"
ENSG00000164162,ANAPC10,24077,10393,"APC10, DKFZP564L0562, DOC1"
ENSG00000164163,ABCE1,69,6059,"OABP, RLI, RLI1, RNASEL1, RNASELI, RNS4I"
ENSG00000164164,OTUD4,24949,54726,"DUBA6, HSHIN1, KIAA1046"
ENSG00000164167,LSM6,17017,11157,YDR378C
ENSG00000164168,TMEM184C,25587,55751,"FLJ10846, SLC51C3, TMEM34"
ENSG00000164169,PRMT9,25099,90826,"FLJ46629, PRMT10"
ENSG00000164171,ITGA2,6137,3673,"CD49B, GPIA, HPA-5, VLAA2"
ENSG00000164172,MOCS2,7193,4338,"MOCO1, MOCS2A, MOCS2B"
ENSG00000164175,SLC45A2,16472,51151,"AIM-1, MATP, OCA4"
ENSG00000164176,EDIL3,3173,10085,DEL1
ENSG00000164180,TMEM161B,28483,153396,MGC33214
ENSG00000164181,ELOVL7,26292,79993,FLJ23563
ENSG00000164182,NDUFAF2,28086,91942,"B17.2L, MIMITIN, MMTN, NDUFA12L"
ENSG00000164185,ZNF474,23245,133923,"4933409D10RIK, FLJ32921"
ENSG00000164187,LMBRD2,25287,92255,DKFZP434H2226
ENSG00000164188,RANBP3L,26353,202151,FLJ25422
ENSG00000164190,NIPBL,28862,25836,"DKFZP434L1319, FLJ11203, FLJ12597, FLJ13354, FLJ13648, IDN3, SCC2"
ENSG00000164197,RNF180,27752,285671,
ENSG00000164199,ADGRV1,17416,84059,"DKFZP761P0710, FEB4, GPR98, KIAA0686, MASS1, USH2C, VLGR1"
ENSG00000164209,SLC25A46,25198,91137,
ENSG00000164211,STARD4,18058,134429,
ENSG00000164219,PGGT1B,8895,5229,"BGGI, GGTI"
ENSG00000164220,F2RL2,3539,2151,PAR3
ENSG00000164221,CCDC112,28599,153733,MGC39633
ENSG00000164236,ANKRD33B,35240,651746,
ENSG00000164237,CMBL,25090,134147,FLJ23617
ENSG00000164241,C5orf63,40051,401207,"FLJ44606, YDR286C"
ENSG00000164244,PRRC1,28164,133619,FLJ32875
ENSG00000164251,F2RL1,3538,2150,"GPR11, PAR2"
ENSG00000164252,AGGF1,24684,55109,"FLJ10283, GPATC7, GPATCH7, HSU84971, VG5Q"
ENSG00000164253,WDR41,25601,55255,FLJ10904
ENSG00000164256,PRDM9,13994,56979,"KMT8B, MEISETZ, MSBP3, PFM6, ZNF899"
ENSG00000164258,NDUFS4,7711,4724,"AQDQ, CI-18"
ENSG00000164265,SCGB3A2,18391,117156,"LU103, PNSP1, UGRP1"
ENSG00000164266,SPINK1,11244,6690,"PCTT, PSTI, SPINK3, TATI"
ENSG00000164270,HTR4,5299,3360,5-HT4
ENSG00000164283,ESM1,3466,11082,
ENSG00000164284,GRPEL2,21060,134266,"DKFZP451C205, FLJ23713, MT-GRPE#2"
ENSG00000164287,CDC20B,24222,166979,FLJ37927
ENSG00000164291,ARSK,25239,153642,"DKFZP313G1735, TSULF"
ENSG00000164292,RHOBTB3,18757,22836,KIAA0878
ENSG00000164294,GPX8,33100,493869,"EPLA847, UNQ847"
ENSG00000164296,TIGD6,18332,81789,DKFZP761E2110
ENSG00000164299,SPZ1,30721,84654,"FLJ25709, NYD-TSP1, PPP1R148"
ENSG00000164300,SERINC5,18825,256987,"C5ORF12, TPO1"
ENSG00000164303,ENPP6,23409,133121,MGC33971
ENSG00000164304,CAGE1,21622,285782,"BA69L16.7, CT95, CTAG3"
ENSG00000164305,CASP3,1504,836,"APOPAIN, CPP32, CPP32B, YAMA"
ENSG00000164306,PRIMPOL,26575,201973,"CCDC111, FLJ33167"
ENSG00000164307,ERAP1,18173,51752,"A-LAP, ARTS-1, ERAAP1, KIAA0525, PILS-AP"
ENSG00000164308,ERAP2,29499,64167,"L-RAP, LRAP"
ENSG00000164309,CMYA5,14305,202333,"C5ORF10, DKFZP451G223, SPRYD2, TRIM76"
ENSG00000164318,EGFLAM,26810,133584,"AGRINL, AGRNL, FLJ39155, PIKA"
ENSG00000164323,CFAP97,29276,57587,"DKFZP434F1728, HMW, KIAA1430"
ENSG00000164325,TMEM174,28187,134288,"FLJ31268, MGC13034"
ENSG00000164326,CARTPT,24323,9607,CART
ENSG00000164327,RICTOR,28611,253260,"AVO3, KIAA1999, MGC39830, PIA"
ENSG00000164329,TENT2,26776,167153,"FLJ38499, GLD2, PAPD4, TUT2"
ENSG00000164330,EBF1,3126,1879,"COE1, EBF, OLF1"
ENSG00000164331,ANKRA2,13208,57763,
ENSG00000164332,UBLCP1,28110,134510,"CPUB1, MGC10067"
ENSG00000164334,FAM170A,27963,340069,ZNFD
ENSG00000164338,UTP15,25758,84135,"FLJ12787, FLJ23637, NET21"
ENSG00000164342,TLR3,11849,7098,CD283
ENSG00000164344,KLKB1,6371,3818,KLK3
ENSG00000164346,NSA2,30728,10412,"FLJ94393, HCLG1, HUSSY-29, TINP1"
ENSG00000164347,GFM2,29682,84340,"EF-G2MT, EFG2, FLJ21661"
ENSG00000164362,TERT,11730,7015,"EST2, HEST2, TCS1, TP2, TRT"
ENSG00000164363,SLC6A18,26441,348932,"FLJ31236, XTRP2"
ENSG00000164366,CCDC127,30520,133957,FLJ25701
ENSG00000164379,FOXQ1,20951,94234,HFH1
ENSG00000164385,LINC01600,21600,154386,"BA145H9.2, C6ORF195, FLJ31934"
ENSG00000164393,ADGRF2P,18991,nan,"ADGRF2, GPR111, HGPCR35, PGR20"
ENSG00000164398,ACSL6,16496,23305,"ACS2, FACL6, KIAA0837, LACS2, LACS5"
ENSG00000164399,IL3,6011,3562,"IL-3, MCGF, MGC79398, MGC79399, MULTI-CSF"
ENSG00000164400,CSF2,2434,1437,"GM-CSF, GMCSF"
ENSG00000164402,SEPTIN8,16511,23176,"KIAA0202, SEP2, SEPT8"
ENSG00000164403,SHROOM1,24084,134549,"APXL2, KIAA1960"
ENSG00000164404,GDF9,4224,2661,
ENSG00000164405,UQCRQ,29594,27089,"QCR8, QP-C, UQCR7"
ENSG00000164406,LEAP2,29571,116842,LEAP-2
ENSG00000164411,GJB7,16690,375519,"BA136M9.1, CX25"
ENSG00000164414,SLC35A1,11021,10559,"CMP-SIA-TR, CMPST, HCST"
ENSG00000164418,GRIK2,4580,2898,"EAA4, GLUK2, GLUK6, GLUR-6, GLUR6, MRT6"
ENSG00000164430,CGAS,21367,115004,"C6ORF150, D4, H-CGAS, MB21D1"
ENSG00000164434,FABP7,3562,2173,"B-FABP, BLBP"
ENSG00000164438,TLX3,13532,30012,"HOX11L2, RNX"
ENSG00000164440,TXLNB,21617,167838,"C6ORF198, DJ522B19.2, DKFZP451A175, MDP77"
ENSG00000164442,CITED2,1987,10370,MRG1
ENSG00000164451,CALHM4,21094,221301,"C6ORF78, FAM26D, FLJ32239"
ENSG00000164458,TBXT,11515,6862,T
ENSG00000164463,CREBRF,24050,153222,"C5ORF41, LRF"
ENSG00000164465,DCBLD1,21479,285761,"DJ94G16.1, MGC46341"
ENSG00000164466,SFXN1,16085,94081,"FLJ12876, SLC56A1"
ENSG00000164483,SAMD3,21574,154075,"BA73O6.2, FLJ34032"
ENSG00000164484,TMEM200A,21075,114801,"KIAA1913, TTMC"
ENSG00000164485,IL22RA2,14901,116379,"CRF2-S1, IL-22BP"
ENSG00000164488,DACT2,21231,168002,"BA503C24.7, C6ORF116, DAPPER2"
ENSG00000164494,PDSS2,23041,57107,"BA59I9.3, C6ORF210, COQ1B"
ENSG00000164500,SPMIP7,22564,100130988,"C7ORF72, SPATA48"
ENSG00000164506,STXBP5,19665,134957,"LLGL3, TOMOSYN, TOMOSYN-1"
ENSG00000164508,H2AC1,18729,221613,"BA317E16.2, H2AFR, HIST1H2AA"
ENSG00000164509,IL31RA,18969,133396,"CRL, CRL3, GLM-R, GLMR, IL-31RA"
ENSG00000164512,ANKRD55,25681,79722,FLJ11795
ENSG00000164520,RAET1E,16793,135250,"BA350J20.7, LETAL, ULBP4"
ENSG00000164530,PI16,21245,221476,"CD364, DJ90K10.5, MGC45378, MSMBBP"
ENSG00000164532,TBX20,11598,57057,
ENSG00000164535,DAGLB,28923,221955,"DAGLBETA, KCCR13L"
ENSG00000164542,MATCAP2,22206,23366,KIAA0895
ENSG00000164543,STK17A,11395,9263,DRAK1
ENSG00000164548,TRA2A,16645,29896,"AWMS1, HTRA-2-ALPHA"
ENSG00000164556,FAM183BP,34511,340286,"FAM183B, LOC340286, THEG6"
ENSG00000164574,GALNT10,19873,55568,GALNAC-T10
ENSG00000164576,SAP30L,25663,79685,"FLJ11526, NS4ATP2"
ENSG00000164587,RPS14,10387,6208,"EMTB, S14, US11"
ENSG00000164588,HCN1,4845,348980,"BCNG-1, BCNG1, HAC-2"
ENSG00000164591,MYOZ3,18565,91977,"CS-3, CS3, FATZ-3, FRP3"
ENSG00000164597,COG5,14857,10466,"GOLTC1, GTC90"
ENSG00000164600,NEUROD6,13804,63974,"ATOH2, BHLHA2, MATH-2, NEX1, NEX1M"
ENSG00000164603,BMT2,26475,154743,"C7ORF60, DKFZP762M126, FLJ31818, SAMTOR"
ENSG00000164604,GPR85,4536,54329,SREB2
ENSG00000164609,SLU7,16939,10569,9G8
ENSG00000164610,RP9,10288,6100,PAP-1
ENSG00000164611,PTTG1,9690,9232,"EAP1, ECRAR, HPTTG, PTTG, SECURIN, TUTR1"
ENSG00000164615,CAMLG,1471,819,"CAML, GET2"
ENSG00000164616,FBXL21P,13600,nan,"FBL21, FBL3B, FBXL21, FBXL3B, FBXL3P"
ENSG00000164619,BMPER,24154,168667,"CRIM3, CV2"
ENSG00000164620,RELL2,26902,285613,"C5ORF16, FLJ90583"
ENSG00000164621,SMAD5-AS1,30586,9597,"DAMS, SMAD5OS"
ENSG00000164626,KCNK5,6280,8645,"K2P5.1, TASK-2, TASK2"
ENSG00000164627,KIF6,21202,221458,"C6ORF102, DJ1043E3.1, DJ137F1.4, DJ188D3.1, DKFZP451I2418, MGC33317"
ENSG00000164631,ZNF12,12902,7559,"GIOT-3, KOX3, ZNF325"
ENSG00000164638,SLC29A4,23097,222962,"ENT4, FLJ34923"
ENSG00000164645,TEX47,22402,219557,"C7ORF62, DYBLUF, MGC26647"
ENSG00000164647,STEAP1,11378,26872,"PRSS24, STEAP"
ENSG00000164649,CDCA7L,30777,55536,"JPO2, R1, RAM2"
ENSG00000164651,SP8,19196,221833,
ENSG00000164654,MIOS,21905,54468,"FLJ20323, MIO, SEA4, YULINK"
ENSG00000164659,ELAPOR2,21945,222223,"EIG121L, FLJ31340, KIAA1324L"
ENSG00000164663,USP49,20078,25862,MGC20741
ENSG00000164669,INTS4P1,21925,nan,"FLJ25037, INTS4L1"
ENSG00000164674,SYTL3,15587,94120,"EXOPHILIN-6, SLP3"
ENSG00000164675,IQUB,21995,154865,FLJ35834
ENSG00000164683,HEY1,4880,23462,"BHLHB31, CHF-2, CHF2, HERP2, HESR-1, HESR1, HRT-1"
ENSG00000164684,ZNF704,32291,619279,"FLJ16218, GIG1"
ENSG00000164687,FABP5,3560,2171,"E-FABP, KFABP, PA-FABP"
ENSG00000164690,SHH,10848,6469,"HHG1, HLP3, HPE3, MCOPCB5, SMMCI, TPT, TPTPS"
ENSG00000164691,TAGAP,15669,117289,"ARHGAP47, FLJ32631, IDDM21"
ENSG00000164692,COL1A2,2198,1278,OI4
ENSG00000164694,FNDC1,21184,84624,"BA243O10.1, DJ322A24.1, FNDC2, KIAA1866"
ENSG00000164695,CHMP4C,30599,92421,"MGC22825, SHAX3, VPS32C"
ENSG00000164707,SLC13A4,15827,26266,"SUT-1, SUT1"
ENSG00000164708,PGAM2,8889,5224,PGAM-M
ENSG00000164713,BRI3,1109,25798,
ENSG00000164715,LMTK2,17880,22853,"AATYK2, BREK, CPRK, KIAA1079, KPI-2, KPI2, LMR2, PPP1R100"
ENSG00000164729,SLC35G3,26848,146861,"AMAC1, FLJ40154, TMEM21A"
ENSG00000164733,CTSB,2527,1508,
ENSG00000164736,SOX17,18122,64321,
ENSG00000164740,SEPTIN7P5,38041,nan,SEPT7P5
ENSG00000164741,DLC1,2897,10395,"ARHGAP7, DLC-1, HP, P122-RHOGAP, STARD12"
ENSG00000164742,ADCY1,232,107,"AC1, DFNB44"
ENSG00000164743,C8orf48,26345,157773,FLJ25402
ENSG00000164744,SUN3,22429,256979,"MGC33329, SUNC1"
ENSG00000164746,C7orf57,22247,136288,
ENSG00000164749,HNF4G,5026,3174,NR2A2
ENSG00000164751,PEX2,9717,5828,"PAF-1, PMP35, PXMP3, RNF72, ZWS3"
ENSG00000164754,RAD21,9811,5885,"HHR21, KIAA0078, SCC1"
ENSG00000164756,SLC30A8,20303,169026,"ZNT-8, ZNT8"
ENSG00000164758,MED30,23032,90390,"THRAP6, TRAP25"
ENSG00000164761,TNFRSF11B,11909,4982,"OCIF, OPG, TR1"
ENSG00000164764,SBSPON,30362,157869,"C8ORF84, RPESP"
ENSG00000164776,PHKG1,8930,5260,PHKG
ENSG00000164778,EN2,3343,2020,
ENSG00000164794,KCNV1,18861,27012,KV8.1
ENSG00000164796,CSMD3,19291,114788,
ENSG00000164808,SPIDR,28971,23514,KIAA0146
ENSG00000164815,ORC5,8491,5001,"ORC5L, ORC5P, ORC5T, PPP1R117"
ENSG00000164816,DEFA5,2764,1670,"DEF5, HD-5"
ENSG00000164818,DNAAF5,26013,54919,"CILD18, FLJ20397, FLJ25564, FLJ31671, FLJ39381, HEATR2"
ENSG00000164821,DEFA4,2763,1669,"DEF4, HP-4"
ENSG00000164822,DEFA6,2765,1671,"DEF6, HD-6"
ENSG00000164823,OSGIN2,1355,734,"C8ORF1, HT41"
ENSG00000164825,DEFB1,2766,1672,"BD1, DEFB-1, DEFB101, HBD-1, HBD1, MGC51822"
ENSG00000164828,SUN1,18587,23353,"FLJ12407, KIAA0810, UNC84A"
ENSG00000164830,OXR1,15822,55074,TLDC3
ENSG00000164841,TMEM74,26409,157753,"FLJ30668, NET36"
ENSG00000164845,FAM86FP,42357,nan,
ENSG00000164849,GPR146,21718,115330,PGR8
ENSG00000164850,GPER1,4485,2852,"CEPR, CMKRL2, DRY12, FEG-1, GPCR-BR, GPER, GPR30, LERGU, LERGU2, LYGPR"
ENSG00000164853,UNCX,33194,340260,UNCX4.1
ENSG00000164855,TMEM184A,28797,202915,"MGC9712, SDMG1, SLC51C1"
ENSG00000164867,NOS3,7876,4846,"ECNOS, ENOS"
ENSG00000164871,SPAG11B,14534,10407,"EDDM2B, EP2, EP2C, EP2D, HE2"
ENSG00000164871,SPAG11B,14534,653423,"EDDM2B, EP2, EP2C, EP2D, HE2"
ENSG00000164871,SPAG11B,14534,124906741,"EDDM2B, EP2, EP2C, EP2D, HE2"
ENSG00000164877,MICALL2,29672,79778,"FLJ23471, JRAB, MGC46023, MICAL-L2"
ENSG00000164879,CA3,1374,761,"CAIII, CAR3"
ENSG00000164880,INTS1,24555,26173,"DKFZP586J0619, INT1, KIAA1440, NET28"
ENSG00000164885,CDK5,1774,1020,PSSALRE
ENSG00000164889,SLC4A2,11028,6522,"AE2, BND3L, EPB3L1, HKB3, NBND3"
ENSG00000164893,SLC7A13,23092,157724,"AGT-1, XAT2"
ENSG00000164896,FASTK,24676,10922,FAST
ENSG00000164897,TMUB1,21709,83590,"C7ORF21, HOPS, SB144"
ENSG00000164898,FMC1,26946,154791,"C7ORF55, HSPC268"
ENSG00000164900,GBX1,4185,2636,
ENSG00000164902,PHAX,10241,51808,"FLJ13193, RNUXA"
ENSG00000164904,ALDH7A1,877,501,"ATQ1, EPD, PDE"
ENSG00000164916,FOXK1,23480,221937,IMAGE:5164497
ENSG00000164919,COX6C,2285,1345,
ENSG00000164920,OSR2,15830,116039,FLJ90037
ENSG00000164924,YWHAZ,12855,7534,"14-3-3-ZETA, KCIP-1, YWHAD"
ENSG00000164929,BAALC,14333,79870,
ENSG00000164930,FZD6,4044,8323,HFZ6
ENSG00000164932,CTHRC1,18831,115908,
ENSG00000164933,SLC25A32,29683,81034,MFTC
ENSG00000164934,DCAF13,24535,25879,"DKFZP564O0463, GM83, HSPC064, SOF1, WDSOF1"
ENSG00000164935,DCSTAMP,18549,81501,"DC-STAMP, FIND, TM7SF4"
ENSG00000164938,TP53INP1,18022,94241,"DKFZP434M1317, FLJ22139, P53DINP1, SIP, TEAP, TP53INP1A, TP53INP1B"
ENSG00000164941,INTS8,26048,55656,"C8ORF52, FLJ20530, INT8, MGC131633"
ENSG00000164944,VIRMA,24500,25962,"DKFZP434I116, FSAP121, KIAA1429"
ENSG00000164946,FREM1,23399,158326,"C9ORF143, C9ORF145, C9ORF154, DKFZP686M16108, FLJ25461, TILRR"
ENSG00000164949,GEM,4234,2669,KIR
ENSG00000164951,PDP1,9279,54704,"PDH, PDP, PPM2A, PPM2C"
ENSG00000164953,TMEM67,28396,91147,"JBTS6, MGC26979, MKS3, NPHP11"
ENSG00000164961,WASHC5,28984,9897,"KIAA0196, SPG8"
ENSG00000164967,RPP25L,19909,138716,"BA296L22.5, C9ORF23, MGC29635"
ENSG00000164970,FAM219A,19920,203259,"BA573M23.5, C9ORF25, FLJ39031"
ENSG00000164972,SPMIP6,19919,84688,"BA573M23.4, C9ORF24, CBE1, MGC32921, MGC33614, NYD-SP22, SMRP1"
ENSG00000164975,SNAPC3,11136,6619,"MGC132011, MGC33124, PTFBETA, SNAP50"
ENSG00000164976,MYORG,19918,57462,"KIAA1161, NET37"
ENSG00000164978,NUDT2,8049,318,APAH1
ENSG00000164983,TMEM65,25203,157378,
ENSG00000164985,PSIP1,9527,11168,"DFS70, LEDGF, P52, P75, PSIP2"
ENSG00000164989,CCDC171,29828,203238,"BA536D16.1, BA778P13.1, C9ORF93, EM:AL513423.1, FLJ39267, FLJ46740"
ENSG00000165006,UBAP1,12461,51271,UBAP
ENSG00000165023,DIRAS2,19323,54769,"DI-RAS2, DKFZP761C07121"
ENSG00000165025,SYK,11491,6850,
ENSG00000165028,NIPSNAP3B,23641,55335,"FLJ11275, NIPSNAP3, SNAP1"
ENSG00000165029,ABCA1,29,19,"ABC1, HDLDT1, TGD"
ENSG00000165030,NFIL3,7787,4783,"E4BP4, IL3BP1, NF-IL3A, NFIL3A"
ENSG00000165046,LETM2,14648,137994,"FLJ25409, SLC55A2"
ENSG00000165055,METTL2B,18272,55798,"FLJ11350, METL, METTL2"
ENSG00000165059,PRKACG,9382,5568,PKACG
ENSG00000165060,FXN,3951,2395,"CYAY, FA, FARR, FRDA, X25"
ENSG00000165061,ZMAT4,25844,79698,FLJ13842
ENSG00000165066,NKX6-3,26328,157848,FLJ25169
ENSG00000165071,TMEM71,26572,137835,FLJ33069
ENSG00000165072,MAMDC2,23673,256691,MGC21981
ENSG00000165076,PRSS37,29211,136242,
ENSG00000165078,CPA6,17245,57094,CPAH
ENSG00000165084,C8orf34,30905,116328,"VEST-1, VEST1"
ENSG00000165091,TMC1,16513,117531,"DFNA36, DFNB11, DFNB7"
ENSG00000165092,ALDH1A1,402,216,"ALDH1, PUMB1, RALDH1"
ENSG00000165097,KDM1B,21577,221656,"AOF1, BA204B7.3, C6ORF193, DJ298J15.2, FLJ33898, FLJ34109, FLJ43328, LSD2"
ENSG00000165102,HGSNAT,26527,138050,"FLJ32731, HGNAT, TMEM76"
ENSG00000165105,RASEF,26464,158158,"FLJ31614, RAB45, TSG"
ENSG00000165113,GKAP1,17496,80318,"FKSG21, GKAP42"
ENSG00000165115,KIF27,18632,55582,DKFZP434D0917
ENSG00000165118,QNG1,28144,84267,"C9ORF64, MGC10999"
ENSG00000165119,HNRNPK,5044,3190,"CSBP, HNRPK, TUNP"
ENSG00000165120,SSMEM1,29580,136263,"C7ORF45, FLJ40316"
ENSG00000165121,,,nan,
ENSG00000165124,SVEP1,15985,79987,"BA427L11.3, C9ORF13, FLJ13529, POLYDOM"
ENSG00000165125,TRPV6,14006,55503,"CAT1, ECAC2"
ENSG00000165131,LLCFC1,21750,135927,"C7ORF34, CTM-1"
ENSG00000165138,ANKS6,26724,203286,"ANKRD14, FLJ36928, NPHP16, SAMD6"
ENSG00000165140,FBP1,3606,2203,FBP
ENSG00000165152,PGAP4,28180,84302,"C9ORF125, MGC12992, TMEM246"
ENSG00000165156,ZHX1,12871,11244,
ENSG00000165164,CFAP47,26708,286464,"CHDC2, CXORF22, CXORF30, CXORF59, FLJ36601, MGC34831, RP13-11B7.1"
ENSG00000165168,CYBB,2578,1536,"CGD, GP91-PHOX, GP91PHOX, NOX2, P91-PHOX"
ENSG00000165169,DYNLT3,11694,6990,"TCTE1L, TCTEX1L"
ENSG00000165171,METTL27,19068,155368,WBSCR27
ENSG00000165175,MID1IP1,20715,58526,"FLJ10386, G12-LIKE, MIG12, STRAIT11499, THRSPL"
ENSG00000165178,NCF1C,32523,654817,SH3PXD1C
ENSG00000165181,SHOC1,26535,158401,"C9ORF84, FLJ32779, MZIP2, ZIP2"
ENSG00000165182,CXorf58,26356,254158,FLJ25444
ENSG00000165185,KIAA1958,23427,158405,FLJ39294
ENSG00000165186,PTCHD1,26392,139411,FLJ30296
ENSG00000165188,RNF183,28721,138065,MGC4734
ENSG00000165192,ASB11,17186,140456,DKFZP779E2460
ENSG00000165194,PCDH19,14270,57526,"EFMR, EIEE9, KIAA1313"
ENSG00000165195,PIGA,8957,5277,"GPI3, PIG-A"
ENSG00000165197,VEGFD,3708,2277,"FIGF, VEGF-D"
ENSG00000165202,OR1Q1,8223,158131,"HSTPCR106, OR1Q2, OR1Q3, OR9-A, OST226, OST226OR9-A, TPCR106"
ENSG00000165204,OR1K1,8212,392392,"HG99, MNAB"
ENSG00000165209,STRBP,16462,55342,"FLJ11307, ILF3L, SPNR"
ENSG00000165215,CLDN3,2045,1365,"C7ORF1, CPE-R2, CPETR2, HRVP1, RVP1"
ENSG00000165219,GAPVD1,23375,26130,"DKFZP434C212, KIAA1521"
ENSG00000165233,CARD19,28148,84270,"BA370F5.1, BINCARD, C9ORF89, MGC11115"
ENSG00000165238,WNK2,14542,65268,"KIAA1760, NY-CO-43, PRKWNK2, SDCCAG43"
ENSG00000165240,ATP7A,869,538,MNK
ENSG00000165244,ZNF367,18320,195828,FLJ33970
ENSG00000165246,NLGN4Y,15529,22829,KIAA0951
ENSG00000165259,HDX,26411,139324,"CXORF43, FLJ30678"
ENSG00000165264,NDUFB6,7701,4712,"B17, CI"
ENSG00000165269,AQP7,640,364,"AQP7L, AQP9, AQPAP"
ENSG00000165271,NOL6,19910,65083,"BA311H10.1, FLJ21959, MGC14896, MGC14921, MGC20838, NRAP, UTP22"
ENSG00000165272,AQP3,636,360,GIL
ENSG00000165275,TRMT10B,26454,158234,"BA3J10.9, FLJ31455, RG9MTD3"
ENSG00000165280,VCP,12666,7415,"CDC48, IBMPFD, P97, TERA"
ENSG00000165282,PIGO,23215,84720,"DKFZP434M222, FLJ00135, PIG-O"
ENSG00000165283,STOML2,14559,30968,"HSPC108, SLP-2"
ENSG00000165288,BRWD3,17342,254065,"FLJ38568, MRX93"
ENSG00000165300,SLITRK5,20295,26050,"BA364G4.2, KIAA0918, LRRC11"
ENSG00000165304,MELK,16870,9833,KIAA0175
ENSG00000165309,ARMC3,30964,219681,"CT81, FLJ32827, VAC8"
ENSG00000165312,OTUD1,27346,220213,"DUBA7, OTDC1"
ENSG00000165322,ARHGAP12,16348,94134,"FLJ10971, FLJ20737, FLJ21785"
ENSG00000165323,FAT3,23112,120114,"CDHF15, CDHR10, KIAA1989"
ENSG00000165325,DEUP1,26344,159989,"CCDC67, FLJ25393"
ENSG00000165338,HECTD2,26736,143279,FLJ37306
ENSG00000165349,SLC7A3,11061,84889,"ATRC3, CAT-3, FLJ14541"
ENSG00000165355,FBXO33,19833,254170,FBX33
ENSG00000165359,INTS6L,27334,203522,"DDX26B, FLJ41215"
ENSG00000165370,GPR101,14963,83550,
ENSG00000165376,CLDN2,2041,9075,
ENSG00000165379,LRFN5,20360,145581,"C14ORF146, FIGLER8, SALM5"
ENSG00000165383,LRRC18,23199,474354,"MGC34773, UNQ933, UNQ9338, VKGE9338"
ENSG00000165389,SPTSSA,20361,171546,"C14ORF147, SSSPTA"
ENSG00000165392,WRN,12791,7486,"RECQ3, RECQL2"
ENSG00000165406,MARCHF8,23356,220972,"C-MIR, CMIR, MARCH-VIII, MARCH8, MIR, RNF178"
ENSG00000165409,TSHR,12373,7253,LGR3
ENSG00000165410,CFL2,1875,1073,NEM7
ENSG00000165416,SUGT1,16987,10910,SGT1
ENSG00000165417,GTF2A1,4646,2957,TFIIA
ENSG00000165424,ZCCHC24,26911,219654,"C10ORF56, FLJ90798, Z3CXXC8"
ENSG00000165434,PGM2L1,20898,283209,"BM32A, FLJ32029"
ENSG00000165443,PHYHIPL,29378,84457,"EM:AC025038.1, KIAA1796"
ENSG00000165449,SLC16A9,23520,220963,"C10ORF36, FLJ43803, MCT9"
ENSG00000165457,FOLR2,3793,2350,FRB
ENSG00000165458,INPPL1,6080,3636,SHIP2
ENSG00000165462,PHOX2A,691,401,"ARIX, CFEOM2, FEOM2, PMX2A"
ENSG00000165471,MBL2,6922,4153,"COLEC1, MBL, MBP, MBP-C, MBP1"
ENSG00000165474,GJB2,4284,2706,"CX26, DFNA3, DFNB1, NSRD1"
ENSG00000165475,CRYL1,18246,51084,"GDH, LAMBDA-CRY, MGC149525, MGC149526"
ENSG00000165476,REEP3,23711,221035,"C10ORF74, YIP2B"
ENSG00000165478,HEPACAM,26361,220296,"FLJ25530, GLIALCAM"
ENSG00000165480,SKA3,20262,221150,"C13ORF3, MGC4832, RAMA1"
ENSG00000165487,MICU2,31830,221154,EFHA1
ENSG00000165490,DDIAS,26351,220042,"C11ORF82, FLJ25416, FLJ38838, NOXIN"
ENSG00000165494,PCF11,30097,51585,KIAA0824
ENSG00000165495,PKNOX2,16714,63876,
ENSG00000165496,RPL10L,17976,140801,
ENSG00000165501,LRR1,19742,122769,"LRR-1, MGC20689, PPIL5"
ENSG00000165502,RPL36AL,10346,6166,"RPL36A, RPL36AP42"
ENSG00000165506,DNAAF2,20188,55172,"C14ORF104, CILD10, FLJ10563, KTU, PF13"
ENSG00000165507,DEPP1,23355,11067,"C10ORF10, DEPP, FIG, FSEG"
ENSG00000165509,MAGEC3,23798,139081,"CT7.2, HCA2, MAGE-C3"
ENSG00000165511,ZNF22-AS1,23509,220979,"C10ORF25, FLJ30567"
ENSG00000165512,ZNF22,13012,7570,"HKR-T1, KOX15, ZFP422, ZNF422"
ENSG00000165516,KLHDC2,20231,23588,"HCLP-1, LCP"
ENSG00000165521,EML5,18197,161436,"EMAP-2, FAP16, HUEMAP-2"
ENSG00000165525,NEMF,10663,9147,"FLJ10051, NY-CO-1, RQC2, SDCCAG1"
ENSG00000165526,RPUSD4,25898,84881,FLJ14494
ENSG00000165527,ARF6,659,382,
ENSG00000165533,TTC8,20087,123016,"BBS8, RP51"
ENSG00000165548,TMEM63C,23787,57156,"C14ORF171, CSC1, DKFZP434P0111, HSCSC1"
ENSG00000165553,NGB,14077,58157,
ENSG00000165555,NOXRED1,20487,122945,"C14ORF148, FLJ32809"
ENSG00000165556,CDX2,1806,1045,CDX3
ENSG00000165566,AMER2,26360,219287,"FAM123A, FLJ25477"
ENSG00000165568,AKR1E2,23437,83592,"AKR1CL2, AKRDC1, HTAKR, HTSP1, MGC10612"
ENSG00000165572,KBTBD6,25340,89890,DKFZP547E1912
ENSG00000165583,SSX5,11339,6758,
ENSG00000165584,SSX3,11337,10214,CT5.3
