,ENSG_ID,gene_symbol,HGNC_ID,alias_symbol
37237,ENSG00000240694,PNMA2,9159,"MA2,RGAG2"
37238,ENSG00000240695,DNAJC8P2,56540,
37239,ENSG00000240698,RPS2P39,36131,
37240,ENSG00000240704,KLF7P1,17207,KLF7P
37241,ENSG00000240707,LINC01168,49537,
37242,ENSG00000240708,LINC02030,52864,
37243,ENSG00000240710,,,
37244,ENSG00000240713,RN7SL860P,46876,
37245,ENSG00000240718,RN7SL851P,46867,
37246,ENSG00000240720,LRRD1,34300,IMAGE:4798971
37247,ENSG00000240721,RPS4XP15,36308,RPS4P15
37248,ENSG00000240723,RN7SL382P,46398,
37249,ENSG00000240724,RPS12P15,35610,
37250,ENSG00000240729,RPL21P60,36044,
37251,ENSG00000240731,,,
37252,ENSG00000240733,RN7SL502P,46518,
37253,ENSG00000240738,RPL6P22,36220,
37254,ENSG00000240739,,,
37255,ENSG00000240747,KRBOX1,38708,
37256,ENSG00000240750,RN7SL559P,46575,
37257,ENSG00000240751,RABGGTBP1,56479,
37258,ENSG00000240752,RPS12P6,35790,
37259,ENSG00000240755,ERLEC1P1,38012,
37260,ENSG00000240758,HILPDA-AS1,55641,
37261,ENSG00000240759,RPS27P21,35826,
37262,ENSG00000240760,RPL31P56,36336,
37263,ENSG00000240761,,,
37264,ENSG00000240764,PCDHGC5,8718,PCDH-GAMMA-C5
37265,ENSG00000240766,PLCXD2-AS1,41145,
37266,ENSG00000240767,RN7SL288P,46304,
37267,ENSG00000240770,C21orf91-OT1,16729,"D21S2089E,NCRNA00285"
37268,ENSG00000240771,ARHGEF25,30275,"GEFT,P63RHOGEF"
37269,ENSG00000240772,RN7SL776P,46792,
37270,ENSG00000240774,CDK2AP1P1,56493,
37271,ENSG00000240775,,,
37272,ENSG00000240776,RPS10P4,31364,BCM1851
37273,ENSG00000240777,,,
37274,ENSG00000240785,RPL36AP21,37041,
37275,ENSG00000240787,NECTIN2P1,56474,
37276,ENSG00000240790,SND1-DT,55639,
37277,ENSG00000240791,MTND4LP7,42241,
37278,ENSG00000240792,,,
37279,ENSG00000240793,UBA52P8,35625,
37280,ENSG00000240796,MTND2P14,42115,
37281,ENSG00000240801,,,
37282,ENSG00000240803,RN7SL231P,46247,
37283,ENSG00000240804,NPM1P28,45207,
37284,ENSG00000240808,RPL34P24,36823,
37285,ENSG00000240809,CAP1P1,31134,
37286,ENSG00000240813,,,
37287,ENSG00000240821,RPL9P25,36112,
37288,ENSG00000240823,RN7SL23P,46039,
37289,ENSG00000240824,MTND3P7,42147,
37290,ENSG00000240827,RPL19P7,36088,
37291,ENSG00000240828,RPL21P4,17959,
37292,ENSG00000240833,HCG17,31339,"LINC00046,NCRNA00046"
37293,ENSG00000240837,RN7SL77P,46093,
37294,ENSG00000240842,,,
37295,ENSG00000240845,RPL23AP1,10318,
37296,ENSG00000240846,RPS15P9,36440,
37297,ENSG00000240847,RN7SL497P,46513,
37298,ENSG00000240849,PEDS1,16735,"CARF,KUA,TMEM189"
37299,ENSG00000240853,RN7SL328P,46344,
37300,ENSG00000240854,PSMC2P1,54571,
37301,ENSG00000240857,RDH14,19979,"PAN2,SDR7C4"
37302,ENSG00000240859,LINC03014,56142,
37303,ENSG00000240861,,,
37304,ENSG00000240863,RN7SL645P,46661,
37305,ENSG00000240864,IGKV1-16,5732,"IGKV116,L1"
37306,ENSG00000240868,C1QTNF9-AS1,39906,
37307,ENSG00000240869,RN7SL128P,46144,
37308,ENSG00000240870,RPL19P14,35684,
37309,ENSG00000240871,KRTAP4-7,18898,KAP4.7
37310,ENSG00000240873,RPS29P22,35799,
37311,ENSG00000240874,,,
37312,ENSG00000240875,LINC00886,48572,
37313,ENSG00000240877,RN7SL521P,46537,
37314,ENSG00000240881,,,
37315,ENSG00000240882,PTOV1P1,56490,
37316,ENSG00000240888,,,
37317,ENSG00000240889,NDUFB2-AS1,40396,
37318,ENSG00000240890,G2E3P1,56525,
37319,ENSG00000240891,PLCXD2,26462,FLJ31579
37320,ENSG00000240893,LINC02042,52882,
37321,ENSG00000240895,,,
37322,ENSG00000240898,RPL21P125,36039,
37323,ENSG00000240902,APOOP2,48740,
37324,ENSG00000240905,RN7SL798P,46814,
37325,ENSG00000240912,H2BP3,54441,
37326,ENSG00000240914,RPL15P2,19803,
37327,ENSG00000240915,,,
37328,ENSG00000240919,RPL21P79,36931,
37329,ENSG00000240922,LSAMP-AS1,40350,
37330,ENSG00000240924,HCG17,31339,"LINC00046,NCRNA00046"
37331,ENSG00000240925,RPS20P31,35767,
37332,ENSG00000240927,RN7SL209P,46225,
37333,ENSG00000240934,,,
37334,ENSG00000240935,PLGLA,9074,"PLGLA1,PLGP2"
37335,ENSG00000240936,RN7SL554P,46570,
37336,ENSG00000240940,RN7SL591P,46607,
37337,ENSG00000240950,RPL8P3,36407,
37338,ENSG00000240951,MTCO2P6,52022,
37339,ENSG00000240954,RPL4P1,23551,
37340,ENSG00000240957,LY6G6F,13933,"C6ORF21,G6F,LY6G6D,NG32"
37341,ENSG00000240959,ST13P14,38849,
37342,ENSG00000240960,,,
37343,ENSG00000240961,RN7SL415P,46431,
37344,ENSG00000240963,,,
37345,ENSG00000240964,RN7SL751P,46767,
37346,ENSG00000240966,RN7SL681P,46697,
37347,ENSG00000240970,RPL23AP64,36552,
37348,ENSG00000240972,MIF,7097,"GIF,GLIF"
37349,ENSG00000240973,,,
37350,ENSG00000240974,RPS27AP10,36570,
37351,ENSG00000240975,,,
37352,ENSG00000240977,RN7SL283P,46299,
37353,ENSG00000240980,,,
37354,ENSG00000240983,,,
37355,ENSG00000240990,HOXA11-AS,24957,"HOXA-AS5,HOXA11-AS1,HOXA11AS,HOXA11S,NCRNA00076"
37356,ENSG00000240991,RPL23AP67,36658,
37357,ENSG00000240992,RPS23P4,36633,
37358,ENSG00000240993,RN7SL459P,46475,
37359,ENSG00000240995,,,
37360,ENSG00000240996,,,
37361,ENSG00000240997,RN7SL183P,46199,
37362,ENSG00000241002,RPL32P13,35950,
37363,ENSG00000241003,,,
37364,ENSG00000241007,SEPTIN7P6,38042,SEPT7P6
37365,ENSG00000241008,RPL7AP55,36314,
37366,ENSG00000241011,,,
37367,ENSG00000241014,GPR199P,55170,
37368,ENSG00000241015,TPM3P9,44142,
37369,ENSG00000241018,RCC2P5,42381,
37370,ENSG00000241020,RPL32P24,36722,
37371,ENSG00000241022,NIPA2P2,42042,
37372,ENSG00000241026,RPL21P77,36186,
37373,ENSG00000241030,RPL29P24,35616,
37374,ENSG00000241032,RN7SL709P,46725,
37375,ENSG00000241035,,,
37376,ENSG00000241037,RN7SL335P,46351,
37377,ENSG00000241042,,,
37378,ENSG00000241045,RPL7P43,36441,
37379,ENSG00000241048,,,
37380,ENSG00000241052,RPL23AP70,36030,
37381,ENSG00000241053,HCG17,31339,"LINC00046,NCRNA00046"
37382,ENSG00000241054,,,
37383,ENSG00000241057,RASA4EP,55754,
37384,ENSG00000241058,NSUN6,23529,"ARL5B-AS1,FLJ23743,NOPD1"
37385,ENSG00000241059,,,
37386,ENSG00000241061,RPL5P1,10361,
37387,ENSG00000241064,RN7SL110P,46126,
37388,ENSG00000241067,RPL17P40,36672,
37389,ENSG00000241069,,,
37390,ENSG00000241073,,,
37391,ENSG00000241074,RN7SL813P,46829,
37392,ENSG00000241081,RPL22P2,19794,
37393,ENSG00000241082,RN7SL259P,46275,
37394,ENSG00000241088,RPL17P44,36396,
37395,ENSG00000241095,CYP51A1P1,20245,CYP51P1
37396,ENSG00000241097,RPL36AP38,35594,
37397,ENSG00000241098,LINC01994,52827,
37398,ENSG00000241101,PRICKLE2-AS2,40917,
37399,ENSG00000241102,,,
37400,ENSG00000241103,RPL35AP11,35708,
37401,ENSG00000241104,CEACAMP10,1822,CGM17
37402,ENSG00000241105,,,
37403,ENSG00000241106,HLA-DOB,4937,
37404,ENSG00000241111,PRICKLE2-AS1,,
37405,ENSG00000241112,RPL29P14,36687,
37406,ENSG00000241114,,,
37407,ENSG00000241119,UGT1A9,12541,"HLUGP4,LUGP4,UGT1AI"
37408,ENSG00000241120,HMGN1P8,39351,
37409,ENSG00000241123,KRTAP10-5,22969,"KAP10.5,KAP18.5,KRTAP18-5"
37410,ENSG00000241124,,,
37411,ENSG00000241127,YAE1,24857,"C7ORF36,CIAB2,GK003,YAE1D1"
37412,ENSG00000241128,OR14A2,15024,"OR5AX1,OR5AX1P"
37413,ENSG00000241129,RPL22P19,36567,
37414,ENSG00000241130,RPL32P30,36729,
37415,ENSG00000241131,LINC02032,52866,
37416,ENSG00000241132,LY6G5B,13931,"C6ORF19,G5B"
37417,ENSG00000241134,BET1P1,51363,
37418,ENSG00000241135,LINC00881,48567,
37419,ENSG00000241136,PAICSP6,38099,
37420,ENSG00000241143,RPL32P9,35481,
37421,ENSG00000241144,RN7SL728P,46744,
37422,ENSG00000241146,RPL7P41,36297,
37423,ENSG00000241149,ZNF722,22571,ZNF722P
37424,ENSG00000241151,LINC02066,52911,
37425,ENSG00000241152,RN7SL720P,46736,
37426,ENSG00000241155,ARHGAP31-AS1,41235,
37427,ENSG00000241156,RN7SL582P,46598,
37428,ENSG00000241157,RPL32P32,36024,
37429,ENSG00000241158,ADAMTS9-AS1,40625,
37430,ENSG00000241159,RN7SL160P,46176,
37431,ENSG00000241162,RN7SL617P,46633,
37432,ENSG00000241163,LINC00877,27706,
37433,ENSG00000241166,HLA-L,4970,"HLA-92,HLA92,HLAL"
37434,ENSG00000241168,,,
37435,ENSG00000241169,,,
37436,ENSG00000241170,RPL31P46,35559,
37437,ENSG00000241172,RN7SL70P,46086,
37438,ENSG00000241174,RN7SL570P,46586,
37439,ENSG00000241175,RN7SL494P,46510,
37440,ENSG00000241179,,,
37441,ENSG00000241183,,,
37442,ENSG00000241185,RPL21P122,36990,
37443,ENSG00000241186,CRIPTO,11701,"CR,CR-1,CRIPTO-1,TDGF1"
37444,ENSG00000241187,RPL21P57,36644,
37445,ENSG00000241188,RN7SL165P,46181,
37446,ENSG00000241198,RN7SL191P,46207,
37447,ENSG00000241200,ZNF736P7Y,38404,
37448,ENSG00000241202,ZIC4-AS1,40920,
37449,ENSG00000241203,HMGN2P26,39393,
37450,ENSG00000241204,,,
37451,ENSG00000241207,SSX18P,56827,PSISSX8
37452,ENSG00000241211,IQCJ-SCHIP1-AS1,41303,
37453,ENSG00000241213,LINC02024,52859,
37454,ENSG00000241216,SNAPC5P1,38667,
37455,ENSG00000241217,RN7SL809P,46825,
37456,ENSG00000241218,CSP2,54779,
37457,ENSG00000241219,LOLI1,56775,
37458,ENSG00000241220,LINC03109,56845,AC078788.1
37459,ENSG00000241221,MTND4LP17,42251,
37460,ENSG00000241223,RN7SL39P,46055,
37461,ENSG00000241224,C3orf85,53432,FLJ22763
37462,ENSG00000241225,NMTRS-TGA3-1,35087,"NMT-TRNA-SER-TGA-3-1,TRNAS30P"
37463,ENSG00000241226,RN7SL836P,46852,
37464,ENSG00000241227,RN7SL553P,46569,
37465,ENSG00000241228,RPL12P31,37025,
37466,ENSG00000241229,RN7SL443P,46459,
37467,ENSG00000241230,RN7SL801P,46817,
37468,ENSG00000241231,,,
37469,ENSG00000241233,KRTAP5-8,23603,"KRTAP5-2,KRTAP5.8,UHSKERB"
37470,ENSG00000241241,KRTAP4-16,18921,"KAP4A,KRTAP4-16P,KRTAP4P1"
37471,ENSG00000241243,RN7SL629P,46645,
37472,ENSG00000241244,IGKV1D-16,5748,
37473,ENSG00000241246,RN7SL302P,46318,
37474,ENSG00000241248,RN7SL727P,46743,
37475,ENSG00000241250,RPL17P20,36015,
37476,ENSG00000241251,,,
37477,ENSG00000241253,CFB,1037,"BF,BFD,H2-BF"
37478,ENSG00000241255,,,
37479,ENSG00000241257,,,
37480,ENSG00000241258,CRCP,17888,"C17,CGRP-RCP,POLR3I,RCP,RCP9"
37481,ENSG00000241261,RPL17P19,36919,
37482,ENSG00000241269,,,
37483,ENSG00000241278,ENPP7P4,48687,
37484,ENSG00000241280,,,
37485,ENSG00000241281,RPL31P26,36063,
37486,ENSG00000241282,RPL34P33,36666,
37487,ENSG00000241286,RPL29P25,37039,
37488,ENSG00000241288,LINC02614,54072,
37489,ENSG00000241291,RN7SL791P,46807,
37490,ENSG00000241293,PPATP1,9239,
37491,ENSG00000241294,IGKV2-24,5781,
37492,ENSG00000241295,ZBTB20-AS2,42421,
37493,ENSG00000241296,HLA-DMB,4935,"D6S221E,RING7"
37494,ENSG00000241305,ACTG1P13,49058,
37495,ENSG00000241307,RPL7AP24,36588,
37496,ENSG00000241313,WWTR1-AS1,41035,
37497,ENSG00000241316,SUCLG2-DT,49643,SUCLG2-AS1
37498,ENSG00000241317,,,
37499,ENSG00000241318,WDR82P2,33513,WDR82C
37500,ENSG00000241319,SETP6,42925,
37501,ENSG00000241322,FBXW10B,14379,"CDRT1,FBXW10P1,HREP,SM25H2"
37502,ENSG00000241324,,,
37503,ENSG00000241326,,,
37504,ENSG00000241328,LINC02070,52916,
37505,ENSG00000241333,RN7SL385P,46401,
37506,ENSG00000241334,RPL35AP33,36950,
37507,ENSG00000241336,LINC01487,51139,
37508,ENSG00000241343,RPL36A,10359,"EL42,L36A,RPL44"
37509,ENSG00000241344,RPL21P47,36711,
37510,ENSG00000241345,,,
37511,ENSG00000241346,SNRPCP11,49826,
37512,ENSG00000241347,RN7SL466P,46482,
37513,ENSG00000241350,PMS2P11,9125,"PMS2L11,PMSR6"
37514,ENSG00000241351,IGKV3-11,5815,
37515,ENSG00000241352,,,
37516,ENSG00000241353,PPP1R2P4,16319,
37517,ENSG00000241354,,,
37518,ENSG00000241356,OR5G3,15287,"OR5G3P,OR5G6P"
37519,ENSG00000241357,,,
37520,ENSG00000241358,,,
37521,ENSG00000241359,SYNPR-AS1,40774,
37522,ENSG00000241360,PDXP,30259,"CIN,DJ37E16.5,FLJ32703"
37523,ENSG00000241361,SLC25A24P1,48933,
37524,ENSG00000241362,RPL36AP43,36791,
37525,ENSG00000241367,RPL7AP23,36884,
37526,ENSG00000241369,LINC01192,37197,CT64
37527,ENSG00000241370,RPP21,21300,"C6ORF135,EM:AB014085.3,FLJ22638,C6ORF135,EM:AB014085.3,FLJ22638"
37528,ENSG00000241383,LINC01997,52831,
37529,ENSG00000241385,,,
37530,ENSG00000241386,HLA-DOB,4937,
37531,ENSG00000241388,HNF1A-AS1,26785,"C12ORF27,FLJ38690,HAS1,HASTER,NCRNA00262"
37532,ENSG00000241391,RN7SL234P,46250,
37533,ENSG00000241392,RN7SL205P,46221,
37534,ENSG00000241394,HLA-DMA,4934,"D6S222E,RING6"
37535,ENSG00000241395,RN7SL344P,46360,
37536,ENSG00000241397,LINC00903,40351,LSAMP-AS2
37537,ENSG00000241399,CD302,30843,"BIMLEC,CLEC13A,DCL-1,KIAA0022"
37538,ENSG00000241400,RPL31P21,36245,
37539,ENSG00000241404,EGFL8,13944,"C6ORF8,NG3"
37540,ENSG00000241406,RN7SL515P,46531,
37541,ENSG00000241408,,,
37542,ENSG00000241409,,,
37543,ENSG00000241411,,,
37544,ENSG00000241413,RN7SL441P,46457,
37545,ENSG00000241416,KRT8P13,33365,
37546,ENSG00000241418,MCRIP2P1,49629,FAM195CP
37547,ENSG00000241420,RN7SL505P,46521,
37548,ENSG00000241423,RPL21P103,36732,
37549,ENSG00000241429,EEF1A1P25,37898,
37550,ENSG00000241431,RPL37P6,31080,
37551,ENSG00000241434,,,
37552,ENSG00000241438,CRIPTOP6,11706,"CR-6,CRIPTO-6,TDGF1P6,TDGF6"
37553,ENSG00000241439,FBRSL1P1,56500,
37554,ENSG00000241449,,,
37555,ENSG00000241451,RPS27P22,36090,
37556,ENSG00000241456,,,
37557,ENSG00000241457,PLSCR5-AS1,40907,
37558,ENSG00000241458,RPL7P19,36268,
37559,ENSG00000241461,RN7SL182P,46198,
37560,ENSG00000241462,,,
37561,ENSG00000241464,RPL39P38,36935,
37562,ENSG00000241468,ATP5MF,848,"ATP5J2,ATP5JL"
37563,ENSG00000241469,LINC00635,27184,
37564,ENSG00000241472,PTPRG-AS1,44638,
37565,ENSG00000241473,ACTBP16,56590,
37566,ENSG00000241475,,,
37567,ENSG00000241476,SSX2,11336,"CT5.2A,HD21,HOM-MEL-40,MGC119055,MGC15364,MGC3884,SSX"
37568,ENSG00000241478,HSPA8P9,44924,
37569,ENSG00000241479,MECOM-AS1,40368,
37570,ENSG00000241484,ARHGAP8,677,"BPGAP1,FLJ20185"
37571,ENSG00000241487,RN7SL586P,46602,
37572,ENSG00000241489,,,
37573,ENSG00000241490,,,
37574,ENSG00000241493,,,
37575,ENSG00000241494,,,
37576,ENSG00000241499,RPL36AP4,19802,
37577,ENSG00000241505,,,
37578,ENSG00000241506,PSMC1P1,30147,"BCM3415,PSMC1P"
37579,ENSG00000241511,RPS15AP24,36174,
37580,ENSG00000241520,,,
37581,ENSG00000241524,RN7SL632P,46648,
37582,ENSG00000241525,,,
37583,ENSG00000241526,,,
37584,ENSG00000241527,CA15P1,44364,
37585,ENSG00000241529,RN7SL767P,46783,
37586,ENSG00000241532,AGGF1P3,38053,
37587,ENSG00000241534,CFB,1037,"BF,BFD,H2-BF"
37588,ENSG00000241535,CBX5P1,38659,
37589,ENSG00000241537,U2SURPP1,56431,
37590,ENSG00000241539,,,
37591,ENSG00000241542,RN7SL369P,46385,
37592,ENSG00000241544,LINC02029,52863,
37593,ENSG00000241546,RFKP3,56487,
37594,ENSG00000241547,ACTG1P20,51500,
37595,ENSG00000241549,GUSBP2,18792,"BA239L20.1,BA239L20.5,BGLU-LP,GUSBL1,SMA3-L,SMAC3L,SMAC3L2"
37596,ENSG00000241550,RN7SL41P,46057,
37597,ENSG00000241552,RN7SL58P,46074,
37598,ENSG00000241553,ARPC4,707,"ARC20,P20-ARC"
37599,ENSG00000241556,RPL29P26,35717,
37600,ENSG00000241560,ZBTB20-AS1,40640,
37601,ENSG00000241562,RPL7P5,28886,
37602,ENSG00000241563,CORT,2257,"MGC32686,SST2"
37603,ENSG00000241566,IGKV2D-24,5797,
37604,ENSG00000241568,RN7SL338P,46354,
37605,ENSG00000241570,PAQR9-AS1,50861,
37606,ENSG00000241571,ATP5F1AP7,37665,"ATP5A1P7,ATP5A1P9"
37607,ENSG00000241572,PRICKLE2-AS1,40916,
37608,ENSG00000241573,,,
37609,ENSG00000241577,,,
37610,ENSG00000241582,RPL23AP8,23543,RPL23AP9
37611,ENSG00000241587,RN7SL482P,46498,
37612,ENSG00000241588,RN7SL484P,46500,
37613,ENSG00000241590,RPL17P37,36854,
37614,ENSG00000241592,,,
37615,ENSG00000241593,,,
37616,ENSG00000241595,KRTAP9-4,18902,KAP9.4
37617,ENSG00000241596,,,
37618,ENSG00000241597,,,
37619,ENSG00000241598,KRTAP5-4,23599,KRTAP5.4
37620,ENSG00000241599,,,
37621,ENSG00000241604,RN7SL340P,46356,
37622,ENSG00000241607,FTH1P28,56886,
37623,ENSG00000241612,RPL21P46,35687,
37624,ENSG00000241613,RN7SL618P,46634,
37625,ENSG00000241621,GOLGA2P6,44948,
37626,ENSG00000241622,RARRES2P1,48700,
37627,ENSG00000241625,RN7SL18P,46034,
37628,ENSG00000241627,UBQLN4P1,31133,"C3ORF12,UBQLN4P"
37629,ENSG00000241631,RN7SL316P,46332,
37630,ENSG00000241634,RPL13P8,35513,
37631,ENSG00000241635,UGT1A1,12530,"GNT1,UGT1,UGT1A"
37632,ENSG00000241636,LINC01323,50529,TCONS_00005874
37633,ENSG00000241640,RPL21P113,36563,
37634,ENSG00000241641,RPS23P6,36511,
37635,ENSG00000241644,INMT,6069,
37636,ENSG00000241648,CADM2-AS2,41247,
37637,ENSG00000241651,RPL15P8,36390,
37638,ENSG00000241652,RN7SL253P,46269,
37639,ENSG00000241654,RPL19P18,36121,
37640,ENSG00000241656,UBA52P7,36615,
37641,ENSG00000241657,TRBV11-2,12181,"TCRBV11S2,TCRBV21S3A2N2T,TRBV112"
37642,ENSG00000241661,PPP1R2P6,16321,
37643,ENSG00000241665,RN7SL418P,46434,
37644,ENSG00000241666,,,
37645,ENSG00000241667,,,
37646,ENSG00000241668,RPL19P11,36953,
37647,ENSG00000241669,LINC01327,50533,TCONS_00005644
37648,ENSG00000241671,KIAA1328P1,56561,
37649,ENSG00000241673,RPS27P12,35843,
37650,ENSG00000241674,HLA-DMB,4935,"D6S221E,RING7"
37651,ENSG00000241678,RPL21P94,35568,
37652,ENSG00000241679,,,
37653,ENSG00000241680,RPL31P49,35909,
37654,ENSG00000241684,ADAMTS9-AS2,42435,
37655,ENSG00000241685,ARPC1A,703,"ARC40,SOP2HS,SOP2L"
37656,ENSG00000241690,,,
37657,ENSG00000241693,RN7SL704P,46720,
37658,ENSG00000241695,GM2AP1,4368,GM2AP
37659,ENSG00000241696,LINC02053,52893,
37660,ENSG00000241697,TMEFF1,11866,"C9ORF2,CT120.1,H7365"
37661,ENSG00000241701,HCG17,31339,"LINC00046,NCRNA00046"
37662,ENSG00000241709,RN7SL265P,46281,
37663,ENSG00000241713,LY6G5B,13931,"C6ORF19,G5B"
37664,ENSG00000241717,VWFP1,12727,"F8VWFL,F8VWFP,VWFP"
37665,ENSG00000241720,,,
37666,ENSG00000241721,SUMO1P1,33148,"PIC1L,UBL2,UBL6"
37667,ENSG00000241722,RPL36AP23,36002,
37668,ENSG00000241723,RPL15P6,36185,
37669,ENSG00000241728,,,
37670,ENSG00000241735,FABP5P3,22573,"FABP5L3,TCAG_1781704"
37671,ENSG00000241738,ZNF90P1,12888,"ZNF108,ZNF108P"
37672,ENSG00000241739,RPL21P56,35525,
37673,ENSG00000241741,RPL7AP30,35757,
37674,ENSG00000241743,XACT,45056,
37675,ENSG00000241744,,,
37676,ENSG00000241745,RN7SL788P,46804,
37677,ENSG00000241746,RPL13AP18,36593,
37678,ENSG00000241749,RPSAP52,35752,
37679,ENSG00000241754,,,
37680,ENSG00000241755,IGKV1-9,5744,"IGKV19,L8"
37681,ENSG00000241756,RN7SL83P,46099,
37682,ENSG00000241757,RN7SL714P,46730,
37683,ENSG00000241764,CBLL1-AS1,55571,
37684,ENSG00000241765,RPS26P45,36944,
37685,ENSG00000241767,LINC01324,50530,
37686,ENSG00000241769,EOLA1-DT,44265,LINC00893
37687,ENSG00000241770,,,
37688,ENSG00000241772,,,
37689,ENSG00000241776,TMEM183AP5,56456,
37690,ENSG00000241777,,,
37691,ENSG00000241779,RPP21,21300,"C6ORF135,EM:AB014085.3,FLJ22638,C6ORF135,EM:AB014085.3,FLJ22638"
37692,ENSG00000241782,RPL21P95,36097,
37693,ENSG00000241785,RN7SL390P,46406,
37694,ENSG00000241787,MTND4P16,42203,
37695,ENSG00000241788,COX6B1P2,2282,COX6BP2
37696,ENSG00000241789,RN7SL504P,46520,
37697,ENSG00000241790,ENO1P4,37945,
37698,ENSG00000241791,RN7SL817P,46833,
37699,ENSG00000241792,,,
37700,ENSG00000241794,SPRR2A,11261,
37701,ENSG00000241804,SNRPB2P1,56423,
37702,ENSG00000241807,RN7SL319P,46335,
37703,ENSG00000241808,RPS15AP34,35609,
37704,ENSG00000241809,RPL17P21,36037,
37705,ENSG00000241810,HMGN2P13,33557,
37706,ENSG00000241815,RBBP4P7,56458,
37707,ENSG00000241818,SCG5-AS1,40524,
37708,ENSG00000241821,RN7SL170P,46186,
37709,ENSG00000241822,LY6G6F,13933,"C6ORF21,G6F,LY6G6D,NG32"
37710,ENSG00000241825,RPL7P42,35543,
37711,ENSG00000241828,,,
37712,ENSG00000241829,RPL21P54,35552,
37713,ENSG00000241832,CECR3,1841,
37714,ENSG00000241834,RN7SL149P,46165,
37715,ENSG00000241837,ATP5PO,850,"ATP5O,ATPO,OSCP"
37716,ENSG00000241838,,,
37717,ENSG00000241839,PLEKHO2,30026,"DKFZP761K2312,PLEKHQ1,PP1628,PP9099"
37718,ENSG00000241846,,,
37719,ENSG00000241852,C8orf58,32233,FLJ34715
37720,ENSG00000241853,RPL31P24,36353,
37721,ENSG00000241859,ANOS2P,6214,"ADMLY,KAL-Y,KALP"
37722,ENSG00000241860,,,
37723,ENSG00000241861,GAPDHP50,38556,
37724,ENSG00000241863,RPP21,21300,"C6ORF135,EM:AB014085.3,FLJ22638,C6ORF135,EM:AB014085.3,FLJ22638"
37725,ENSG00000241866,RN7SL401P,46417,
37726,ENSG00000241868,RN7SL434P,46450,
37727,ENSG00000241869,RN7SL363P,46379,
37728,ENSG00000241870,,,
37729,ENSG00000241874,TOMM22P6,38742,
37730,ENSG00000241877,,,
37731,ENSG00000241878,PISD,8999,"DJ858B16.2,PSDC"
37732,ENSG00000241879,KLF3P2,41519,
37733,ENSG00000241880,RPL23AP1,10318,
37734,ENSG00000241881,,,
37735,ENSG00000241882,,,
37736,ENSG00000241884,,,
37737,ENSG00000241886,,,
37738,ENSG00000241888,RPSAP37,35844,
37739,ENSG00000241889,CTDNEP1P1,56481,
37740,ENSG00000241890,RPL13P4,31027,HST16723
37741,ENSG00000241891,RPL9P6,19798,
37742,ENSG00000241899,TPT1P3,49295,
37743,ENSG00000241905,NDUFS6P1,52274,
37744,ENSG00000241907,RPS20P4,10407,RPS20B
37745,ENSG00000241910,HLA-DOB,4937,
37746,ENSG00000241911,TRBVB,12248,TCRBV34S1
37747,ENSG00000241912,,,
37748,ENSG00000241913,RPS29P21,36479,
37749,ENSG00000241917,,,
37750,ENSG00000241921,,,
37751,ENSG00000241923,RPL14P3,36638,
37752,ENSG00000241926,MTCO1P55,52120,
37753,ENSG00000241929,WDR70P1,56557,
37754,ENSG00000241932,RPL35AP34,36324,
37755,ENSG00000241933,DENND6A-DT,51592,
37756,ENSG00000241935,HOGA1,25155,"C10ORF65,DHDPS2,DHDPSL,FLJ37472,NPL2"
37757,ENSG00000241939,RN7SL517P,46533,
37758,ENSG00000241941,RPL32P26,36027,
37759,ENSG00000241942,RPS20P20,36674,
37760,ENSG00000241943,RN7SL188P,46204,
37761,ENSG00000241945,PWP2,9711,"EHOC-17,PWP2H,UTP1"
37762,ENSG00000241946,PSMG3P1,56588,
37763,ENSG00000241947,HNRNPA1P24,39542,
37764,ENSG00000241950,RPL29P23,35946,
37765,ENSG00000241954,,,
37766,ENSG00000241956,LINC03000,56116,
37767,ENSG00000241959,RN7SL76P,46092,
37768,ENSG00000241961,RPL17P31,37036,
37769,ENSG00000241962,,,
37770,ENSG00000241963,RN7SL655P,46671,
37771,ENSG00000241964,RN7SL135P,46151,
37772,ENSG00000241965,RPS2P25,36410,
37773,ENSG00000241973,PI4KA,8983,"PI4K-ALPHA,PI4K230,PIK4CA"
37774,ENSG00000241975,ELOCP19,38155,TCEB1P19
37775,ENSG00000241981,RPL21P49,35769,
37776,ENSG00000241983,RN7SL566P,46582,
37777,ENSG00000241984,RPL7AP2,23552,
37778,ENSG00000241985,WWTR1-IT1,41469,
37779,ENSG00000241990,PRR34-AS1,50499,
37780,ENSG00000241991,,,
37781,ENSG00000241992,RN7SL831P,46847,
37782,ENSG00000241993,RPL38P1,17093,
37783,ENSG00000241997,RN7SL323P,46339,
37784,ENSG00000242001,MYLKP2,56499,
37785,ENSG00000242009,,,
37786,ENSG00000242012,,,
37787,ENSG00000242014,RN7SL26P,46042,
37788,ENSG00000242017,ALG1L15P,44384,
37789,ENSG00000242019,KIR3DL3,16312,"CD158Z,KIR3DL7,KIR44,KIRC1"
37790,ENSG00000242020,RN7SL68P,46084,
37791,ENSG00000242021,,,
37792,ENSG00000242022,OR12D3,13963,HS6M1-27
37793,ENSG00000242028,HYPK,18418,"C15ORF63,FLJ20431,HSPC136"
37794,ENSG00000242029,,,
37795,ENSG00000242034,,,
37796,ENSG00000242036,CYCSP56,56573,
37797,ENSG00000242038,EGFL8,13944,"C6ORF8,NG3"
