ENSG_ID,gene_symbol,HGNC_ID,NCBI_ID,alias_symbol
ENSG00000211731,TRBV5-7,12224,28608,"TRBV57, TCRBV5S7, TCRBV5S7P"
ENSG00000211734,TRBV5-1,12218,28614,"TRBV51, TCRBV5S1, TCRBV5S1A1T"
ENSG00000211739,TRBV12-2,12184,28578,"TRBV122, TCRBV12S2, TCRBV8S5P"
ENSG00000211745,TRBV4-2,12216,28616,"TRBV42, TCRBV4S2, TCRBV7S3A2T"
ENSG00000211746,TRBV19,12194,28568,"TCRBV17S1A1T, TCRBV19S1"
ENSG00000211747,TRBV20-1,12196,28567,"TRBV201, TCRBV20S1, TCRBV2S1"
ENSG00000211749,TRBV23-1,12201,28564,"TRBV231, TCRBV19S1P, TCRBV23S1"
ENSG00000211750,TRBV24-1,12203,28563,"TRBV241, TCRBV15S1, TCRBV24S1"
ENSG00000211751,TRBC1,12156,28639,"TCRBC1, BV05S1J2.2"
ENSG00000211752,TRBV27,12208,28560,"TCRBV14S1, TCRBV27S1"
ENSG00000211753,TRBV28,12209,28559,"TCRBV28S1, TCRBV3S1"
ENSG00000211764,TRBJ2-1,12168,28629,"TRBJ21, TCRBJ2S1"
ENSG00000211765,TRBJ2-2,12169,28628,"TRBJ22, TCRBJ2S2"
ENSG00000211766,TRBJ2-2P,12170,28627,TRBJ22P
ENSG00000211767,TRBJ2-3,12171,28626,"TRBJ23, TCRBJ2S3"
ENSG00000211768,TRBJ2-4,12172,28625,"TRBJ24, TCRBJ2S4"
ENSG00000211769,TRBJ2-5,12173,28624,"TRBJ25, TCRBJ2S5"
ENSG00000211770,TRBJ2-6,12174,28623,"TRBJ26, TCRBJ2S6"
ENSG00000211771,TRBJ2-7,12175,28622,"TRBJ27, TCRBJ2S7"
ENSG00000211772,TRBC2,12157,28638,TCRBC2
ENSG00000211776,TRAV2,12116,28691,
ENSG00000211777,TRAV3,12128,28690,
ENSG00000211778,TRAV4,12140,28689,"TCRAV20S1, TCRAV4S1"
ENSG00000211779,TRAV5,12143,28688,
ENSG00000211780,TRAV6,12144,6956,
ENSG00000211781,TRAV7,12145,28686,
ENSG00000211782,TRAV8-1,12146,28685,
ENSG00000211783,TRAV9-1,12153,28678,
ENSG00000211784,TRAV10,12103,28676,"TCRAV10S1, TCRAV24S1"
ENSG00000211785,TRAV12-1,12105,28674,
ENSG00000211786,TRAV8-2,12147,28684,
ENSG00000211787,TRAV8-3,12148,28683,
ENSG00000211788,TRAV13-1,12108,28671,
ENSG00000211789,TRAV12-2,12106,28673,
ENSG00000211790,TRAV8-4,12149,28682,
ENSG00000211791,TRAV13-2,12109,28670,
ENSG00000211792,TRAV14DV4,12110,28669,"TRAV14/DV4, TCRAV6S1-hDV104S1, hADV14S1"
ENSG00000211793,TRAV9-2,12154,28677,
ENSG00000211794,TRAV12-3,12107,28672,"TRAV123, TCRAV2S2, TCRAV12S3"
ENSG00000211795,TRAV8-6,12151,28680,
ENSG00000211796,TRAV16,12112,28667,"TCRAV16S1, TCRAV9S1"
ENSG00000211797,TRAV17,12113,28666,"TCRAV17S1, TCRAV3S1"
ENSG00000211798,TRAV18,12114,28665,TCRAV18S1
ENSG00000211799,TRAV19,12115,28664,"TCRAV12S1, TCRAV19S1"
ENSG00000211800,TRAV20,12117,28663,
ENSG00000211801,TRAV21,12118,28662,
ENSG00000211802,TRAV22,12119,28661,"TCRAV13S1, TCRAV22S1"
ENSG00000211803,TRAV23DV6,12120,28660,"TRAV23/DV6, TCRAV17S1"
ENSG00000211804,TRDV1,12262,28518,hDV101S1
ENSG00000211805,TRAV24,12121,28659,
ENSG00000211806,TRAV25,12122,28658,"TCRAV25S1, TCRAV32S1"
ENSG00000211807,TRAV26-1,12123,28657,
ENSG00000211808,TRAV8-7,12152,28679,
ENSG00000211809,TRAV27,12125,28655,
ENSG00000211810,TRAV29DV5,12127,28653,TRAV29/DV5
ENSG00000211812,TRAV26-2,12124,28656,"TRAV262, TCRAV4S1, TCRAV26S2"
ENSG00000211813,TRAV34,12133,28648,"TCRAV26S1, TCRAV34S1"
ENSG00000211814,TRAV35,12134,28647,"TCRAV25S1, TCRAV35S1"
ENSG00000211815,TRAV36DV7,12135,28646,TRAV36/DV7
ENSG00000211816,TRAV38-1,12137,28644,"TRAV381, TCRAV14S2, TCRAV38S1"
ENSG00000211817,TRAV38-2DV8,12138,28643,"TRAV38-2/DV8, TRAV382DV8, TCRAV14S1, hADV38S2"
ENSG00000211818,TRAV39,12139,28642,"TCRAV27S1, TCRAV39S1"
ENSG00000211819,TRAV40,12141,28641,"TCRAV31S1, TCRAV40S1"
ENSG00000211820,TRAV41,12142,28640,"TCRAV19S1, TCRAV41S1"
ENSG00000211821,TRDV2,12263,28517,"hDV102S1, MGC117421"
ENSG00000211825,TRDJ1,12257,28522,
ENSG00000211826,TRDJ4,12260,28519,
ENSG00000211827,TRDJ2,12258,28521,
ENSG00000211828,TRDJ3,12259,28520,
ENSG00000211829,TRDC,12253,28526,
ENSG00000211831,TRAJ61,12094,28694,
ENSG00000211832,TRAJ59,12091,28696,
ENSG00000211833,TRAJ58,12090,28697,
ENSG00000211834,TRAJ57,12089,28698,
ENSG00000211835,TRAJ56,12088,28699,
ENSG00000211836,TRAJ54,12086,28701,
ENSG00000211837,TRAJ53,12085,28702,
ENSG00000211838,TRAJ52,12084,28703,
ENSG00000211839,TRAJ50,12082,28705,
ENSG00000211840,TRAJ49,12080,28706,
ENSG00000211841,TRAJ48,12079,28707,
ENSG00000211842,TRAJ47,12078,28708,
ENSG00000211843,TRAJ46,12077,28709,
ENSG00000211844,TRAJ45,12076,28710,
ENSG00000211845,TRAJ44,12075,28711,
ENSG00000211846,TRAJ43,12074,28712,
ENSG00000211847,TRAJ42,12073,28713,
ENSG00000211848,TRAJ41,12072,28714,
ENSG00000211849,TRAJ40,12071,28715,
ENSG00000211850,TRAJ39,12069,28716,
ENSG00000211851,TRAJ38,12068,28717,
ENSG00000211854,TRAJ35,12065,28720,
ENSG00000211855,TRAJ34,12064,28721,
ENSG00000211856,TRAJ33,12063,28722,
ENSG00000211857,TRAJ32,12062,28723,
ENSG00000211858,TRAJ31,12061,28724,
ENSG00000211859,TRAJ30,12060,28725,
ENSG00000211860,TRAJ29,12058,28726,
ENSG00000211861,TRAJ28,12057,28727,
ENSG00000211862,TRAJ27,12056,28728,
ENSG00000211863,TRAJ26,12055,28729,
ENSG00000211864,TRAJ25,12054,28730,
ENSG00000211865,TRAJ24,12053,28731,
ENSG00000211866,TRAJ23,12052,28732,
ENSG00000211867,TRAJ22,12051,28733,
ENSG00000211868,TRAJ21,12050,28734,
ENSG00000211869,TRAJ20,12049,28735,
ENSG00000211870,TRAJ19,12047,28736,
ENSG00000211871,TRAJ18,12046,28737,
ENSG00000211872,TRAJ17,12045,28738,
ENSG00000211873,TRAJ16,12044,28739,
ENSG00000211875,TRAJ14,12042,28741,
ENSG00000211876,TRAJ13,12041,28742,
ENSG00000211877,TRAJ12,12040,28743,
ENSG00000211878,TRAJ11,12039,28744,
ENSG00000211879,TRAJ10,12038,28745,
ENSG00000211880,TRAJ9,12097,28746,
ENSG00000211881,TRAJ8,12096,28747,
ENSG00000211882,TRAJ7,12095,28748,
ENSG00000211883,TRAJ6,12092,28749,
ENSG00000211884,TRAJ5,12081,28750,
ENSG00000211885,TRAJ4,12070,28751,
ENSG00000211886,TRAJ3,12059,28752,
ENSG00000211887,TRAJ2,12048,28753,
ENSG00000211888,TRAJ1,12037,28754,
ENSG00000211890,IGHA2,5479,3494,
ENSG00000211891,IGHE,5522,3497,
ENSG00000211892,IGHG4,5528,3503,
ENSG00000211893,IGHG2,5526,3501,
ENSG00000211895,IGHA1,5478,3493,AL928768.3
ENSG00000211896,IGHG1,5525,3500,
ENSG00000211897,IGHG3,5527,3502,
ENSG00000211898,IGHD,5480,3495,"FLJ00382, FLJ46727, MGC29633"
ENSG00000211899,IGHM,5541,3507,
ENSG00000211900,IGHJ6,5540,28475,
ENSG00000211904,IGHJ2,5534,28481,
ENSG00000211905,IGHJ1,5532,28483,
ENSG00000211907,IGHD1-26,5485,28506,IGHD126
ENSG00000211909,IGHD5-24,5510,28489,IGHD524
ENSG00000211911,IGHD3-22,5497,28497,IGHD322
ENSG00000211912,IGHD2-21,5491,28502,IGHD221
ENSG00000211914,IGHD6-19,5515,28486,IGHD619
ENSG00000211915,IGHD5-18,5509,28490,IGHD518
ENSG00000211917,IGHD3-16,5496,28498,IGHD316
ENSG00000211918,IGHD2-15,5489,28503,"IGHD215, D2"
ENSG00000211920,IGHD6-13,5514,28487,"IGHD613, DN1"
ENSG00000211921,IGHD5-12,5508,28491,"IGHD512, DK1"
ENSG00000211923,IGHD3-10,5495,28499,"IGHD310, DXP'1"
ENSG00000211924,IGHD3-9,5499,28500,"IGHD39, DXP1"
ENSG00000211925,IGHD2-8,5492,28504,"IGHD28, DLR1"
ENSG00000211928,IGHD5-5,5511,28492,"IGHD55, DK4"
ENSG00000211930,IGHD3-3,5498,28501,"IGHD33, DXP4"
ENSG00000211931,IGHD2-2,5490,28505,IGHD22
ENSG00000211933,IGHV6-1,5662,28385,
ENSG00000211934,IGHV1-2,5550,28474,V35
ENSG00000211935,IGHV1-3,5552,28473,VI-3B
ENSG00000211937,IGHV2-5,5576,28457,
ENSG00000211938,IGHV3-7,5620,28452,
ENSG00000211941,IGHV3-11,5580,28450,
ENSG00000211942,IGHV3-13,5581,28449,
ENSG00000211943,IGHV3-15,5582,28448,
ENSG00000211944,IGHV3-16,5583,28447,
ENSG00000211945,IGHV1-18,5549,28468,
ENSG00000211946,IGHV3-20,5585,28445,
ENSG00000211947,IGHV3-21,5586,28444,
ENSG00000211949,IGHV3-23,5588,28442,
ENSG00000211950,IGHV1-24,5551,28467,
ENSG00000211951,IGHV2-26,5575,28455,
ENSG00000211952,IGHV4-28,5645,28400,
ENSG00000211955,IGHV3-33,5596,28434,
ENSG00000211956,IGHV4-34,5650,28395,
ENSG00000211957,IGHV3-35,5598,28432,
ENSG00000211958,IGHV3-38,5601,28429,
ENSG00000211959,IGHV4-39,5651,28394,
ENSG00000211961,IGHV1-45,5553,28466,
ENSG00000211962,IGHV1-46,5554,28465,
ENSG00000211964,IGHV3-48,5606,28424,
ENSG00000211965,IGHV3-49,5607,28423,
ENSG00000211966,IGHV5-51,5659,28388,
ENSG00000211967,IGHV3-53,5610,28420,
ENSG00000211968,IGHV1-58,5555,28464,
ENSG00000211970,IGHV4-61,5655,28391,
ENSG00000211972,IGHV3-66,5619,28412,
ENSG00000211973,IGHV1-69,5558,28461,
ENSG00000211974,IGHV2-70D,49602,102723168,
ENSG00000211976,IGHV3-73,5623,28409,
ENSG00000211978,IGHV5-78,5660,28387,
ENSG00000211979,IGHV7-81,5669,28378,
ENSG00000211991,MIR676,38880,100500887,hsa-mir-676
ENSG00000211997,MIR708,33654,100126333,hsa-mir-708
ENSG00000212013,MIR509-2,33641,100126301,hsa-mir-509-2
ENSG00000212014,MIR509-3,33675,100126337,hsa-mir-509-3
ENSG00000212017,MIR548U,38316,100422884,hsa-mir-548u
ENSG00000212024,MIR550A3,41870,100616354,hsa-mir-550a-3
ENSG00000212027,MIR374B,33665,100126317,hsa-mir-374b
ENSG00000212036,MIR548BA,50260,102465854,hsa-mir-548ba
ENSG00000212040,MIR543,33664,100126335,hsa-mir-543
ENSG00000212051,MIR320C2,35387,100302195,hsa-mir-320c-2
ENSG00000212100,MIR764,37306,100313838,hsa-mir-764
ENSG00000212102,MIR301B,33667,100126318,hsa-mir-301b
ENSG00000212122,TSSK1B,14968,83942,"SPOGA4, FKSG81"
ENSG00000212123,PRR22,28354,163154,MGC24975
ENSG00000212124,TAS2R19,19108,259294,"T2R19, T2R23"
ENSG00000212125,TAS2R15P,19106,266657,"T2R15, PS8"
ENSG00000212126,TAS2R50,18882,259296,T2R51
ENSG00000212127,TAS2R14,14920,50840,"T2R14, TRB1"
ENSG00000212128,TAS2R13,14919,50838,"T2R13, TRB3"
ENSG00000212133,RNU6-1168P,48131,106481548,
ENSG00000212135,SNORD67,32728,692108,HBII-166
ENSG00000212136,RNU6-696P,47659,106479873,
ENSG00000212138,RNA5SP372,43272,100873630,
ENSG00000212140,RNU6-1320P,48283,106480659,
ENSG00000212146,RNU6-910P,47873,106481777,
ENSG00000212147,RNU6-1106P,48069,106480053,
ENSG00000212153,RNU1-82P,48424,106480175,
ENSG00000212154,RNA5SP377,43277,106479011,
ENSG00000212156,RNU6-576P,47539,106479821,
ENSG00000212157,RNU6-1319P,48282,106480142,
ENSG00000212158,SNORD66,32727,692107,HBII-142
ENSG00000212160,RNU6-205P,47168,106633815,
ENSG00000212163,SNORD91A,32752,692207,HBII-296a
ENSG00000212167,RNU6-763P,47726,106481421,
ENSG00000212170,RNU1-77P,48419,106480173,
ENSG00000212171,RNA5SP86,42884,100873319,
ENSG00000212172,RNU1-149P,48491,107048983,
ENSG00000212176,RNA5SP207,43107,100873467,
ENSG00000212184,RNU6-440P,47403,106481895,
ENSG00000212186,RNU6-258P,47221,106481259,
ENSG00000212189,RNU6-328P,47291,106479711,
ENSG00000212190,RNU6-298P,47261,106481273,
ENSG00000212199,RNU6-127P,47090,106480554,
ENSG00000212204,RNA5SP91,42889,100873324,
ENSG00000212207,RNU6-1321P,48284,106481597,
ENSG00000212214,SNORA48B,52207,109616969,
ENSG00000212215,RNU6-913P,47876,106481467,
ENSG00000212216,RNU6-816P,47779,106480401,
ENSG00000212219,RNU6-604P,47567,106479833,
ENSG00000212221,RNU6-220P,47183,106481247,
ENSG00000212226,RNU6-907P,47870,106480620,
ENSG00000212230,RNU6-747P,47710,106480399,
ENSG00000212232,SNORD17,32713,692086,HBI-43
ENSG00000212237,RNA5SP18,42586,100873273,
ENSG00000212238,RNA5SP244,43144,100885864,
ENSG00000212240,RNU6-930P,47893,106480622,
ENSG00000212242,RNA5SP219,43119,100873479,
ENSG00000212246,RNU6-360P,47323,106479726,
ENSG00000212247,RNU6-278P,47241,106481767,
ENSG00000212248,RNU6-750P,47713,106479897,
ENSG00000212251,RNA5SP376,43276,106479010,
ENSG00000212257,RNU6-1176P,48139,106481551,
ENSG00000212258,RNA5SP176,43076,100873438,
ENSG00000212259,RNU6-308P,47271,106480568,
ENSG00000212260,RNU6-724P,47687,106479887,
ENSG00000212264,SNORD65C,52232,109616981,
ENSG00000212265,RNA5SP185,43085,100873447,
ENSG00000212269,RNU6-788P,47751,106480609,
ENSG00000212276,RNA5SP292,43192,100873545,
ENSG00000212280,RNA5SP256,43156,100873510,
ENSG00000212282,RNU6-578P,47541,106481904,
ENSG00000212283,SNORD89,32750,692205,HBII-289
ENSG00000212289,RNA5SP339,43239,100873602,
ENSG00000212290,RNA5SP424,43324,100873675,
ENSG00000212292,RNU6-239P,47202,106480563,
ENSG00000212295,SNORD28B,52225,109617011,
ENSG00000212296,SNORD72,32733,619564,HBII-240
ENSG00000212297,RNU6-821P,47784,106481440,
ENSG00000212298,RNU6-1009P,47972,106481499,
ENSG00000212303,RNU6-1154P,48117,106480074,
ENSG00000212304,SNORD12,32708,692057,"HBII-99, hsa-mir-1259"
ENSG00000212305,RNU6-679P,47642,106479866,
ENSG00000212308,RNA5SP23,42591,100873278,
ENSG00000212309,SNORD70B,52233,109616995,
ENSG00000212312,RNA5SP109,42907,100873379,
ENSG00000212314,RNU6-1307P,48270,106481593,
ENSG00000212316,RNU6-1228P,48191,106480103,
ENSG00000212324,RNU6-129P,47092,106479623,
ENSG00000212327,RNU6-882P,47845,106481457,
ENSG00000212329,RNU6-316P,47279,106481279,
ENSG00000212330,RNU6-244P,47207,106866981,
ENSG00000212331,RNA5SP297,43197,106479003,
ENSG00000212332,RNU6-780P,47743,106481427,
ENSG00000212333,RNA5SP213,43113,100873473,
ENSG00000212336,RNA5SP210,43110,100873470,
ENSG00000212340,RNU6-739P,47702,106481413,
ENSG00000212344,RNU6-823P,47786,106481441,
ENSG00000212345,RNU6-700P,47663,106480398,
ENSG00000212348,RNU6-1300P,48263,106480134,
ENSG00000212354,RNU6-1242P,48205,106480108,
ENSG00000212358,RNU6-837P,47800,106479936,
ENSG00000212359,RNU6-550P,47513,106481355,
ENSG00000212360,RNU6-1177P,48140,106480645,
ENSG00000212365,RNA5SP332,43232,100873598,
ENSG00000212366,RNU6-1246P,48209,106480110,
ENSG00000212368,RNU6-1000P,47963,106481496,
ENSG00000212370,RNU6-482P,47445,106481332,
ENSG00000212373,RNA5SP171,43071,100873436,
ENSG00000212374,RNU6-401P,47364,106479743,
ENSG00000212379,RNU6-269P,47232,106481263,
ENSG00000212380,SNORD115-45,33064,100036566,"HBII-52-45, SNORD115-48"
ENSG00000212382,RNU6-159P,47122,106480557,
ENSG00000212384,SNORD113-2,32981,767562,14q(I-2)
ENSG00000212385,RNU6-817P,47780,106479927,
ENSG00000212387,RNU6-1055P,48018,107105256,
ENSG00000212388,RNU6-796P,47759,106481432,
ENSG00000212389,RNU6-1275P,48238,106480122,
ENSG00000212396,RNA5SP323,43223,100873589,
ENSG00000212398,RNU6-1248P,48211,106480111,
ENSG00000212402,SNORA74B,32660,677841,U19-2
ENSG00000212407,RNU6-663P,47626,106481391,
ENSG00000212409,RNY4P18,34068,100379298,
ENSG00000212410,RNU6-932P,47895,106481474,
ENSG00000212413,RNU11-3P,46943,106479562,
ENSG00000212414,SNORD77B,52235,109616982,
ENSG00000212418,RNY4P36,50884,106480313,
ENSG00000212420,RNU6-1111P,48074,106481530,
ENSG00000212424,RNU1-119P,48461,106480668,
ENSG00000212425,RNA5SP105,42903,100873376,
ENSG00000212429,RNU11-6P,46946,106480544,
ENSG00000212433,RNA5SP252,43152,100873508,
ENSG00000212441,RNU6-1269P,48232,106480119,
ENSG00000212442,RNU6-243P,47206,106479675,
ENSG00000212443,SNORA53,32646,677832,ACA53
ENSG00000212446,RNU6-131P,47094,106479624,
ENSG00000212447,SNORD90,32751,692206,HBII-295
ENSG00000212450,RNU6-241P,47204,106479674,
ENSG00000212451,RNU11-4P,46944,106481174,
ENSG00000212452,SNORD69,32730,692109,HBII-210
ENSG00000212454,RNA5SP286,43186,100873539,
ENSG00000212457,RNU6-644P,47607,106481385,
ENSG00000212459,RNU6-695P,47658,106481400,
ENSG00000212460,RNU6-460P,47423,106479769,
ENSG00000212464,SNORA12,32600,677800,U108
ENSG00000212466,RNU6-952P,47915,106479987,
ENSG00000212468,RNU6-754P,47717,106481418,
ENSG00000212469,RNU6-1158P,48121,106480076,
ENSG00000212473,RNU1-101P,48443,106480667,
ENSG00000212475,RNU6-400P,47363,106481304,
ENSG00000212482,RNU6-530P,47493,106479801,
ENSG00000212485,RNU6-1197P,48160,106481558,
ENSG00000212489,RNU6-1109P,48072,106480054,
ENSG00000212493,SNORD19,32717,692089,HBII-108
ENSG00000212495,RNU6-332P,47295,106481284,
ENSG00000212496,RNU6-1093P,48056,106481524,
ENSG00000212497,RNA5SP465,43365,100873709,
ENSG00000212498,SNORD86,32745,692201,U86
ENSG00000212499,RNA5SP300,43200,100873575,
ENSG00000212505,RNA5SP299,43199,100873574,
ENSG00000212510,RNU6-972P,47935,106479995,
ENSG00000212516,RNU6-1268P,48231,106480654,
ENSG00000212518,RNU11-5P,46945,106479563,
ENSG00000212520,RNU6-1250P,48213,106481575,
ENSG00000212521,RNU6-918P,47881,106481469,
ENSG00000212525,RNA5SP212,43112,100873472,
ENSG00000212526,RNU6-466P,47429,106481770,
ENSG00000212527,RNA5SP63,42840,100873298,
ENSG00000212528,SNORD115-47,33065,100036567,HBII-52-47
ENSG00000212534,SNORD70,32731,692110,"HBII-234, SNORD70A"
ENSG00000212535,RNU6-808P,47771,106481436,
ENSG00000212536,RNA5SP474,43374,100873716,
ENSG00000212541,RNU6-510P,47473,106481342,
ENSG00000212542,RNA5SP496,43396,100873738,
ENSG00000212545,RNU6-337P,47300,106479716,
ENSG00000212546,RNU6-995P,47958,106481494,
ENSG00000212549,RNA5SP354,43254,100873614,
ENSG00000212550,RNU1-78P,48420,106480665,
ENSG00000212555,RNU6-192P,47155,106481237,
ENSG00000212559,RNA5SP35,42611,100873367,
ENSG00000212560,RNU6-630P,47593,106481380,
ENSG00000212561,RNU6-381P,47344,106480576,
ENSG00000212564,RNU6-1326P,48289,106481951,
ENSG00000212568,RNU6-1254P,48217,106481576,
ENSG00000212571,RNA5SP482,43382,100873724,
ENSG00000212572,RNU6-903P,47866,106481464,
ENSG00000212576,RNA5SP467,43367,100873711,
ENSG00000212584,RNU6-587P,47550,106481366,
ENSG00000212587,SNORA40C,52205,109616968,
ENSG00000212588,SNORA26,32616,677810,HBI-6
ENSG00000212595,RNA5SP525,53794,111644134,
ENSG00000212597,RNU6-876P,47839,106481455,
ENSG00000212599,RNU6-279P,47242,106479690,
ENSG00000212601,RNA5SP53,42830,100873291,
ENSG00000212605,RNU1-56P,48398,106480165,
ENSG00000212607,SNORA3B,32638,677826,ACA3-2
ENSG00000212609,RNU1-139P,48481,106480196,
ENSG00000212612,RNU6-1239P,48202,106481571,
ENSG00000212623,RNU6-493P,47456,106481336,
ENSG00000212625,RNA5SP397,43297,100873650,
ENSG00000212628,RNA5SP241,43141,100873499,
ENSG00000212643,ZRSR2P1,12456,7310,"U2AF1-RS1, U2AF1RS1, ZC3H21"
ENSG00000212657,KRTAP16-1,18916,100505753,KAP16.1
ENSG00000212658,KRTAP29-1,34211,100533177,KAP29.2
ENSG00000212659,KRTAP9-6,18914,100507608,KAP9.6
ENSG00000212664,RPL17P39,36427,645296,
ENSG00000212694,LINC01089,27886,338799,"LIMT, AK096174"
ENSG00000212710,CTAGE1,24346,64693,"cTAGE-1, cTAGE-2, CTAGE, CT21.1, CT21.2"
ENSG00000212717,DEFB117,18098,245931,DEFB-17
ENSG00000212719,LINC02693,27904,339263,"FLJ12977, FLJ31874, FLJ33618"
ENSG00000212721,KRTAP4-11,18911,653240,"KAP4.11, KAP4.14"
ENSG00000212722,KRTAP4-9,18910,100132386,KAP4.9
ENSG00000212724,KRTAP2-3,18906,730755,KAP2.3
ENSG00000212725,KRTAP2-1,16775,81872,KAP2.1A
ENSG00000212743,LINC02656,54142,399716,
ENSG00000212747,RTL8B,33156,441518,"MAR8B, CXX1c, SIRH4"
ENSG00000212766,EWSAT1,26596,283673,FLJ33768
ENSG00000212769,HMGN2P8,31662,100288691,AC022394.1
ENSG00000212789,ST13P5,18556,144106,
ENSG00000212802,RPL15P3,21538,653232,bA511S14.1
ENSG00000212807,OR2A42,31230,402317,
ENSG00000212829,RPS26P3,23411,441386,bA338L20.1
ENSG00000212855,TTTY2,14023,60439,"TTY2, lINC00109"
ENSG00000212856,TTTY2B,37982,100101117,
ENSG00000212864,RNF208,25420,727800,DKFZP761H1710
ENSG00000212899,KRTAP3-3,18890,85293,KAP3.3
ENSG00000212900,KRTAP3-2,16779,83897,KAP3.2
ENSG00000212901,KRTAP3-1,16778,83896,KAP3.1
ENSG00000212907,MT-ND4L,7460,4539,"ND4L, NAD4L"
ENSG00000212916,MAP10,29265,54627,MTR120
ENSG00000212932,RPL23AP4,10321,54029,
ENSG00000212933,KRTAP12-4,20532,386684,KRTAP12.4
ENSG00000212935,KRTAP10-3,22968,386682,"KAP10.3, KAP18.3"
ENSG00000212938,KRTAP6-3,18933,337968,KAP6.3
ENSG00000212961,HNRNPA1P40,48769,100129920,
ENSG00000212978,C2orf74-DT,27941,339803,
ENSG00000212993,POU5F1B,9223,5462,OTF3C
ENSG00000212994,RPS26P6,31090,392256,
ENSG00000213003,BTF3P12,1127,652963,HUMBTFC
ENSG00000213005,PTTG3P,13422,26255,PTTG1P3
ENSG00000213013,RPS15AP36,36803,100271650,
ENSG00000213014,VN2R17P,33223,649186,
ENSG00000213015,ZNF580,29473,51157,
ENSG00000213018,PABPN1P1,54988,100420758,
ENSG00000213020,ZNF611,28766,81856,MGC5384
ENSG00000213022,KLK9,6370,284366,KLK-L3
ENSG00000213023,SYT3,11511,84258,
ENSG00000213024,NUP62,8066,23636,"p62, DKFZp547L134, IBSN, SNDI, MGC841, FLJ20822, FLJ43869"
ENSG00000213025,COX20P1,31435,100507102,bA119F7.2
ENSG00000213026,CFL1P4,1880,645980,
ENSG00000213028,KIAA1191P3,56787,100131918,
ENSG00000213030,CGB8,16453,94115,
ENSG00000213032,NDUFA3P3,45052,644482,
ENSG00000213033,AURKAP1,18611,6791,AurAps1
ENSG00000213035,RPL23AP80,36956,390949,
ENSG00000213041,RPL17P8,35651,730255,
ENSG00000213046,EEF1A1P32,37909,730232,
ENSG00000213047,DENND1B,28404,163486,"MGC27044, FLJ20054"
ENSG00000213048,OR5S1P,15040,391496,
ENSG00000213049,HNRNPA1P34,48763,100996501,
ENSG00000213050,TPM3P1,16350,252956,
ENSG00000213051,RPL5P5,35564,730213,
ENSG00000213055,EEF1B2P7,51454,100421756,
ENSG00000213057,C1orf220,33805,400798,FLJ35530
ENSG00000213061,PFN1P11,42994,100873784,
ENSG00000213063,RPL29P7,36859,100270972,
ENSG00000213064,SFT2D2,25140,375035,"UNQ512, dJ747L4.C1.2"
ENSG00000213066,CEP43,17012,11116,FOP
ENSG00000213069,KRT8P40,39874,100418728,
ENSG00000213070,HMGB3P6,39283,729952,
ENSG00000213071,LPAL2,21210,80350,APOARGC
ENSG00000213073,CHP1P2,54896,729603,
ENSG00000213075,RPL31P11,35849,641311,
ENSG00000213079,SCAF8,20959,22828,KIAA1116
ENSG00000213081,ARPC1BP1,54638,100288663,
ENSG00000213082,PPP1R14BP2,16329,729406,
ENSG00000213083,VPS26CP1,54684,100420893,
ENSG00000213085,CFAP45,17229,25790,NESG1
ENSG00000213088,ACKR1,4035,2532,"CCBP1, GPD, Dfy, CD234"
ENSG00000213089,PDCL3P5,44506,644850,
ENSG00000213090,SCYL2P1,54685,100420110,
ENSG00000213091,PHB1P1,8913,5246,
ENSG00000213096,ZNF254,13047,9534,"HD-ZNF1, BMZF-5"
ENSG00000213100,KRT18P68,48895,139060,
ENSG00000213104,NPM1P46,45225,729342,
ENSG00000213107,AHCYP5,44997,391470,
ENSG00000213108,BTF3L4P3,39647,391040,
ENSG00000213109,RPL7AP37,36507,645257,
ENSG00000213110,RNF11P1,33988,100131695,
ENSG00000213111,COX5BP2,2271,1331,
ENSG00000213113,TUBB8P8,42346,102723626,
ENSG00000213117,MEMO1P2,38502,645175,
ENSG00000213118,CHCHD2P4,39588,100874507,
ENSG00000213120,LIN28AP1,38055,129402,
ENSG00000213122,RPL23AP46,35894,442260,
ENSG00000213123,DYNLT2B,28482,255758,MGC33212
ENSG00000213126,TXNL4AP1,54569,100131482,
ENSG00000213128,RPL32P31,37035,201259,
ENSG00000213130,EEF1DP5,33524,442258,
ENSG00000213131,YWHAZP4,30851,246737,
ENSG00000213133,PPP1R14BP5,16332,442256,
ENSG00000213137,ARF1P2,39883,100420012,
ENSG00000213139,CRYGS,2417,1427,
ENSG00000213140,ELK2AP,3323,2003,ELK2.1
ENSG00000213145,CRIP1,2360,1396,CRIP
ENSG00000213147,RPL23AP60,35966,728933,
ENSG00000213148,JPT1P1,54768,100130171,
ENSG00000213149,CNN2P9,39534,441166,
ENSG00000213152,RPL7AP60,35859,100271538,
ENSG00000213155,ZCCHC10P1,56594,101929598,
ENSG00000213157,RPL32P10,35641,391595,
ENSG00000213158,GAPDHP36,37790,647249,
ENSG00000213159,CEND1P1,43674,122631,
ENSG00000213160,KLHL23,27506,151230,"MGC2610, FLJ37812, MGC22679"
ENSG00000213169,RPL8P4,35555,402150,
ENSG00000213170,SAR1AP2,20770,641312,"Em:AC026226.2, SARA1P"
ENSG00000213171,LINGO4,31814,339398,
ENSG00000213174,RPL28P1,31359,402149,bcm2489
ENSG00000213176,RPL13P6,19809,100129176,
