HGNC ID	Alias symbol	NCBI gene ID	Ensembl gene ID	Approved symbol
HGNC:17493	Gem	51053	ENSG00000112312	GMNN
HGNC:22923		29926	ENSG00000144591	GMPPA
HGNC:22932	KIAA1851	29925	ENSG00000173540	GMPPB
HGNC:4376	GMPR1	2766	ENSG00000137198	GMPR
HGNC:4377		51292	ENSG00000100938	GMPR2
HGNC:4378	GATD7	8833	ENSG00000163655	GMPS
HGNC:39428		728564	ENSG00000250471	GMPSP1
HGNC:4379	FBH	2767	ENSG00000088256	GNA11
HGNC:4379	FBH2	2767	ENSG00000088256	GNA11
HGNC:4379	FHH2	2767	ENSG00000088256	GNA11
HGNC:4380	gep	2768	ENSG00000146535	GNA12
HGNC:4381	G13	10672	ENSG00000120063	GNA13
HGNC:4381	MGC46138	10672	ENSG00000120063	GNA13
HGNC:54705		100422337	ENSG00000230237	GNA13P1
HGNC:4382		9630	ENSG00000156049	GNA14
HGNC:50451		101927422	ENSG00000231373	GNA14-AS1
HGNC:4383	GNA16	2769	ENSG00000060558	GNA15
HGNC:55293		100996351	ENSG00000267551	GNA15-DT
HGNC:4384		2770	ENSG00000127955	GNAI1
HGNC:4385	GIP	2771	ENSG00000114353	GNAI2
HGNC:4386		2772	ENSG00000255749	GNAI2P1
HGNC:45110		401646	ENSG00000231957	GNAI2P2
HGNC:4387	87U6	2773	ENSG00000065135	GNAI3
HGNC:4388		2774	ENSG00000141404	GNAL
HGNC:4389	G-ALPHA-o	2775	ENSG00000087258	GNAO1
HGNC:24498		26077	ENSG00000261439	GNAO1-AS1
HGNC:27543		283856	ENSG00000246379	GNAO1-DT
HGNC:4390	G-ALPHA-q	2776	ENSG00000156052	GNAQ
HGNC:4390	GAQ	2776	ENSG00000156052	GNAQ
HGNC:4391		2777	ENSG00000214077	GNAQP1
HGNC:4392	NESP55	2778	ENSG00000087460	GNAS
HGNC:4392	NESP	2778	ENSG00000087460	GNAS
HGNC:4392	GNASXL	2778	ENSG00000087460	GNAS
HGNC:4392	GPSA	2778	ENSG00000087460	GNAS
HGNC:4392	SCG6	2778	ENSG00000087460	GNAS
HGNC:4392	SgVI	2778	ENSG00000087460	GNAS
HGNC:24872	SANG	149775	ENSG00000235590	GNAS-AS1
HGNC:24872	NESP-AS	149775	ENSG00000235590	GNAS-AS1
HGNC:24872	NESPAS	149775	ENSG00000235590	GNAS-AS1
HGNC:24872	GNAS1AS	149775	ENSG00000235590	GNAS-AS1
HGNC:24872	NCRNA00075	149775	ENSG00000235590	GNAS-AS1
HGNC:4393	CSNBAD3	2779	ENSG00000114349	GNAT1
HGNC:4394	ACHM4	2780	ENSG00000134183	GNAT2
HGNC:22800	gustducin	346562	ENSG00000214415	GNAT3
HGNC:22800	GDCA	346562	ENSG00000214415	GNAT3
HGNC:4395		2781	ENSG00000128266	GNAZ
HGNC:4396		2782	ENSG00000078369	GNB1
HGNC:55772		105378949	ENSG00000231050	GNB1-DT
HGNC:4397	GY2	54584	ENSG00000185838	GNB1L
HGNC:4397	WDR14	54584	ENSG00000185838	GNB1L
HGNC:4398		2783	ENSG00000172354	GNB2
HGNC:4400		2784	ENSG00000111664	GNB3
HGNC:20731		59345	ENSG00000114450	GNB4
HGNC:4401	GB5	10681	ENSG00000069966	GNB5
HGNC:23657	Uae1	10020	ENSG00000159921	GNE
HGNC:4404		54331	ENSG00000186469	GNG2
HGNC:4405		2785	ENSG00000162188	GNG3
HGNC:4407		2786	ENSG00000168243	GNG4
HGNC:4408		2787	ENSG00000174021	GNG5
HGNC:24826		347687	ENSG00000133136	GNG5B
HGNC:4409		2789	ENSG00000213536	GNG5P1
HGNC:33552		100101932	ENSG00000254949	GNG5P3
HGNC:33553		100101933		GNG5P4
HGNC:33554		100101935	ENSG00000234590	GNG5P5
HGNC:4410	FLJ00058	2788	ENSG00000176533	GNG7
HGNC:19664		94235	ENSG00000167414	GNG8
HGNC:4402		2790	ENSG00000242616	GNG10
HGNC:49502		100526656	ENSG00000234016	GNG10P1
HGNC:4403	GNGT11	2791	ENSG00000127920	GNG11
HGNC:19663		55970	ENSG00000172380	GNG12
HGNC:43938		100289178	ENSG00000232284	GNG12-AS1
HGNC:14131	h2-35	51764	ENSG00000127588	GNG13
HGNC:14131	G(gamma)13	51764	ENSG00000127588	GNG13
HGNC:53439		105372280	ENSG00000283980	GNG14
HGNC:4411	GNG1	2792	ENSG00000127928	GNGT1
HGNC:4412	GNG9	2793	ENSG00000167083	GNGT2
HGNC:4413	HSR1	2794	ENSG00000204590	GNL1
HGNC:29925	Ngp-1	29889	ENSG00000134697	GNL2
HGNC:29925	HUMAUANTIG	29889	ENSG00000134697	GNL2
HGNC:29925	Nog2	29889	ENSG00000134697	GNL2
HGNC:29925	Nug2	29889	ENSG00000134697	GNL2
HGNC:50779		100270790	ENSG00000223893	GNL2P1
HGNC:29931	C77032	26354	ENSG00000163938	GNL3
HGNC:29931	E2IG3	26354	ENSG00000163938	GNL3
HGNC:29931	MGC800	26354	ENSG00000163938	GNL3
HGNC:29931	NS	26354	ENSG00000163938	GNL3
HGNC:29931	Nug1	26354	ENSG00000163938	GNL3
HGNC:25553	FLJ10613	54552	ENSG00000130119	GNL3L
HGNC:25553	GNL3B	54552	ENSG00000130119	GNL3L
HGNC:25733	FLJ12595	80060	ENSG00000215032	GNL3LP1
HGNC:4414	NKG5	10578	ENSG00000115523	GNLY
HGNC:4414	LAG-2	10578	ENSG00000115523	GNLY
HGNC:4414	D2S69E	10578	ENSG00000115523	GNLY
HGNC:4414	TLA519	10578	ENSG00000115523	GNLY
HGNC:4415		27232	ENSG00000124713	GNMT
HGNC:4416	DHAPAT	8443	ENSG00000116906	GNPAT
HGNC:4416	DAPAT	8443	ENSG00000116906	GNPAT
HGNC:4416	DAP-AT	8443	ENSG00000116906	GNPAT
HGNC:34031		100130060	ENSG00000259844	GNPATP
HGNC:4417	GNPDA	10007	ENSG00000113552	GNPDA1
HGNC:4417	HLN	10007	ENSG00000113552	GNPDA1
HGNC:4417	GPI	10007	ENSG00000113552	GNPDA1
HGNC:4417	KIAA0060	10007	ENSG00000113552	GNPDA1
HGNC:21526	SB52	132789	ENSG00000163281	GNPDA2
HGNC:19980	Gpnat1	64841	ENSG00000100522	GNPNAT1
HGNC:19980	FLJ10607	64841	ENSG00000100522	GNPNAT1
HGNC:29670	KIAA1208	79158	ENSG00000111670	GNPTAB
HGNC:29670	MGC4170	79158	ENSG00000111670	GNPTAB
HGNC:23026	CAB56184	84572	ENSG00000090581	GNPTG
HGNC:23026	c316G12.3	84572	ENSG00000090581	GNPTG
HGNC:4419		2796	ENSG00000147437	GNRH1
HGNC:4420		2797	ENSG00000125787	GNRH2
HGNC:4421	LHRHR	2798	ENSG00000109163	GNRHR
HGNC:16341	GNRHR2P	114814	ENSG00000211451	GNRHR2
HGNC:39424		404718	ENSG00000259169	GNRHR2P1
HGNC:4422		2799	ENSG00000135677	GNS
HGNC:4424	golgin-97	2800	ENSG00000136935	GOLGA1
HGNC:4424	MGC33154	2800	ENSG00000136935	GOLGA1
HGNC:4425	GM130	2801	ENSG00000167110	GOLGA2
HGNC:4425	golgin-95	2801	ENSG00000167110	GOLGA2
HGNC:31052		100418751	ENSG00000205333	GOLGA2P1
HGNC:16479		84559	ENSG00000239533	GOLGA2P2Y
HGNC:32426		401634	ENSG00000172297	GOLGA2P3Y
HGNC:38600		100873742	ENSG00000229608	GOLGA2P4
HGNC:25315	DKFZp434M0331	55592	ENSG00000238105	GOLGA2P5
HGNC:44948		729668	ENSG00000241621	GOLGA2P6
HGNC:49516		388152	ENSG00000225151	GOLGA2P7
HGNC:49922		728477	ENSG00000214433	GOLGA2P8
HGNC:49921		440518	ENSG00000269332	GOLGA2P9
HGNC:26229	FLJ22795	80154	ENSG00000255769	GOLGA2P10
HGNC:26229	AgSK1	80154	ENSG00000255769	GOLGA2P10
HGNC:26788	FLJ38723	255180	ENSG00000260062	GOLGA2P11
HGNC:4426	golgin-160	2802	ENSG00000090615	GOLGA3
HGNC:4426	GCP170	2802	ENSG00000090615	GOLGA3
HGNC:4426	MEA-2	2802	ENSG00000090615	GOLGA3
HGNC:4427	GOLG	2803	ENSG00000144674	GOLGA4
HGNC:4427	GCP2	2803	ENSG00000144674	GOLGA4
HGNC:4427	p230	2803	ENSG00000144674	GOLGA4
HGNC:4427	golgin-240	2803	ENSG00000144674	GOLGA4
HGNC:26469		152048	ENSG00000270194	GOLGA4-AS1
HGNC:18660		192131		GOLGA4P1
HGNC:20727		192132		GOLGA4P2
HGNC:43786		192130		GOLGA4P3
HGNC:4428	ret-II	9950	ENSG00000066455	GOLGA5
HGNC:4428	golgin-84	9950	ENSG00000066455	GOLGA5
HGNC:4428	rfg5	9950	ENSG00000066455	GOLGA5
HGNC:4428	GOLIM5	9950	ENSG00000066455	GOLGA5
HGNC:43925		100418736	ENSG00000251215	GOLGA5P1
HGNC:13567	GLP	342096	ENSG00000159289	GOLGA6A
HGNC:32205		55889	ENSG00000215186	GOLGA6B
HGNC:32206		653641	ENSG00000167195	GOLGA6C
HGNC:32204		653643	ENSG00000140478	GOLGA6D
HGNC:55708		441728	ENSG00000187812	GOLGA6EP
HGNC:49206		645752	ENSG00000260776	GOLGA6FP
HGNC:55709		112268142	ENSG00000261303	GOLGA6GP
HGNC:37444		283767	ENSG00000273976	GOLGA6L1
HGNC:26695	CT105	283685	ENSG00000174450	GOLGA6L2
HGNC:26695	FLJ36144	283685	ENSG00000174450	GOLGA6L2
HGNC:37441		100133220	ENSG00000188388	GOLGA6L3P
HGNC:27256		643707	ENSG00000184206	GOLGA6L4
HGNC:30472	FLJ35171	374650	ENSG00000230373	GOLGA6L5P
HGNC:30472	FLJ40113	374650	ENSG00000230373	GOLGA6L5P
HGNC:30472	GOLGA6L8	374650	ENSG00000230373	GOLGA6L5P
HGNC:37225	FLJ36131	727832	ENSG00000277322	GOLGA6L6
HGNC:37442		728310	ENSG00000261649	GOLGA6L7
HGNC:37229		440295	ENSG00000197978	GOLGA6L9
HGNC:56873		131483400	ENSG00000278202	GOLGA6L9-AS1
HGNC:37228		647042	ENSG00000278662	GOLGA6L10
HGNC:23958		360024	ENSG00000223698	GOLGA6L11P
HGNC:23959		360025		GOLGA6L12P
HGNC:23960		360026		GOLGA6L13P
HGNC:23961		360027		GOLGA6L14P
HGNC:38117		100287845	ENSG00000197092	GOLGA6L16P
HGNC:49414		642402	ENSG00000277741	GOLGA6L17P
HGNC:49416		101927601		GOLGA6L19
HGNC:50289		440243	ENSG00000277865	GOLGA6L22
HGNC:55697		100653133	ENSG00000261375	GOLGA6L23P
HGNC:55710		645202	ENSG00000237850	GOLGA6L24
HGNC:55711		100132202	ENSG00000227717	GOLGA6L25
HGNC:56306		102723623	ENSG00000273756	GOLGA6L26
HGNC:24876	GCP16	51125	ENSG00000147533	GOLGA7
HGNC:24876	HSPC041	51125	ENSG00000147533	GOLGA7
HGNC:24876	GOLGA3AP1	51125	ENSG00000147533	GOLGA7
HGNC:24876	GOLGA7A	51125	ENSG00000147533	GOLGA7
HGNC:31668	bA459F3.4	401647	ENSG00000155265	GOLGA7B
HGNC:31668	bA451M19.3	401647	ENSG00000155265	GOLGA7B
HGNC:45232		100505561	ENSG00000227356	GOLGA7B-DT
HGNC:31972	GM88	23015	ENSG00000175265	GOLGA8A
HGNC:31972	GOLGIN-67	23015	ENSG00000175265	GOLGA8A
HGNC:31972	FAP286	23015	ENSG00000175265	GOLGA8A
HGNC:31972	CFAP286	23015	ENSG00000175265	GOLGA8A
HGNC:31973		440270	ENSG00000215252	GOLGA8B
HGNC:32375		729786	ENSG00000181984	GOLGA8CP
HGNC:32376		100132979	ENSG00000175676	GOLGA8DP
HGNC:32377		390535	ENSG00000185182	GOLGA8EP
HGNC:32378	DKFZp434P162	100132565	ENSG00000153684	GOLGA8F
HGNC:25328	DKFZp434K052	283768	ENSG00000183629	GOLGA8G
HGNC:37443	GOLGA6L11	728498	ENSG00000261794	GOLGA8H
HGNC:26660	FLJ35785	283796	ENSG00000277561	GOLGA8IP
HGNC:38650		653073	ENSG00000179938	GOLGA8J
HGNC:38652		653125	ENSG00000249931	GOLGA8K
HGNC:44404		653720	ENSG00000188626	GOLGA8M
HGNC:44405		643699	ENSG00000232653	GOLGA8N
HGNC:44406		728047	ENSG00000206127	GOLGA8O
HGNC:44408		727909	ENSG00000178115	GOLGA8Q
HGNC:44407		101059918	ENSG00000186399	GOLGA8R
HGNC:44409		653061	ENSG00000261739	GOLGA8S
HGNC:44410		653075	ENSG00000261247	GOLGA8T
HGNC:44411		100507067	ENSG00000103832	GOLGA8UP
HGNC:49920		441736	ENSG00000259236	GOLGA8VP
HGNC:4429	GCP	2804	ENSG00000173230	GOLGB1
HGNC:4429	GCP372	2804	ENSG00000173230	GOLGB1
HGNC:4429	giantin	2804	ENSG00000173230	GOLGB1
HGNC:4429	GOLIM1	2804	ENSG00000173230	GOLGB1
HGNC:15448	GPP130	27333	ENSG00000173905	GOLIM4
HGNC:15448	GIMPC	27333	ENSG00000173905	GOLIM4
HGNC:15448	P138	27333	ENSG00000173905	GOLIM4
HGNC:15451	GP73	51280	ENSG00000135052	GOLM1
HGNC:15451	FLJ23608	51280	ENSG00000135052	GOLM1
HGNC:15451	bA379P1.3	51280	ENSG00000135052	GOLM1
HGNC:24892	H63	113201	ENSG00000166734	GOLM2
HGNC:24892	DKFZp459F1927	113201	ENSG00000166734	GOLM2
HGNC:39251		100420689	ENSG00000238132	GOLM2P1
HGNC:15452	GPP34	64083	ENSG00000113384	GOLPH3
HGNC:15452	GOPP1	64083	ENSG00000113384	GOLPH3
HGNC:15452	MIDAS	64083	ENSG00000113384	GOLPH3
HGNC:15452	Vps74	64083	ENSG00000113384	GOLPH3
HGNC:55231		118597838	ENSG00000272086	GOLPH3-DT
HGNC:24882	GPP34R	55204	ENSG00000143457	GOLPH3L
HGNC:24766	FLJ42654	127845	ENSG00000174567	GOLT1A
HGNC:24766	CGI-141	127845	ENSG00000174567	GOLT1A
HGNC:24766	YMR292W	127845	ENSG00000174567	GOLT1A
HGNC:24766	GOT1	127845	ENSG00000174567	GOLT1A
HGNC:24766	MGC62027	127845	ENSG00000174567	GOLT1A
HGNC:20175	CGI-141	51026	ENSG00000111711	GOLT1B
HGNC:20175	YMR292W	51026	ENSG00000111711	GOLT1B
HGNC:20175	GOT1	51026	ENSG00000111711	GOLT1B
HGNC:25973	FLJ20203	54856	ENSG00000116580	GON4L
HGNC:25973	GON-4	54856	ENSG00000116580	GON4L
HGNC:25973	YARP	54856	ENSG00000116580	GON4L
HGNC:20356		84520	ENSG00000170270	GON7
HGNC:17643	dJ94G16.2	57120	ENSG00000047932	GOPC
HGNC:17643	PIST	57120	ENSG00000047932	GOPC
HGNC:17643	FIG	57120	ENSG00000047932	GOPC
HGNC:17643	GOPC1	57120	ENSG00000047932	GOPC
HGNC:17643	CAL	57120	ENSG00000047932	GOPC
HGNC:25676	FLJ11752	92344	ENSG00000120370	GORAB
HGNC:25676	NTKL-BP1	92344	ENSG00000120370	GORAB
HGNC:25676	GO	92344	ENSG00000120370	GORAB
HGNC:54051		101928650	ENSG00000231407	GORAB-AS1
HGNC:16769	GRASP65	64689	ENSG00000114745	GORASP1
HGNC:16769	P65	64689	ENSG00000114745	GORASP1
HGNC:16769	FLJ23443	64689	ENSG00000114745	GORASP1
HGNC:17500	GRASP55	26003	ENSG00000115806	GORASP2
HGNC:17500	GRS2	26003	ENSG00000115806	GORASP2
HGNC:17500	GOLPH6	26003	ENSG00000115806	GORASP2
HGNC:4430	GOS28	9527	ENSG00000108587	GOSR1
HGNC:4430	P28	9527	ENSG00000108587	GOSR1
HGNC:4430	GS28	9527	ENSG00000108587	GOSR1
HGNC:4430	GOS-28	9527	ENSG00000108587	GOSR1
HGNC:4430	GOLIM2	9527	ENSG00000108587	GOSR1
HGNC:4431	GS27	9570	ENSG00000108433	GOSR2
HGNC:4431	Bos1	9570	ENSG00000108433	GOSR2
HGNC:55346		119139904	ENSG00000261886	GOSR2-DT
HGNC:4432	AST1	2805	ENSG00000120053	GOT1
HGNC:4432	SGOT	2805	ENSG00000120053	GOT1
HGNC:4432	AST	2805	ENSG00000120053	GOT1
HGNC:55848		101927300	ENSG00000224934	GOT1-DT
HGNC:28487	MGC33309	137362	ENSG00000169154	GOT1L1
HGNC:4433	mitAAT	2806	ENSG00000125166	GOT2
HGNC:4433	KATIV	2806	ENSG00000125166	GOT2
HGNC:4433	KAT4	2806	ENSG00000125166	GOT2
HGNC:4433	KYAT4	2806	ENSG00000125166	GOT2
HGNC:4433	mAspAT	2806	ENSG00000125166	GOT2
HGNC:4434		645538	ENSG00000231900	GOT2P1
HGNC:4435		391139	ENSG00000230849	GOT2P2
HGNC:4436		644138	ENSG00000233719	GOT2P3
HGNC:22936	GOT2L4	121520		GOT2P4
HGNC:38439	GOT2Y	100422625	ENSG00000233634	GOT2P5
HGNC:54891		644924	ENSG00000214745	GOT2P6
HGNC:54892		100422628	ENSG00000232392	GOT2P7
HGNC:4439	CD42b	2811	ENSG00000185245	GP1BA
HGNC:4439	GPIbalpha	2811	ENSG00000185245	GP1BA
HGNC:4440	CD42c	2812	ENSG00000203618	GP1BB
HGNC:4440	GPIbbeta	2812	ENSG00000203618	GP1BB
HGNC:4441	ZAP75	2813	ENSG00000169347	GP2
HGNC:4443	CD42d	2814	ENSG00000178732	GP5
HGNC:14388	GPVI	51206	ENSG00000088053	GP6
HGNC:55305		107985325	ENSG00000267265	GP6-AS1
HGNC:4444	CD42a	2815	ENSG00000169704	GP9
HGNC:4444	GPIX	2815	ENSG00000169704	GP9
HGNC:4445	A33	10223	ENSG00000143167	GPA33
HGNC:4446	GAA1	8733	ENSG00000197858	GPAA1
HGNC:4446	hGAA1	8733	ENSG00000197858	GPAA1
HGNC:4447		22945	ENSG00000240069	GPAA1P1
HGNC:51484		106481722	ENSG00000230596	GPAA1P2
HGNC:20298	bA245H20.2	55425	ENSG00000133114	GPALPP1
HGNC:20298	AD029	55425	ENSG00000133114	GPALPP1
HGNC:20298	LSR7	55425	ENSG00000133114	GPALPP1
HGNC:24865	KIAA1560	57678	ENSG00000119927	GPAM
HGNC:24865	MGC26846	57678	ENSG00000119927	GPAM
HGNC:24865	GPAT1	57678	ENSG00000119927	GPAM
HGNC:13920	G5	7918	ENSG00000204438	GPANK1
HGNC:13920	D6S54E	7918	ENSG00000204438	GPANK1
HGNC:13920	GPATCH10	7918	ENSG00000204438	GPANK1
HGNC:13920	ANKRD59	7918	ENSG00000204438	GPANK1
HGNC:27168	CT123	150763	ENSG00000186281	GPAT2
HGNC:52330		643219	ENSG00000237510	GPAT2P1
HGNC:52331		653924	ENSG00000188383	GPAT2P2
HGNC:28157	MGC11324	84803	ENSG00000138678	GPAT3
HGNC:28157	LPAAT-theta	84803	ENSG00000138678	GPAT3
HGNC:28157	MAG1	84803	ENSG00000138678	GPAT3
HGNC:28157	HMFN0839	84803	ENSG00000138678	GPAT3
HGNC:28157	AGPAT10	84803	ENSG00000138678	GPAT3
HGNC:20880	DKFZp586M1819	137964	ENSG00000158669	GPAT4
HGNC:20880	LPAAT-zeta	137964	ENSG00000158669	GPAT4
HGNC:20880	TSARG7	137964	ENSG00000158669	GPAT4
HGNC:55539		102723729	ENSG00000253133	GPAT4-AS1
HGNC:24658	ECGP	55094	ENSG00000076650	GPATCH1
HGNC:24658	FLJ10206	55094	ENSG00000076650	GPATCH1
HGNC:24658	FLJ38686	55094	ENSG00000076650	GPATCH1
HGNC:25499	FLJ10252	55105	ENSG00000092978	GPATCH2
HGNC:25499	CT110	55105	ENSG00000092978	GPATCH2
HGNC:25499	PPP1R30	55105	ENSG00000092978	GPATCH2
HGNC:25499	Pfa1	55105	ENSG00000092978	GPATCH2
HGNC:20210	FLJ20689	55668	ENSG00000089916	GPATCH2L
HGNC:20210	FLJ10033	55668	ENSG00000089916	GPATCH2L
HGNC:25720	FLJ12455	63906	ENSG00000198746	GPATCH3
HGNC:25982	FLJ20249	54865	ENSG00000160818	GPATCH4
HGNC:25982	DKFZP434F1735	54865	ENSG00000160818	GPATCH4
HGNC:29066		23131	ENSG00000186566	GPATCH8
HGNC:26768	FLJ38348	253635	ENSG00000152133	GPATCH11
HGNC:26768	CENPY	253635	ENSG00000152133	GPATCH11
HGNC:26768	CENP-Y	253635	ENSG00000152133	GPATCH11
HGNC:42659		344709	ENSG00000182921	GPATCH11P1
HGNC:4448				GPB
HGNC:19680	BG37	151306	ENSG00000179921	GPBAR1
HGNC:19680	GPCR	151306	ENSG00000179921	GPBAR1
HGNC:19680	TGR5	151306	ENSG00000179921	GPBAR1
HGNC:19680	M-BAR	151306	ENSG00000179921	GPBAR1
HGNC:19680	GPCR19	151306	ENSG00000179921	GPBAR1
HGNC:19680	GPR131	151306	ENSG00000179921	GPBAR1
HGNC:19680	MGC40597	151306	ENSG00000179921	GPBAR1
HGNC:29520	DKFZp761C169	65056	ENSG00000062194	GPBP1
HGNC:28843	SP192	60313	ENSG00000159592	GPBP1L1
HGNC:4449	glypican	2817	ENSG00000063660	GPC1
HGNC:56102		100130449	ENSG00000218416	GPC1-AS1
HGNC:4450	cerebroglycan	221914	ENSG00000213420	GPC2
HGNC:4450	FLJ38962	221914	ENSG00000213420	GPC2
HGNC:4450	DKFZp547M109	221914	ENSG00000213420	GPC2
HGNC:4451	OCI-5	2719	ENSG00000147257	GPC3
HGNC:4451	SGBS	2719	ENSG00000147257	GPC3
HGNC:4451	SGBS1	2719	ENSG00000147257	GPC3
HGNC:4451	SGB	2719	ENSG00000147257	GPC3
HGNC:4451	DGSX	2719	ENSG00000147257	GPC3
HGNC:52897		110806308	ENSG00000286096	GPC3-AS1
HGNC:4452	K-glypican	2239	ENSG00000076716	GPC4
HGNC:4453		2262	ENSG00000179399	GPC5
HGNC:39886		100873969	ENSG00000235984	GPC5-AS1
HGNC:39887		100873970	ENSG00000232885	GPC5-AS2
HGNC:41340		100874293	ENSG00000236240	GPC5-IT1
HGNC:4454		10082	ENSG00000183098	GPC6
HGNC:39909		100873972	ENSG00000236520	GPC6-AS1
HGNC:39910		100873973	ENSG00000224394	GPC6-AS2
HGNC:26957	KIAA1434	56261	ENSG00000125772	GPCPD1
HGNC:26957	GDE5	56261	ENSG00000125772	GPCPD1
HGNC:26957	GDPD6	56261	ENSG00000125772	GPCPD1
HGNC:33851		100101483	ENSG00000235095	GPCPD1P1
HGNC:4455		2819	ENSG00000167588	GPD1
HGNC:28956	KIAA0089	23171	ENSG00000152642	GPD1L
HGNC:4456		2820	ENSG00000115159	GPD2
HGNC:4457				GPDS1
HGNC:4485	FEG-1	2852	ENSG00000164850	GPER1
HGNC:4485	GPCR-Br	2852	ENSG00000164850	GPER1
HGNC:4485	LERGU	2852	ENSG00000164850	GPER1
HGNC:4485	LERGU2	2852	ENSG00000164850	GPER1
HGNC:4485	DRY12	2852	ENSG00000164850	GPER1
HGNC:4485	LyGPR	2852	ENSG00000164850	GPER1
HGNC:4485	CEPR	2852	ENSG00000164850	GPER1
HGNC:18054	GPA2	170589	ENSG00000149735	GPHA2
HGNC:18054	ZSIG51	170589	ENSG00000149735	GPHA2
HGNC:18054	A2	170589	ENSG00000149735	GPHA2
HGNC:18054	MGC126572	170589	ENSG00000149735	GPHA2
HGNC:18055	ZLUT1	122876	ENSG00000179600	GPHB5
HGNC:18055	GPB5	122876	ENSG00000179600	GPHB5
HGNC:15465	KIAA1385	10243	ENSG00000171723	GPHN
HGNC:15465	GEPH	10243	ENSG00000171723	GPHN
HGNC:15465	GPH	10243	ENSG00000171723	GPHN
HGNC:4458	AMF	2821	ENSG00000105220	GPI
HGNC:4458	NLK	2821	ENSG00000105220	GPI
HGNC:24945	LOC338328	338328	ENSG00000277494	GPIHBP1
HGNC:24945	GPI-HBP1	338328	ENSG00000277494	GPIHBP1
HGNC:30677	T54	27238	ENSG00000068394	GPKOW
HGNC:30677	GPATC5	27238	ENSG00000068394	GPKOW
HGNC:30677	GPATCH5	27238	ENSG00000068394	GPKOW
HGNC:30677	Spp2	27238	ENSG00000068394	GPKOW
HGNC:30677	Mos2	27238	ENSG00000068394	GPKOW
HGNC:4459		2822	ENSG00000112293	GPLD1
HGNC:4460		2823	ENSG00000150625	GPM6A
HGNC:55577		101928590	ENSG00000249106	GPM6A-DT
HGNC:4461	M6B	2824	ENSG00000046653	GPM6B
HGNC:4461	MGC17150	2824	ENSG00000046653	GPM6B
HGNC:4461	MGC54284	2824	ENSG00000046653	GPM6B
HGNC:38782		106480720	ENSG00000230458	GPM6BP1
HGNC:38781		106480426	ENSG00000236429	GPM6BP2
HGNC:38783		100873787	ENSG00000234121	GPM6BP3
HGNC:17030	NTPBP	11321	ENSG00000198522	GPN1
HGNC:17030	MBDIN	11321	ENSG00000198522	GPN1
HGNC:17030	ATPBD1A	11321	ENSG00000198522	GPN1
HGNC:17030	RPAP4	11321	ENSG00000198522	GPN1
HGNC:25513	FLJ10349	54707	ENSG00000142751	GPN2
HGNC:30186	MGC14560	51184	ENSG00000111231	GPN3
HGNC:44914		100302689	ENSG00000227465	GPN3P1
HGNC:4462	NMB	10457	ENSG00000136235	GPNMB
HGNC:4462	HGFIN	10457	ENSG00000136235	GPNMB
HGNC:4484	ACCA	2827	ENSG00000181773	GPR3
HGNC:4497		2828	ENSG00000177464	GPR4
HGNC:4515		2830	ENSG00000146360	GPR6
HGNC:4466	GPCR21	2835	ENSG00000132975	GPR12
HGNC:4466	PPP1R84	2835	ENSG00000132975	GPR12
HGNC:4469		2838	ENSG00000154165	GPR15
HGNC:31428	UNQ1833	387695	ENSG00000188373	GPR15LG
HGNC:31428	RLLV1833	387695	ENSG00000188373	GPR15LG
HGNC:31428	FLJ21763	387695	ENSG00000188373	GPR15LG
HGNC:31428	CSBF	387695	ENSG00000188373	GPR15LG
HGNC:31428	AP-57	387695	ENSG00000188373	GPR15LG
HGNC:31428	GPR15L	387695	ENSG00000188373	GPR15LG
HGNC:4471		2840	ENSG00000144230	GPR17
HGNC:4472	DRV2	2841	ENSG00000125245	GPR18
HGNC:4473		2842	ENSG00000183150	GPR19
HGNC:4475		2843	ENSG00000204882	GPR20
HGNC:4476		2844	ENSG00000188394	GPR21
HGNC:4477		2845	ENSG00000172209	GPR22
HGNC:4480		2848	ENSG00000170128	GPR25
HGNC:4481		2849	ENSG00000154478	GPR26
HGNC:4482	SREB1	2850	ENSG00000170837	GPR27
HGNC:4486	HETER1	2853	ENSG00000120436	GPR31
HGNC:4486	12-HETER	2853	ENSG00000120436	GPR31
HGNC:4487	RVDR1	2854	ENSG00000142511	GPR32
HGNC:4487	DRV1	2854	ENSG00000142511	GPR32
HGNC:4488		2855	ENSG00000269565	GPR32P1
HGNC:4489		2856	ENSG00000214943	GPR33
HGNC:4490	LPS1	2857	ENSG00000171659	GPR34
HGNC:4491				GPR34P
HGNC:4492		2859	ENSG00000178623	GPR35
HGNC:4493		2860		GPR36
HGNC:4494	EDNRBL	2861	ENSG00000170775	GPR37
HGNC:4494	hET(B)R-LP	2861	ENSG00000170775	GPR37
HGNC:4494	PAELR	2861	ENSG00000170775	GPR37
HGNC:14923	ETBR-LP-2	9283	ENSG00000170075	GPR37L1
HGNC:4496	ZnR	2863	ENSG00000183840	GPR39
HGNC:4500	GPR41L	2866	ENSG00000126251	GPR42
HGNC:4500	FFAR3L	2866	ENSG00000126251	GPR42
HGNC:4503	PSP24	11250	ENSG00000135973	GPR45
HGNC:4503	PSP24A	11250	ENSG00000135973	GPR45
HGNC:4506	H9	9248	ENSG00000102195	GPR50
HGNC:4506	Mel1c	9248	ENSG00000102195	GPR50
HGNC:40259		100128688	ENSG00000234696	GPR50-AS1
HGNC:4508		9293	ENSG00000203737	GPR52
