HGNC ID	Approved symbol	Chromosome	NCBI Gene ID	Ensembl gene ID	OMIM ID(supplied by OMIM)	UniProt ID(supplied by UniProt)
HGNC:12545	UGT2B11	4q13.2	10720	ENSG00000213759	603064	O75310
HGNC:12546	UGT2B15	4q13.2	7366	ENSG00000196620	600069	P54855
HGNC:12547	UGT2B17	4q13.2	7367	ENSG00000197888	601903	O75795
HGNC:12548	UGT2B24P	4q13.3	54572	ENSG00000249956		
HGNC:12549	UGT2B25P	4q13.2-q13.3	54571	ENSG00000215110		
HGNC:1255	LCA5L	21q22.2	150082	ENSG00000157578		O95447
HGNC:12550	UGT2B26P	4q13.2	54570	ENSG00000250919		
HGNC:12551	UGT2B27P	4q13.2	54569	ENSG00000251685		
HGNC:12552	UGT2B29P	4q13.2	54568	ENSG00000250566		
HGNC:12553	UGT2B4	4q13.3	7363	ENSG00000156096	600067	P06133
HGNC:12554	UGT2B7	4q13.2	7364	ENSG00000171234	600068	P16662
HGNC:12555	UGT8	4q26	7368	ENSG00000174607	601291	Q16880
HGNC:12556	UHRF1	19p13.3	29128	ENSG00000276043	607990	Q96T88
HGNC:12557	UHRF2	9p24.1	115426	ENSG00000147854	615211	Q96PU4
HGNC:12558	ULK1	12q24.33	8408	ENSG00000177169	603168	O75385
HGNC:12559	UMOD	16p12.3	7369	ENSG00000169344	191845	P07911
HGNC:1256	C21orf14	21q21.1				
HGNC:12560	UMODL1	21q22.3	89766	ENSG00000177398	613859	Q5DID0
HGNC:12561	UMPH2	17q23-q25				
HGNC:12562	UCK2	1q24.1	7371	ENSG00000143179	609329	Q9BZX2
HGNC:12563	UMPS	3q21.2	7372	ENSG00000114491	613891	P11172
HGNC:12564	UMS					
HGNC:12565	UNC119	17q11.2	9094	ENSG00000109103	604011	Q13432
HGNC:12566	UNC13B	9p13.3	10497	ENSG00000198722	605836	O14795
HGNC:12567	UNC5A	5q35.2	90249	ENSG00000113763	607869	Q6ZN44
HGNC:12568	UNC5B	10q22.1	219699	ENSG00000107731	607870	Q8IZJ1
HGNC:12569	UNC5C	4q22.3	8633	ENSG00000182168	603610	O95185
HGNC:1257	C21orf15	21q11				
HGNC:12570	UNC93A	6q27	54346	ENSG00000112494	607995	Q86WB7
HGNC:12571	UND					
HGNC:12572	UNG	12q24.11	7374	ENSG00000076248	191525	P13051
HGNC:12573	UNP					
HGNC:12574	UNR					
HGNC:12575	UOX	1p31.1	391051	ENSG00000240520	191540	
HGNC:12576	UPP1	7p12.3	7378	ENSG00000183696	191730	Q16831
HGNC:12577	UPK1A	19q13.12	11045	ENSG00000105668	611557	O00322
HGNC:12578	UPK1B	3q13.32	7348	ENSG00000114638	602380	O75841
HGNC:12579	UPK2	11q23.3	7379	ENSG00000110375	611558	O00526
HGNC:1258	SETD4	21q22.12	54093	ENSG00000185917		Q9NVD3
HGNC:12580	UPK3A	22q13.31	7380	ENSG00000100373	611559	O75631
HGNC:12581	UQBP					
HGNC:12582	UQCRB	8q22.1	7381	ENSG00000156467	191330	P14927
HGNC:12583	UQCRBP1	Xp11.21	442454	ENSG00000237748		
HGNC:12584	UQCRBP2	1q23.3	100130719	ENSG00000227941		
HGNC:12585	UQCRC1	3p21.31	7384	ENSG00000010256	191328	P31930
HGNC:12586	UQCRC2	16p12.2	7385	ENSG00000140740	191329	P22695
HGNC:12587	UQCRFS1	19q12	7386	ENSG00000169021	191327	P47985
HGNC:12588	UQCRFS1P1	22q13.1	100128525	ENSG00000226085		P0C7P4
HGNC:12589	UQCRFSL2					
HGNC:1259	C21orf19	21q22.13				
HGNC:12590	UQCRH	1p33	7388	ENSG00000173660	613844	P07919
HGNC:12591	UROD	1p34.1	7389	ENSG00000126088	613521	P06132
HGNC:12592	UROS	10q26.2	7390	ENSG00000188690	606938	P10746
HGNC:12593	USF1	1q23.3	7391	ENSG00000158773	191523	P22415
HGNC:12594	USF2	19q13.12	7392	ENSG00000105698	600390	Q15853
HGNC:12595	USH1A	14q32				
HGNC:12596	USH1B					
HGNC:12597	USH1C	11p15.1	10083	ENSG00000006611	605242	Q9Y6N9
HGNC:12598	USH1D					
HGNC:12599	USH1E	21q21				
HGNC:126	ACR	22q13.33	49	ENSG00000100312	102480	P10323
HGNC:1260	CFAP410	21q22.3	755	ENSG00000160226	603191	O43822
HGNC:12600	USH1F	10				
HGNC:12601	USH2A	1q41	7399	ENSG00000042781	608400	O75445
HGNC:12602	USH2B	3p24.2-p23				
HGNC:12603	USH2C	5q14-q21				
HGNC:12604	USH3					
HGNC:12605	CLRN1	3q25.1	7401	ENSG00000163646	606397	P58418
HGNC:12606	USH3B	reserved				
HGNC:12607	USP1	1p31.3	7398	ENSG00000162607	603478	O94782
HGNC:12608	USP10	16q24.1	9100	ENSG00000103194	609818	Q14694
HGNC:12609	USP11	Xp11.3	8237	ENSG00000102226	300050	P51784
HGNC:1261	NCRNA00098	21q22.3				
HGNC:12610	USP12P1	5q33-q34	9959	ENSG00000253213		
HGNC:12611	USP13	3q26.33	8975	ENSG00000058056	603591	Q92995
HGNC:12612	USP14	18p11.32	9097	ENSG00000101557	607274	P54578
HGNC:12613	USP15	12q14.1	9958	ENSG00000135655	604731	Q9Y4E8
HGNC:12614	USP16	21q21.3	10600	ENSG00000156256	604735	Q9Y5T5
HGNC:12615	USP17L9P	4p16.1	391627	ENSG00000251694	607011	
HGNC:12616	USP18	22q11.21	11274	ENSG00000184979	607057	Q9UMW8
HGNC:12617	USP19	3p21.31	10869	ENSG00000172046	614471	O94966
HGNC:12618	USP2	11q23.3	9099	ENSG00000036672	604725	O75604
HGNC:12619	USP20	9q34.11	10868	ENSG00000136878	615143	Q9Y2K6
HGNC:1262	LINC00111	21q22.3	54090	ENSG00000227702		
HGNC:12620	USP21	1q23.3	27005	ENSG00000143258	604729	Q9UK80
HGNC:12621	USP22	17p11.2	23326	ENSG00000124422	612116	Q9UPT9
HGNC:12622	USP23					
HGNC:12623	USP24	1p32.3	23358	ENSG00000162402	610569	Q9UPU5
HGNC:12624	USP25	21q21.1	29761	ENSG00000155313	604736	Q9UHP3
HGNC:12625	USP28	11q23.2	57646	ENSG00000048028	610748	Q96RU2
HGNC:12626	USP3	15q22.31	9960	ENSG00000140455	604728	Q9Y6I4
HGNC:12627	USP4	3p21.31	7375	ENSG00000114316	603486	Q13107
HGNC:12628	USP5	12p13.31	8078	ENSG00000111667	601447	P45974
HGNC:12629	USP6	17p13.2	9098	ENSG00000129204	604334	P35125
HGNC:1263	LINC00112	21q22.3	54089	ENSG00000232401		
HGNC:12630	USP7	16p13.2	7874	ENSG00000187555	602519	Q93009
HGNC:12631	USP8	15q21.2	9101	ENSG00000138592	603158	P40818
HGNC:12632	USP9X	Xp11.4	8239	ENSG00000124486	300072	Q93008
HGNC:12633	USP9Y	Yq11.221	8287	ENSG00000114374	400005	O00507
HGNC:12634	UTF1	10q26.3	8433	ENSG00000171794	604130	Q5T230
HGNC:12635	UTRN	6q24.2	7402	ENSG00000152818	128240	P46939
HGNC:12636	UTS2	1p36.23	10911	ENSG00000049247	604097	O95399
HGNC:12637	KDM6A	Xp11.3	7403	ENSG00000147050	300128	O15550
HGNC:12638	UTY	Yq11.221	7404	ENSG00000183878	400009	O14607
HGNC:12639	UVO					
HGNC:1264	LINC00113	21q21.3	54088	ENSG00000225298		
HGNC:12640	UVRAG	11q13.5	7405	ENSG00000198382	602493	Q9P2Y5
HGNC:12641	UXT	Xp11.23	8409	ENSG00000126756	300234	Q9UBK9
HGNC:12642	VAMP1	12p13.31	6843	ENSG00000139190	185880	P23763
HGNC:12643	VAMP2	17p13.1	6844	ENSG00000220205	185881	P63027
HGNC:12644	VAMP3	1p36.23	9341	ENSG00000049245	603657	Q15836
HGNC:12645	VAMP4	1q24.3	8674	ENSG00000117533	606909	O75379
HGNC:12646	VAMP5	2p11.2	10791	ENSG00000168899	607029	O95183
HGNC:12647	VAMP8	2p11.2	8673	ENSG00000118640	603177	Q9BV40
HGNC:12648	VAPA	18p11.22	9218	ENSG00000101558	605703	Q9P0L0
HGNC:12649	VAPB	20q13.32	9217	ENSG00000124164	605704	O95292
HGNC:1265	LINC00114	21q22.2	400866	ENSG00000223806	611723	Q6XXX2
HGNC:12651	VARS1	6p21.33	7407	ENSG00000204394	192150	P26640
HGNC:12652	VASP	19q13.32	7408	ENSG00000125753	601703	P50552
HGNC:12653	VAT1					
HGNC:12654	VTRNA1-1	5q31.3	56664	ENSG00000199990	612695	
HGNC:12655	VTRNA1-2	5q31.3	56663	ENSG00000202111	612696	
HGNC:12656	VTRNA1-3	5q31.3	56662	ENSG00000202515	612697	
HGNC:12657	VAV1	19p13.3	7409	ENSG00000141968	164875	P15498
HGNC:12658	VAV2	9q34.2	7410	ENSG00000160293	600428	P52735
HGNC:12659	VAV3	1p13.3	10451	ENSG00000134215	605541	Q9UKW4
HGNC:1266	C2CD2	21q22.3	25966	ENSG00000157617	617581	Q9Y426
HGNC:12660	VAX1	10q25.3	11023	ENSG00000148704	604294	Q5SQQ9
HGNC:12661	VAX2	2p13.3	25806	ENSG00000116035	604295	Q9UIW0
HGNC:12662	VBP1	Xq28	7411	ENSG00000155959	300133	P61758
HGNC:12663	VCAM1	1p21.2	7412	ENSG00000162692	192225	P19320
HGNC:12664	VCF	22q11.21-q11.23				
HGNC:12665	VCL	10q22.2	7414	ENSG00000035403	193065	P18206
HGNC:12666	VCP	9p13.3	7415	ENSG00000165280	601023	P55072
HGNC:12667	VCX	Xp22.31	26609	ENSG00000182583	300229	Q9H320
HGNC:12668	VCY	Yq11.221	9084	ENSG00000129864	400012	O14598
HGNC:12669	VDAC1	5q31.1	7416	ENSG00000213585	604492	P21796
HGNC:1267	C21orf27	21q22.13				
HGNC:12670	VDAC1P2	Xp11.23	10064	ENSG00000213856		
HGNC:12671	VDAC1P1	Xq21.1	642585	ENSG00000073905		
HGNC:12672	VDAC2	10q22.2	7417	ENSG00000165637	193245	P45880
HGNC:12673	VDAC2P1	21q21.1	54015	ENSG00000214976		
HGNC:12674	VDAC3	8p11.21	7419	ENSG00000078668	610029	Q9Y277
HGNC:12675	VDAC1P4	1q25.3	7418	ENSG00000235060	610030	
HGNC:12676	VDAC1P5	12q13.2	10187	ENSG00000270858		
HGNC:12677	VDD1					
HGNC:12678	VDI	16				
HGNC:12679	VDR	12q13.11	7421	ENSG00000111424	601769	P11473
HGNC:1268	TSPEAR	21q22.3	54084	ENSG00000175894	612920	Q8WU66
HGNC:12680	VEGFA	6p21.1	7422	ENSG00000112715	192240	P15692
HGNC:12681	VEGFB	11q13.1	7423	ENSG00000173511	601398	P49765
HGNC:12682	VEGFC	4q34.3	7424	ENSG00000150630	601528	P49767
HGNC:12684	VGF	7q22.1	7425	ENSG00000128564	602186	O15240
HGNC:12685	VGL					
HGNC:12686	VGR	reserved				
HGNC:12687	VHL	3p25.3	7428	ENSG00000134086	608537	P40337
HGNC:12688	VHLP	1q12				
HGNC:12689	VHR					
HGNC:1269	C21orf3					
HGNC:12690	VIL1	2q35	7429	ENSG00000127831	193040	P09327
HGNC:12691	EZR	6q25.3	7430	ENSG00000092820	123900	P15311
HGNC:12692	VIM	10p13	7431	ENSG00000026025	193060	P08670
HGNC:12693	VIP	6q25.2	7432	ENSG00000146469	192320	P01282
HGNC:12694	VIPR1	3p22.1	7433	ENSG00000114812	192321	P32241
HGNC:12695	VIPR2	7q36.3	7434	ENSG00000106018	601970	P41587
HGNC:12696	VIS1	2q14-q21	7435		164755	
HGNC:12697	VIT	2p22.2	5212	ENSG00000205221	617693	Q6UXI7
HGNC:12698	VLDLR	9p24.2	7436	ENSG00000147852	192977	P98155
HGNC:12699	VMAT1					
HGNC:127	ACRV1	11q24.2	56	ENSG00000134940	102525	P26436
HGNC:1270	LRRC3DN	21q22.3				
HGNC:12700	VMAT2					
HGNC:12701	VMCM					
HGNC:12702	VMD1	8q24.3				
HGNC:12703	BEST1	11q12.3	7439	ENSG00000167995	607854	O76090
HGNC:12704	VMGLOM	1p22-p21				
HGNC:12705	VNN1	6q23.2	8876	ENSG00000112299	603570	O95497
HGNC:12706	VNN2	6q23.2	8875	ENSG00000112303	603571	O95498
HGNC:12707	VP	14q				
HGNC:12708	VPP1					
HGNC:12709	VPREB1	22q11.22	7441	ENSG00000169575	605141	P12018
HGNC:1271	TSPEAR-AS1	21q22.3	54082	ENSG00000235890		
HGNC:12710	VPREB3	22q11.23	29802	ENSG00000128218	605017	Q9UKI3
HGNC:12711	VPS26A	10q22.1	9559	ENSG00000122958	605506	O75436
HGNC:12712	VPS33B	15q26.1	26276	ENSG00000184056	608552	Q9H267
HGNC:12713	VPS41	7p14.1	27072	ENSG00000006715	605485	P49754
HGNC:12714	VPS45B	reserved				
HGNC:12716	TRPV1	17p13.2	7442	ENSG00000196689	602076	Q8NER1
HGNC:12717	VRF					
HGNC:12718	VRK1	14q32.2	7443	ENSG00000100749	602168	Q99986
HGNC:12719	VRK2	2p16.1	7444	ENSG00000028116	602169	Q86Y07
HGNC:1272	C21orf32	21q22.3				
HGNC:12720	VRNI	11q13				
HGNC:12721	AVSD1	1p31-p21				
HGNC:12722	VSNL1	2p24.2	7447	ENSG00000163032	600817	P62760
HGNC:12723	VSX1	20p11.21	30813	ENSG00000100987	605020	Q9NZR4
HGNC:12724	VTN	17q11.2	7448	ENSG00000109072	193190	P04004
HGNC:12725	VTNR	reserved				
HGNC:12726	VWF	12p13.31	7450	ENSG00000110799	613160	P04275
HGNC:12727	VWFP1	22q11.1	7451	ENSG00000241717		
HGNC:12728	VWS	1q32-q41				
HGNC:12729	WARS1	14q32.2	7453	ENSG00000140105	191050	P23381
HGNC:1273	GATD3	21q22.3	8209	ENSG00000160221	601659	P0DPI2
HGNC:12730	WARS2	1p12	10352	ENSG00000116874	604733	Q9UGM6
HGNC:12731	WAS	Xp11.23	7454	ENSG00000015285	300392	P42768
HGNC:12732	WASF1	6q21	8936	ENSG00000112290	605035	Q92558
HGNC:12733	WASF2	1p36.11	10163	ENSG00000158195	605875	Q9Y6W5
HGNC:12734	WASF3	13q12.13	10810	ENSG00000132970	605068	Q9UPY6
HGNC:12735	WASL	7q31.32	8976	ENSG00000106299	605056	O00401
HGNC:12736	WIPF1	2q31.1	7456	ENSG00000115935	602357	O43516
HGNC:12737	WBP1	2p13.1	23559	ENSG00000239779	606961	Q96G27
HGNC:12738	WBP2	17q25.1	23558	ENSG00000132471	606962	Q969T9
HGNC:12739	WBP4	13q14.11	11193	ENSG00000120688	604981	O75554
HGNC:1274	MIR99AHG	21q21.1	388815	ENSG00000215386	615964	
HGNC:12740	WBS2	4q33-q35.1				
HGNC:12741	EIF4H	7q11.23	7458	ENSG00000106682	603431	Q15056
HGNC:12742	WBSCR10					
HGNC:12743	WBSCR11					
HGNC:12744	MLXIPL	7q11.23	51085	ENSG00000009950	605678	Q9NP71
HGNC:12745	WBSCR15					
HGNC:12746	WBSCR2	7q11.23	7459			
HGNC:12747	WBSCR3	7q11.23				
HGNC:12748	WBSCR4					
HGNC:12749	LAT2	7q11.23	7462	ENSG00000086730	605719	Q9GZY6
HGNC:1275	C21orf35	21q21.1				
HGNC:12750	WBSCR6					
HGNC:12751	WBSCR7					
HGNC:12752	WBSCR9					
HGNC:12753	WD	17q12-q21				
HGNC:12754	WDR1	4p16.1	9948	ENSG00000071127	604734	O75083
HGNC:12755	WDR3	1p12	10885	ENSG00000065183	604737	Q9UNX4
HGNC:12756	WDR4	21q22.3	10785	ENSG00000160193	605924	P57081
HGNC:12757	WDR5	9q34.2	11091	ENSG00000196363	609012	P61964
HGNC:12758	WDR6	3p21.31	11180	ENSG00000178252	606031	Q9NNW5
HGNC:12759	WRAP73	1p36.32	49856	ENSG00000116213	606040	Q9P2S5
HGNC:12760	BRWD1	21q22.2	54014	ENSG00000185658	617824	Q9NSI6
HGNC:12761	WEE1	11p15.4	7465	ENSG00000166483	193525	P30291
HGNC:12762	WFS1	4p16.1	7466	ENSG00000109501	606201	O76024
HGNC:12763	WFS2	4q22-q24				
HGNC:12764	WHCR	4p16				
HGNC:12765	FOXN1	17q11.2	8456	ENSG00000109101	600838	O15353
HGNC:12766	NSD2	4p16.3	7468	ENSG00000109685	602952	O96028
HGNC:12767	NSD3	8p11.23	54904	ENSG00000147548	607083	Q9BZ95
HGNC:12768	NELFA	4p16.3	7469	ENSG00000185049	606026	Q9H3P2
HGNC:12769	CCN4	8q24.22	8840	ENSG00000104415	603398	O95388
HGNC:1277	LINC01549	21q21.1	100505929	ENSG00000232560		A6NIU2
HGNC:12770	CCN5	20q13.12	8839	ENSG00000064205	603399	O76076
HGNC:12771	CCN6	6q21	8838	ENSG00000112761	603400	O95389
HGNC:12772	WMS	15q21.1				
HGNC:12773	WND					
HGNC:12774	WNT1	12q13.12	7471	ENSG00000125084	164820	P04628
HGNC:12775	WNT10B	12q13.12	7480	ENSG00000169884	601906	O00744
HGNC:12776	WNT11	11q13.5	7481	ENSG00000085741	603699	O96014
HGNC:12777	WNT13					
HGNC:12778	WNT9A	1q42.13	7483	ENSG00000143816	602863	O14904
HGNC:12779	WNT9B	17q21.32	7484	ENSG00000158955	602864	O14905
HGNC:1278	C21orf38	21pter-qter				
HGNC:12780	WNT2	7q31.2	7472	ENSG00000105989	147870	P09544
HGNC:12781	WNT2B	1p13.2	7482	ENSG00000134245	601968	Q93097
HGNC:12782	WNT3	17q21.31-q21.32	7473	ENSG00000108379	165330	P56703
HGNC:12783	WNT4	1p36.12	54361	ENSG00000162552	603490	P56705
HGNC:12784	WNT5A	3p14.3	7474	ENSG00000114251	164975	P41221
HGNC:12785	WNT6	2q35	7475	ENSG00000115596	604663	Q9Y6F9
HGNC:12786	WNT7A	3p25.1	7476	ENSG00000154764	601570	O00755
HGNC:12787	WNT7B	22q13.31	7477	ENSG00000188064	601967	P56706
HGNC:12788	WNT8A	5q31.2	7478	ENSG00000061492	606360	Q9H1J5
HGNC:12789	WNT8B	10q24.31	7479	ENSG00000075290	601396	Q93098
HGNC:1279	CHODL-AS1	21q21.1	54075	ENSG00000231755		
HGNC:12790	GET1	21q22.2	7485	ENSG00000182093	602915	O00258
HGNC:12791	WRN	8p12	7486	ENSG00000165392	604611	Q14191
HGNC:12792	WS1					
HGNC:12793	WS2A	3p14.2-p13				
HGNC:12794	WS2B	1p21-p13.3				
HGNC:12795	WSN	Xq27.3-qter				
HGNC:12796	WT1	11p13	7490	ENSG00000184937	607102	P19544
HGNC:12797	WT2	11p15.5				
HGNC:12798	WTS	Xp11.3-q21				
HGNC:12799	WWOX	16q23.1-q23.2	51741	ENSG00000186153	605131	Q9NZC7
HGNC:128	ACS3					
HGNC:1280	TMEM50B	21q22.11	757	ENSG00000142188	617894	P56557
HGNC:12800	WWS	Xq11-q22				
HGNC:12801	XBP1	22q12.1	7494	ENSG00000100219	194355	P17861
HGNC:12802	XBP1P1	5q22.2	7495	ENSG00000249947		
HGNC:12803	XBX1	1p36.3				
HGNC:12804	XCE	Xq13	7497		300074	
HGNC:12805	XDH	2p23.1	7498	ENSG00000158125	607633	P47989
HGNC:12806	XG	Xp22.33	7499	ENSG00000124343	300879	P55808
HGNC:12807	XGY1	Yq11.221	7500	ENSG00000227447		
HGNC:12808	XGR	Xp22.32 and Yp11				
HGNC:12809	XIC	Xq12-q13	7502			
HGNC:1281	C21orf40	21q21.1				
HGNC:12810	XIST	Xq13.2	7503	ENSG00000229807	314670	
HGNC:12811	XK	Xp21.1	7504	ENSG00000047597	314850	P51811
HGNC:12813	XM	X				
HGNC:12814	XPA	9q22.33	7507	ENSG00000136936	611153	P23025
HGNC:12815	XPAC					
HGNC:12816	XPC	3p25.1	7508	ENSG00000154767	613208	Q01831
HGNC:12817	XPD					
HGNC:12818	XPF					
HGNC:12819	XPGC					
HGNC:1282	GRIK1-AS2	21q22.11	100379661			
HGNC:12820	REXO4	9q34.2	57109	ENSG00000148300	602930	Q9GZR2
HGNC:12821	XPNPEP					
HGNC:12822	XPNPEP1	10q25.1	7511	ENSG00000108039	602443	Q9NQW7
HGNC:12823	XPNPEP2	Xq26.1	7512	ENSG00000122121	300145	O43895
HGNC:12824	XPNPEPL	10q25.3				
HGNC:12825	XPO1	2p15	7514	ENSG00000082898	602559	O14980
HGNC:12826	XPOT	12q14.2	11260	ENSG00000184575	603180	O43592
HGNC:12827	XPR1	1q25.3	9213	ENSG00000143324	605237	Q9UBH6
HGNC:12828	XRCC1	19q13.31	7515	ENSG00000073050	194360	P18887
HGNC:12829	XRCC2	7q36.1	7516	ENSG00000196584	600375	O43543
HGNC:1283	LINC00158	21q21.2	54072	ENSG00000185433		P58513
HGNC:12830	XRCC3	14q32.33	7517	ENSG00000126215	600675	O43542
HGNC:12831	XRCC4	5q14.2	7518	ENSG00000152422	194363	Q13426
HGNC:12832	XRCC4L					
HGNC:12833	XRCC5	2q35	7520	ENSG00000079246	194364	P13010
HGNC:12834	XRCC8	reserved				
HGNC:12835	XRCC9					
HGNC:12836	XRN2	20p11.22	22803	ENSG00000088930	608851	Q9H0D6
HGNC:12837	XS	Xp21.2-q21.1				
HGNC:12838	XWNPEP	reserved				
HGNC:12839	XYLB	3p22.2	9942	ENSG00000093217	604049	O75191
HGNC:1284	C21orf43	21pter-qter				
HGNC:12840	YARS1	1p35.1	8565	ENSG00000134684	603623	P54577
HGNC:12841	YES1	18p11.32	7525	ENSG00000176105	164880	P07947
HGNC:12842	YES1P1	22q12.1	7526	ENSG00000224003		
HGNC:12843	YME1L1	10p12.1	10730	ENSG00000136758	607472	Q96TA2
HGNC:12844	YME1L1P1	22q11.1	23749	ENSG00000236831		
HGNC:12845	YPEL1	22q11.21-q11.22	29799	ENSG00000100027	608082	O60688
HGNC:12846	YT					
HGNC:12847	YWHA1					
HGNC:12848	YWHAA	reserved				
HGNC:12849	YWHAB	20q13.12	7529	ENSG00000166913	601289	P31946
HGNC:1285	LINC00159	21q22.11		ENSG00000230323		
HGNC:12850	YWHAD	reserved				
HGNC:12851	YWHAE	17p13.3	7531	ENSG00000108953	605066	P62258
HGNC:12852	YWHAG	7q11.23	7532	ENSG00000170027	605356	P61981
HGNC:12853	YWHAH	22q12.3	7533	ENSG00000128245	113508	Q04917
HGNC:12854	YWHAQ	2p25.1	10971	ENSG00000134308	609009	P27348
HGNC:12855	YWHAZ	8q22.3	7534	ENSG00000164924	601288	P63104
HGNC:12856	YY1	14q32.2	7528	ENSG00000100811	600013	P25490
HGNC:12857	ZAN	7q22.1	7455	ENSG00000146839	602372	Q9Y493
HGNC:12858	ZAP70	2q11.2	7535	ENSG00000115085	176947	P43403
HGNC:12859	RNF103	2p11.2	7844	ENSG00000239305	602507	O00237
HGNC:1286	MIS18A	21q22.11	54069	ENSG00000159055	618137	Q9NYP9
HGNC:12860	ZBTB14	18p11.31	7541	ENSG00000198081	602126	O43829
HGNC:12861	ZFP3	17p13.2	124961	ENSG00000180787	194480	Q96NJ6
HGNC:12862	ZFP36	19q13.2	7538	ENSG00000128016	190700	P26651
HGNC:12863	ZFP37	9q32	7539	ENSG00000136866	602951	Q9Y6Q3
HGNC:12865	ZFP92	Xq28	139735	ENSG00000189420		A6NM28
HGNC:12866	ZNF235	19q13.2	9310	ENSG00000159917	604749	Q14590
HGNC:12867	ZKSCAN5	7q22.1	23660	ENSG00000196652	611272	Q9Y2L8
HGNC:12868	ZFPL1	11q13.1	7542	ENSG00000162300	619397	O95159
HGNC:12869	ZFX	Xp22.11	7543	ENSG00000005889	314980	P17010
HGNC:1287	C21orf46	21pter-qter				
HGNC:12870	ZFY	Yp11.2	7544	ENSG00000067646	490000	P08048
HGNC:12871	ZHX1	8q24.13	11244	ENSG00000165156	604764	Q9UKY1
HGNC:12872	ZIC1	3q24	7545	ENSG00000152977	600470	Q15915
HGNC:12873	ZIC2	13q32.3	7546	ENSG00000043355	603073	O95409
HGNC:12874	ZIC3	Xq26.3	7547	ENSG00000156925	300265	O60481
HGNC:12875	ZIM2	19q13.43	23619	ENSG00000269699		Q9NZV7
HGNC:12876	SLC39A1	1q21.3	27173	ENSG00000143570	604740	Q9NY26
HGNC:12877	ZMPSTE24	1p34.2	10269	ENSG00000084073	606480	O75844
HGNC:12878	ZNF1	8				
HGNC:12879	ZNF10	12q24.33	7556	ENSG00000256223	194538	P21506
HGNC:12880	ZNF100	19p13.1	163227	ENSG00000197020	603982	Q8IYN0
HGNC:12881	ZNF101	19p13.11	94039	ENSG00000181896	603983	Q8IZC7
HGNC:12882	ZNF102					
HGNC:12883	ZNF103					
HGNC:12884	ZNF104					
HGNC:12885	ZNF105					
HGNC:12886	ZNF106	15q15.1	64397	ENSG00000103994	603988	Q9H2Y7
HGNC:12887	ZNF107	7q11.21	51427	ENSG00000196247	603989	Q9UII5
HGNC:12888	ZNF90P1	3q12.3	7661	ENSG00000241738		
HGNC:12889	ZNF109					
HGNC:1289	C21orf48	21pter-qter				
HGNC:12890	ZNF110					
HGNC:12891	ZNF111					
HGNC:12892	ZNF112	19q13.31	7771	ENSG00000062370	603994	Q9UJU3
HGNC:12893	ZNF113					
HGNC:12894	ZNF114	19q13.33	163071	ENSG00000178150	603996	Q8NC26
HGNC:12895	ZNF115	19				
HGNC:12896	ZNF116	reserved				
HGNC:12897	ZNF117	7q11.21	51351	ENSG00000152926	194624	Q03924
HGNC:12898	ZNF118					
HGNC:12899	ZNF119					
HGNC:129	ACTA1	1q42.13	58	ENSG00000143632	102610	P68133
HGNC:1290	EPCIP-AS1	21q22.11	54067	ENSG00000205930		Q17RA5
HGNC:12900	ZNF11A	reserved				
HGNC:12901	ZNF11B	reserved				
HGNC:12902	ZNF12	7p22.1	7559	ENSG00000164631	194536	P17014
HGNC:12903	ZNF120					
HGNC:12904	ZNF121	19p13.2	7675	ENSG00000197961	194628	P58317
HGNC:12905	ZNF122					
HGNC:12906	ZNF123P	11q24.3	100188891	ENSG00000255259	194630	
HGNC:12907	ZNF124	1q44	7678	ENSG00000196418	194631	Q15973
HGNC:12908	ZNF125	11q23.1-q23.2				
HGNC:12909	ZNF126	11q13.3-q13.4				
HGNC:1291	DOP1B	21q22.12	9980	ENSG00000142197	604803	Q9Y3R5
HGNC:12910	MKRN3-AS1	15q11-q13				
HGNC:12911	ZNF128					
HGNC:12912	ZNF129					
HGNC:12913	ZNF13	reserved				
HGNC:12914	ZNF130					
HGNC:12915	ZNF131	5p12	7690	ENSG00000172262	604073	P52739
HGNC:12916	ZNF132	19q13.43	7691	ENSG00000131849	604074	P52740
HGNC:12917	ZNF133	20p11.23	7692	ENSG00000125846	604075	P52736
HGNC:12918	ZNF134	19q13.43	7693	ENSG00000213762	604076	P52741
HGNC:12919	ZNF135	19q13.43	7694	ENSG00000176293	604077	P52742
HGNC:1292	C21orf50	21pter-qter				
HGNC:12920	ZNF136	19p13.2	7695	ENSG00000196646	604078	P52737
HGNC:12921	ZNF137P	19q13.41	7696	ENSG00000123870	604079	P52743
HGNC:12922	ZNF138	7q11.21	7697	ENSG00000197008	604080	P52744
HGNC:12923	ZNF139					
HGNC:12924	ZNF14	19p13.11	7561	ENSG00000105708	194556	P17017
HGNC:12925	ZNF140	12q24.33	7699	ENSG00000196387	604082	P52738
HGNC:12926	ZNF141	4p16.3	7700	ENSG00000131127	194648	Q15928
HGNC:12927	ZNF142	2q35	7701	ENSG00000115568	604083	P52746
HGNC:12928	ZNF143	11p15.4	7702	ENSG00000166478	603433	P52747
HGNC:12929	PCGF2	17q12	7703	ENSG00000277258	600346	P35227
HGNC:1293	SMIM11	21q22.11-q22.12	54065	ENSG00000205670		P58511
HGNC:12930	ZBTB16	11q23.2	7704	ENSG00000109906	176797	Q05516
HGNC:12931	ZNF146	19q13.1	7705	ENSG00000167635	601505	Q15072
HGNC:12932	TRIM25	17q22	7706	ENSG00000121060	600453	Q14258
